timestamp;status_code;length;output_file
2023-08-16 07:24:58;200;388136;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=1
2023-08-16 07:25:01;200;389417;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=2
2023-08-16 07:25:02;200;388676;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=3
2023-08-16 07:25:05;200;389022;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=4
2023-08-16 07:25:07;200;389129;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=5
2023-08-16 07:25:10;200;389450;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=6
2023-08-16 07:25:12;200;389196;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=7
2023-08-16 07:25:14;200;389915;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=8
2023-08-16 07:25:16;200;389794;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=9
2023-08-16 07:25:18;200;389224;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=10
2023-08-16 07:25:20;200;389487;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=11
2023-08-16 07:25:23;200;389639;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=12
2023-08-16 07:25:26;200;389876;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=13
2023-08-16 07:25:28;200;389562;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=14
2023-08-16 07:25:30;200;388475;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=15
2023-08-16 07:25:33;200;389652;https://www.boliga.dk/salg/resultater?searchTab=1&propertyType=1,2,3&salesDateMin=1992&salesDateMax=2022&municipality=360&sort=date-d&page=16
