municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
151,Ejerlejlighed,"Bydammen 21, st. tv",2750, Ballerup,9776000 ,21-12-2022,Alm. Salg,75,130347,2,2021,263%
151,Villa,Søndervej 13A,2750, Ballerup,5100000 ,10-08-2022,Alm. Salg,103,49515,3,1955,-7%
151,Villa,Hybenvænget 54,2740, Skovlunde,4200000 ,31-07-2022,Alm. Salg,93,45161,4,1969,-1%
151,Rækkehus,Lundagervej 36B,2740, Skovlunde,4095000 ,22-06-2022,Alm. Salg,62,66048,2,1960,
151,Villa,Ellekildevej 44,2740, Skovlunde,6995000 ,27-03-2022,Alm. Salg,152,46020,5,2016,
151,Ejerlejlighed,"Bydammen 29, 3. tv",2750, Ballerup,7175000 ,06-12-2021,Alm. Salg,90,79722,2,2021,
151,Ejerlejlighed,"Bydammen 29, 2. tv",2750, Ballerup,10370000 ,05-12-2021,Alm. Salg,90,115222,2,2021,
151,Villa,Syvendehusvej 35,2730, Herlev,4500000 ,22-11-2021,Alm. Salg,94,47872,4,1968,
151,Villa,Viggo Barfoeds Alle 51,2750, Ballerup,5051000 ,24-10-2021,Alm. Salg,112,45098,4,1969,1%
151,Villa,Ved Skovgærdet 54,2750, Ballerup,7000000 ,12-10-2021,Alm. Salg,146,47945,5,1974,-4%
151,Villa,Marievej 13,2740, Skovlunde,4350000 ,06-09-2021,Alm. Salg,95,45789,4,1951,
151,Rækkehus,Birkeengen 57,2740, Skovlunde,3012000 ,08-06-2021,Alm. Salg,67,44955,3,1959,1%
151,Ejerlejlighed,"Bydammen 21, 1. th",2750, Ballerup,8570000 ,04-06-2021,Alm. Salg,74,115811,2,2021,
151,Ejerlejlighed,"Bydammen 25, st. th",2750, Ballerup,5445000 ,04-06-2021,Alm. Salg,78,69808,2,2021,
151,Ejerlejlighed,"Bydammen 21, 2. tv",2750, Ballerup,12835000 ,04-06-2021,Alm. Salg,64,200547,2,2021,
151,Villa,Thøger Larsens Alle 54,2750, Ballerup,6200000 ,16-05-2021,Alm. Salg,124,50000,5,1969,5%
151,Villa,Annavej 24,2740, Skovlunde,4145000 ,28-04-2021,Alm. Salg,86,48198,3,1952,
151,Villa,Pæremosevej 61,2750, Ballerup,6900000 ,27-04-2021,Alm. Salg,107,64486,4,1964,-1%
151,Rækkehus,Damsagervej 8A,3500, Værløse,4645000 ,25-04-2021,Alm. Salg,94,49415,3,1921,3%
151,Rækkehus,Lundagervej 36B,2740, Skovlunde,3675000 ,22-04-2021,Alm. Salg,62,59274,2,1960,
151,Villa,Rønne Alle 4,3500, Værløse,8975000 ,15-03-2021,Alm. Salg,180,49861,6,2016,
151,Villa,Søndervej 40,2750, Ballerup,5095000 ,17-02-2021,Alm. Salg,88,57898,3,1960,
151,Villa,Kastebjergvej 9,2750, Ballerup,7455000 ,15-02-2021,Alm. Salg,160,46594,4,1987,3%
151,Villa,Skovbovænget 109,3500, Værløse,3600000 ,12-01-2021,Alm. Salg,78,46154,3,1958,-1%
151,Villa,Lindbjergvej 85,2750, Ballerup,2250000 ,27-03-2020,Alm. Salg,50,45000,2,1900,-2%
151,Ejerlejlighed,"Bybuen 2, 4. 4",2740, Skovlunde,5425823 ,26-03-2020,Andet,53,102374,2,2022,
151,Ejerlejlighed,"Skovlunde Byvej 53, 1",2740, Skovlunde,3800000 ,13-01-2020,Alm. Salg,72,52778,3,1952,-12%
151,Ejerlejlighed,Egebjerg Bygade 46,2750, Ballerup,14000000 ,19-11-2019,Alm. Salg,83,168675,3,1996,
151,Villa,Kløvertoften 3,2740, Skovlunde,4275000 ,08-06-2019,Alm. Salg,93,45968,4,1961,
151,Ejerlejlighed,"Telegrafvej 5A, 2. 20",2750, Ballerup,65531258 ,09-12-2018,Alm. Salg,36,1820313,1,1971,
151,Villa,Tempovej 24,2750, Ballerup,6500000 ,20-11-2017,Alm. Salg,140,46429,4,1968,
151,Ejerlejlighed,"Centrumgaden 14A, 2",2750, Ballerup,5560000 ,28-06-2016,Alm. Salg,90,61778,3,1939,
