municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
259,Villa,Funchsvej 2,4600, Køge,6250000 ,30-12-2022,Alm. Salg,158,39557,5,1946,-4%
259,Villa,Nyportstræde 29,4600, Køge,5400000 ,28-12-2022,Alm. Salg,92,58696,4,2006,-7%
259,Villa,Østergade 12,4623, Lille Skensved,4400000 ,27-12-2022,Andet,115,38261,4,1914,
259,Ejerlejlighed,"Søndre Badevej 6F, st. 1",4600, Køge,4600000 ,21-12-2022,Alm. Salg,97,47423,3,2018,-2%
259,Villa,Robenheje 3,4600, Køge,4550000 ,29-11-2022,Alm. Salg,130,35000,5,1952,
259,Ejerlejlighed,Brudelysvej 84,4600, Køge,3155000 ,21-11-2022,Alm. Salg,87,36264,2,2000,0%
259,Ejerlejlighed,"Fændediget 30, st. th",4600, Køge,4175000 ,20-11-2022,Alm. Salg,121,34504,3,2020,-5%
259,Villa,Zoffmannsvej 51,4600, Køge,4590000 ,16-11-2022,Alm. Salg,110,41727,4,1953,
259,Villa,Fløjterupvej 1,4682, Tureby,11750000 ,08-11-2022,Alm. Salg,179,65642,5,1844,
259,Villa,Kirkestræde 41,4600, Køge,2650000 ,07-11-2022,Alm. Salg,50,53000,3,1827,-12%
259,Ejerlejlighed,"Torvebyen 23, 1. th",4600, Køge,4900000 ,06-11-2022,Alm. Salg,113,43363,3,2011,
259,Villa,Engvej 4,4600, Køge,6950000 ,01-11-2022,Alm. Salg,185,37568,6,2021,-1%
259,Ejerlejlighed,Sankt Gertrudsstræde 23,4600, Køge,3295000 ,30-10-2022,Alm. Salg,90,36611,3,1992,
259,Ejerlejlighed,"Vestergade 39C, st",4600, Køge,3050000 ,06-10-2022,Alm. Salg,68,44853,3,1957,-5%
259,Ejerlejlighed,Strandkvanen 10G,4600, Køge,2268000 ,20-09-2022,Alm. Salg,59,38441,2,2021,-3%
259,Ejerlejlighed,"Strandkvanen 10E, 4. 10",4600, Køge,4725000 ,15-09-2022,Alm. Salg,128,36914,3,2021,-5%
259,Villa,Tordenskjoldsgade 16,4600, Køge,5900000 ,14-09-2022,Alm. Salg,116,50862,5,1939,-5%
259,Ejerlejlighed,Jernbanegade 8F,4600, Køge,2200000 ,13-09-2022,Alm. Salg,56,39286,2,1990,
259,Rækkehus,Weysesvej 5,4600, Køge,2895000 ,08-09-2022,Alm. Salg,81,35741,3,1975,
259,Villa,Clara Frijsvej 6,4600, Køge,4200000 ,05-09-2022,Alm. Salg,84,50000,3,1954,-9%
259,Villa,Skovvænget 8,4600, Køge,4500000 ,04-09-2022,Alm. Salg,83,54217,3,1949,-14%
259,Ejerlejlighed,"Nørre Boulevard 132, 1. th",4600, Køge,1995000 ,31-08-2022,Alm. Salg,54,36944,2,1940,-4%
259,Ejerlejlighed,"Søndre Badevej 4E, 2. th",4600, Køge,2950000 ,25-08-2022,Alm. Salg,68,43382,2,2017,-2%
259,Villa,Svalevænget 12,4623, Lille Skensved,6820000 ,16-08-2022,Alm. Salg,199,34271,4,2019,-3%
259,Villa,Mågevej 5,4600, Køge,4512000 ,08-08-2022,Alm. Salg,112,40286,4,1944,-2%
259,Ejerlejlighed,Brudelysvej 42,4600, Køge,3195000 ,07-08-2022,Alm. Salg,87,36724,3,2000,-2%
259,Villa,Årøvej 2,4600, Køge,3970000 ,02-08-2022,Alm. Salg,111,35766,5,1966,-1%
