municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
173,Ejerlejlighed,"Mortonsvej 40, 2. tv",2800, Kongens Lyngby,6150000 ,28-12-2022,Alm. Salg,95,64737,4,2009,-5%
173,Villa,Bakkevej 8B,2830, Virum,11500000 ,20-12-2022,Alm. Salg,180,63889,5,2012,-8%
173,Villa,Svendsvej 5,2830, Virum,4750000 ,13-12-2022,Alm. Salg,79,60127,3,1939,-5%
173,Villa,Lyngholmsvej 9,2800, Kongens Lyngby,7900000 ,06-12-2022,Alm. Salg,132,59848,4,1937,-7%
173,Villa,Strandvejen 647,2930, Klampenborg,9275000 ,06-12-2022,Fam. Salg,137,67701,4,1840,
173,Villa,Furesøvej 5B,2830, Virum,10700000 ,05-12-2022,Alm. Salg,158,67722,5,1932,-21%
173,Villa,Virumbakken 5,2830, Virum,9725000 ,29-11-2022,Alm. Salg,165,58939,4,1954,
173,Ejerlejlighed,"Taarbæk Strandvej 59, 1. th",2930, Klampenborg,5000000 ,28-11-2022,Alm. Salg,71,70423,3,1923,-17%
173,Villa,Færøvej 31A,2800, Kongens Lyngby,8700000 ,14-11-2022,Alm. Salg,124,70161,5,1951,-8%
173,Villa,Birkhøjvej 9,2800, Kongens Lyngby,6750000 ,14-11-2022,Alm. Salg,104,64904,5,1948,-4%
173,Rækkehus,Strandvejen 648,2930, Klampenborg,19000000 ,13-11-2022,Alm. Salg,140,135714,3,1977,-24%
173,Villa,Chr.Winthers Vej 14B,2800, Kongens Lyngby,10500000 ,12-10-2022,Alm. Salg,163,64417,6,1930,-5%
173,Villa,Agerbakken 6,2830, Virum,8200000 ,09-10-2022,Alm. Salg,123,66667,4,1949,-6%
173,Ejerlejlighed,"Taarbæk Strandvej 65C, 1. tv",2930, Klampenborg,8950000 ,06-10-2022,Alm. Salg,115,77826,4,1939,
173,Villa,Søndervej 32,2830, Virum,7200000 ,28-09-2022,Alm. Salg,120,60000,5,1950,-8%
173,Villa,Strandvejen 626A,2930, Klampenborg,32250000 ,26-09-2022,Alm. Salg,248,130040,5,1978,
173,Rækkehus,Blomstervænget 45,2800, Kongens Lyngby,6640000 ,24-09-2022,Alm. Salg,106,62642,4,1936,-5%
173,Ejerlejlighed,"Jernbanepladsen 1, 2. e",2800, Kongens Lyngby,7000000 ,21-09-2022,Andet,96,72917,3,2005,8%
173,Villa,Chr.Winthers Vej 53,2800, Kongens Lyngby,8650000 ,11-09-2022,Alm. Salg,132,65530,5,1962,-13%
173,Villa,Skolebakken 29,2830, Virum,8750000 ,08-09-2022,Alm. Salg,128,68359,6,1952,-3%
173,Villa,Parsbergsvej 48,2830, Virum,9000000 ,02-09-2022,Alm. Salg,146,61644,5,1962,-9%
173,Ejerlejlighed,"Lyngbygårdsvej 63, st. tv",2800, Kongens Lyngby,4400000 ,27-08-2022,Andet,53,83019,2,1946,
173,Rækkehus,Kvædevej 11,2830, Virum,6610000 ,23-08-2022,Alm. Salg,104,63558,5,1946,0%
173,Rækkehus,Havegærdet 23,2800, Kongens Lyngby,7000000 ,22-08-2022,Alm. Salg,93,75269,3,2005,-3%
173,Rækkehus,Havretoften 33,2800, Kongens Lyngby,5100000 ,18-08-2022,Alm. Salg,87,58621,3,1946,-7%
173,Villa,Nordre Molevej 4,2930, Klampenborg,17000000 ,07-08-2022,Alm. Salg,150,113333,4,2021,-4%
173,Rækkehus,Akacievej 22,2830, Virum,6225000 ,03-08-2022,Alm. Salg,100,62250,5,1937,-4%
173,Rækkehus,Frederiksdalsvej 109,2830, Virum,6950000 ,02-08-2022,Alm. Salg,116,59914,4,1949,-1%
173,Villa,Strandvejen 630,2930, Klampenborg,47000000 ,26-07-2022,Alm. Salg,212,180769,8,1800,-2%
173,Rækkehus,Lyngtoften 3,2800, Kongens Lyngby,6035000 ,18-07-2022,Alm. Salg,98,61582,4,1945,-4%
173,Rækkehus,Blomstervænget 43,2800, Kongens Lyngby,8250000 ,14-07-2022,Alm. Salg,125,66000,4,1936,-4%
173,Ejerlejlighed,Taarbækdalsvej 11C,2930, Klampenborg,5200000 ,03-07-2022,Alm. Salg,68,76471,2,1904,
173,Rækkehus,Hallingdal 5,2800, Kongens Lyngby,5850000 ,22-06-2022,Alm. Salg,95,61579,4,1994,
173,Rækkehus,Elmevang 54,2830, Virum,5870000 ,15-06-2022,Alm. Salg,84,69881,4,1939,-2%
173,Rækkehus,Elmevang 38,2830, Virum,5850000 ,14-06-2022,Alm. Salg,78,75000,4,1939,
173,Villa,Skolebakken 37,2830, Virum,10400000 ,09-06-2022,Alm. Salg,147,70748,6,1944,-5%
173,Villa,Fort Alle 12B,2800, Kongens Lyngby,7400000 ,29-05-2022,Alm. Salg,127,58268,6,1965,
173,Rækkehus,Løvsvinget 4,2830, Virum,7495000 ,24-05-2022,Alm. Salg,127,59016,5,1955,
173,Villa,Kløvervej 8,2800, Kongens Lyngby,11850000 ,22-05-2022,Alm. Salg,161,73602,5,1934,
173,Rækkehus,Valnøddebakken 14,2800, Kongens Lyngby,7400000 ,20-05-2022,Alm. Salg,121,61157,5,1987,
173,Villa,Chr.Winthers Vej 28B,2800, Kongens Lyngby,17500000 ,10-05-2022,Alm. Salg,93,188172,2,1987,
173,Villa,Lundtoftevej 149C,2800, Kongens Lyngby,7750000 ,08-05-2022,Alm. Salg,131,59160,4,1965,-3%
173,Villa,Birkevej 17,2830, Virum,32000000 ,06-05-2022,Alm. Salg,281,113879,5,2010,-9%
173,Villa,V.Stuckenbergs Vej 13,2800, Kongens Lyngby,13000000 ,05-05-2022,Alm. Salg,151,58296,4,1952,-4%
173,Villa,Furesøvej 108,2830, Virum,10700000 ,05-05-2022,Alm. Salg,123,86992,4,1960,-3%
173,Villa,Gadevangen 25,2800, Kongens Lyngby,10145000 ,27-04-2022,Alm. Salg,159,63805,6,1957,2%
173,Villa,Parkvej 42,2830, Virum,19000000 ,27-04-2022,Alm. Salg,255,74510,7,1928,
173,Villa,Taarbæk Strandvej 18,2930, Klampenborg,28200000 ,26-04-2022,Fam. Salg,228,123684,8,1884,
173,Ejerlejlighed,Strandvejen 683B,2930, Klampenborg,7250000 ,25-04-2022,Alm. Salg,86,84302,4,1760,-8%
173,Villa,Ved Smedebakken 24,2800, Kongens Lyngby,7450000 ,24-04-2022,Alm. Salg,109,68349,3,1917,-1%
173,Villa,Humlevænget 17,2800, Kongens Lyngby,11100000 ,12-04-2022,Alm. Salg,175,63429,5,2015,-7%
173,Villa,Borrekrattet 13,2800, Kongens Lyngby,8550000 ,12-04-2022,Alm. Salg,121,70661,3,1944,1%
173,Villa,Skovsvinget 7,2800, Kongens Lyngby,7250000 ,11-04-2022,Alm. Salg,108,67130,5,1926,-3%
173,Rækkehus,Bøgevang 21,2830, Virum,5870000 ,10-04-2022,Alm. Salg,95,61789,3,1937,-2%
173,Villa,Kollelevbakken 15,2830, Virum,6060000 ,10-04-2022,Alm. Salg,90,67333,3,1944,-7%
173,Villa,Egegårdsvej 18,2800, Kongens Lyngby,8315000 ,04-04-2022,Alm. Salg,102,81520,3,1939,-8%
173,Rækkehus,Hollandsvej 29,2800, Kongens Lyngby,8575000 ,03-04-2022,Alm. Salg,128,66992,6,1943,
173,Rækkehus,Virumgade 46C,2830, Virum,7600000 ,02-04-2022,Alm. Salg,130,58462,4,1978,-1%
173,Rækkehus,Kvædevej 15,2830, Virum,5300000 ,30-03-2022,Alm. Salg,83,63855,3,1946,-4%
173,Villa,Svendsvej 6,2830, Virum,9150000 ,30-03-2022,Alm. Salg,138,66304,6,1939,-2%
173,Villa,Gadevangen 36,2800, Kongens Lyngby,5600000 ,28-03-2022,Alm. Salg,94,59574,4,1956,-10%
173,Villa,Christian X's Alle 79,2800, Kongens Lyngby,8400000 ,28-03-2022,Alm. Salg,116,72414,4,1934,-1%
173,Villa,Engbakken 2,2830, Virum,7595000 ,27-03-2022,Alm. Salg,112,67813,5,1947,
173,Villa,Lyngholmsvej 2,2800, Kongens Lyngby,16875000 ,27-03-2022,Alm. Salg,219,77055,8,1936,
173,Rækkehus,Æblevænget 9,2800, Kongens Lyngby,7695000 ,26-03-2022,Alm. Salg,128,60117,4,1938,
173,Villa,Geelsskovvej 3,2830, Virum,8775000 ,21-03-2022,Alm. Salg,132,66477,5,1951,-2%
173,Rækkehus,Birkevang 33,2830, Virum,4975000 ,20-03-2022,Alm. Salg,71,70070,3,1938,2%
173,Ejerlejlighed,"Dronningens Vænge 1, st. tv",2800, Kongens Lyngby,6995000 ,20-03-2022,Alm. Salg,114,61360,3,2000,
173,Villa,Furesøbakken 3,2830, Virum,8875000 ,08-03-2022,Alm. Salg,121,73347,5,1954,-1%
173,Villa,Furesølund 11,2830, Virum,13000000 ,07-03-2022,Alm. Salg,168,77381,8,1985,
173,Villa,Færøvej 46,2800, Kongens Lyngby,9000000 ,03-03-2022,Alm. Salg,118,76271,6,1952,-3%
173,Ejerlejlighed,"Taarbækdalsvej 1C, 2. 2",2930, Klampenborg,6250000 ,01-03-2022,Alm. Salg,61,102459,2,1937,-4%
173,Rækkehus,Kærmysse 22,2830, Virum,8300000 ,25-02-2022,Alm. Salg,129,64341,5,2015,
173,Rækkehus,Peter Lunds Vej 9,2800, Kongens Lyngby,6500000 ,24-02-2022,Alm. Salg,111,58559,3,1952,
173,Villa,Blomstervænget 50,2800, Kongens Lyngby,8625000 ,23-02-2022,Alm. Salg,146,59075,4,1944,-2%
173,Ejerlejlighed,"Lorentzensvej 5, st",2930, Klampenborg,4180000 ,22-02-2022,Alm. Salg,61,68525,2,1890,-5%
173,Villa,Furesø Parkvej 33,2830, Virum,8550000 ,21-02-2022,Alm. Salg,115,74348,5,1951,-2%
173,Villa,Fuglevadsvej 5A,2800, Kongens Lyngby,13995000 ,20-02-2022,Alm. Salg,172,81366,5,2015,
173,Villa,Taarbæk Strandvej 46,2930, Klampenborg,33500000 ,19-02-2022,Alm. Salg,192,174479,9,1847,
173,Rækkehus,Kærmysse 4,2830, Virum,7315000 ,18-02-2022,Alm. Salg,117,62521,4,2015,
173,Villa,Virumvej 139A,2830, Virum,7150000 ,17-02-2022,Alm. Salg,119,60084,4,1875,-5%
173,Villa,Fuglevadsvej 19,2800, Kongens Lyngby,17440000 ,11-02-2022,Alm. Salg,268,65075,7,1923,-3%
173,Rækkehus,Islandsvej 13B,2800, Kongens Lyngby,8005000 ,09-02-2022,Alm. Salg,123,65081,5,1986,0%
173,Rækkehus,Havegærdet 25,2800, Kongens Lyngby,6800000 ,08-02-2022,Alm. Salg,93,73118,3,2005,-3%
173,Ejerlejlighed,"Dronningens Vænge 5, 2. th",2800, Kongens Lyngby,11600000 ,07-02-2022,Alm. Salg,138,84058,4,2000,-3%
173,Rækkehus,Kærmysse 13,2830, Virum,7215000 ,30-01-2022,Alm. Salg,123,58659,5,2015,3%
173,Ejerlejlighed,"Lyngby Hovedgade 70A, 1. 2",2800, Kongens Lyngby,5500000 ,30-01-2022,Alm. Salg,78,70513,3,1846,
173,Villa,Kulsviertoften 28,2800, Kongens Lyngby,6845000 ,28-01-2022,Alm. Salg,104,65817,4,1960,
173,Rækkehus,Taarbæk Strandvej 69F,2930, Klampenborg,12650000 ,27-01-2022,Alm. Salg,175,72286,4,2019,-2%
173,Villa,Caroline Amalie Vej 115,2800, Kongens Lyngby,7700000 ,26-01-2022,Alm. Salg,128,60156,4,1917,-4%
173,Villa,Nybrovej 455,2800, Kongens Lyngby,16200000 ,25-01-2022,Alm. Salg,259,62548,6,1864,-4%
173,Ejerlejlighed,"Dronningens Vænge 14, 2. tv",2800, Kongens Lyngby,7675000 ,18-01-2022,Alm. Salg,114,67325,3,2000,
173,Villa,Virumgade 52B,2830, Virum,8200000 ,15-01-2022,Alm. Salg,139,58993,5,1850,-6%
173,Rækkehus,Hollandsvej 35,2800, Kongens Lyngby,6525000 ,13-01-2022,Alm. Salg,98,66582,4,1943,
173,Ejerlejlighed,"Edelslundsvej 1A, 2. th",2930, Klampenborg,5800000 ,12-01-2022,Alm. Salg,84,69048,3,1937,
173,Villa,Bakketoppen 14,2830, Virum,7100000 ,07-01-2022,Alm. Salg,120,59167,4,1954,-3%
173,Ejerlejlighed,"Taarbæk Strandvej 76, st. th",2930, Klampenborg,6750000 ,03-01-2022,Alm. Salg,62,108871,2,1895,
173,Rækkehus,"Høstvej 14, st. tv",2800, Kongens Lyngby,23900000 ,02-01-2022,Alm. Salg,150,159333,3,1875,
173,Villa,Chr.Winthers Vej 36A,2800, Kongens Lyngby,17200000 ,27-12-2021,Alm. Salg,175,98286,7,1936,-3%
173,Villa,Ellevænget 10,2800, Kongens Lyngby,10587500 ,21-12-2021,Alm. Salg,106,99882,6,1950,
173,Villa,Højdevej 31A,2830, Virum,7950000 ,21-12-2021,Alm. Salg,121,65702,5,1982,
173,Villa,Furesøvej 26,2830, Virum,12478000 ,14-12-2021,Alm. Salg,137,91080,5,1953,
173,Rækkehus,Birkevang 30,2830, Virum,4900000 ,06-12-2021,Alm. Salg,79,62025,3,1938,-2%
