municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
270,Villa,Skovhøjen 27,3230, Græsted,1950000 ,21-12-2022,Alm. Salg,135,14444,5,1974,-15%
270,Villa,Dønnevældevej 9,3230, Græsted,1700000 ,21-12-2022,Alm. Salg,112,15179,4,1961,-5%
270,Villa,Munkerup Have 2,3120, Dronningmølle,3600000 ,21-12-2022,Alm. Salg,170,21176,5,2001,
270,Villa,Kornbakken 39,3230, Græsted,2693000 ,20-12-2022,Alm. Salg,217,12410,6,1970,0%
270,Villa,Platanvej 9,3200, Helsinge,1430000 ,20-12-2022,Fam. Salg,90,15889,4,1961,
270,Rækkehus,Ahornstien 4B,3250, Gilleleje,1895000 ,19-12-2022,Alm. Salg,88,21534,2,1990,
270,Villa,Larsensvej 13,3230, Græsted,2100000 ,18-12-2022,Alm. Salg,151,13907,6,1949,-4%
270,Villa,Breddam 41,3230, Græsted,2575000 ,16-12-2022,Alm. Salg,138,18659,5,2007,
270,Rækkehus,Esrum Hovedgade 27G,3230, Græsted,2150000 ,13-12-2022,Alm. Salg,114,18860,3,2012,-5%
270,Villa,Hylle-Gjærdet 8,3230, Græsted,1920000 ,13-12-2022,Alm. Salg,120,16000,4,1971,-4%
270,Villa,Ammendrup Park 167,3200, Helsinge,625000 ,12-12-2022,Fam. Salg,233,2682,8,2022,
270,Rækkehus,Bryggerengen 28,3200, Helsinge,2370000 ,11-12-2022,Alm. Salg,95,24947,3,2007,-1%
270,Ejerlejlighed,"Rådhusvej 72, 1. th",3200, Helsinge,1125000 ,11-12-2022,Fam. Salg,86,13081,4,2021,
270,Villa,Præstevej 55A,3200, Helsinge,569500 ,08-12-2022,Fam. Salg,324,1758,7,1912,
270,Rækkehus,Bryggervej 40,3200, Helsinge,2500000 ,07-12-2022,Alm. Salg,96,26042,3,2003,-4%
270,Villa,Mosevej 9,3300, Frederiksværk,1230000 ,07-12-2022,Alm. Salg,134,5885,5,1958,
270,Villa,Kors-Kjæret 10,3230, Græsted,1250000 ,07-12-2022,Alm. Salg,97,12887,3,1971,-14%
270,Rækkehus,Bryggerengen 8,3200, Helsinge,2750000 ,04-12-2022,Alm. Salg,105,26190,4,2006,
270,Ejerlejlighed,"Kongensgavevej 11, 2. th",3200, Helsinge,1545000 ,03-12-2022,Alm. Salg,87,17759,4,1970,-3%
270,Villa,Tvingsbakken 47,3200, Helsinge,1487500 ,30-11-2022,Alm. Salg,140,10625,6,1968,
270,Villa,Vangeledsvej 3,3210, Vejby,2520000 ,30-11-2022,Alm. Salg,146,17260,7,1972,1%
270,Villa,Bækkebrovej 1,3220, Tisvildeleje,658750 ,30-11-2022,Fam. Salg,102,6458,4,1941,
270,Villa,Bukkarvej 8,3200, Helsinge,933000 ,27-11-2022,Alm. Salg,85,10976,3,1877,
270,Villa,Tinghusevej 52,3230, Græsted,1700000 ,27-11-2022,Alm. Salg,117,14530,4,1903,-5%
270,Villa,Rishave Park 20,3230, Græsted,3750000 ,26-11-2022,Alm. Salg,194,19330,8,1998,
270,Villa,Kalvehavevej 9,3250, Gilleleje,4075000 ,25-11-2022,Alm. Salg,150,27167,3,1928,-9%
