municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square meters,square meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
161,Rækkehus,Bovneager 25,2600, Glostrup,4195000,2020-06-16,Alm. Salg,135,31074,5,2012,
161,Ejerlejlighed,"Vestergårdsvej 23, st. 56",2600, Glostrup,1850000,2020-06-16,Alm. Salg,72,25694,2,1970,-5%
161,Villa,Digevangsvej 11,2600, Glostrup,3025000,2020-06-16,Alm. Salg,134,22575,3,1953,-8%
161,Ejerlejlighed,"Hortensiavej 7, 1",2600, Glostrup,1935000,2020-06-14,Alm. Salg,75,25800,3,1937,-3%
161,Villa,Solsortevej 22,2600, Glostrup,3700000,2020-06-14,Alm. Salg,165,22424,5,1954,0%
161,Villa,Vagtelvænget 15,2600, Glostrup,3900000,2020-06-14,Alm. Salg,150,26000,6,1957,-5%
161,Ejerlejlighed,"Hovedvejen 154, 3. 29",2600, Glostrup,1910000,2020-06-11,Alm. Salg,81,23580,2,1978,-4%
161,Villa,Stationsparken 7,2600, Glostrup,2300000,2020-06-11,Alm. Salg,172,13372,6,1907,
161,Ejerlejlighed,"Tranemosevej 5, st. th",2600, Glostrup,1835000,2020-06-08,Alm. Salg,77,23831,3,1961,-3%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2B, 4. mf",2600, Glostrup,3145000,2020-06-08,Alm. Salg,106,29670,4,2020,
161,Villa,Højmarksvej 15,2600, Glostrup,5400000,2020-06-08,Alm. Salg,120,45000,5,1956,
161,Villa,Vingeager 5,2600, Glostrup,3706000,2020-06-08,Alm. Salg,159,23308,5,1981,6%
161,Villa,Solsortevej 10,2600, Glostrup,3000000,2020-06-08,Alm. Salg,83,36145,2,1954,-6%
161,Ejerlejlighed,Egeskoven 122,2600, Glostrup,2560000,2020-06-06,Alm. Salg,87,29425,3,1993,3%
161,Ejerlejlighed,"Brøndbyvestervej 20, 2. 25",2600, Glostrup,1675000,2020-06-04,Alm. Salg,76,22039,2,1961,-1%
161,Villa,Ejbydalsvej 163,2600, Glostrup,1800000,2020-06-04,Alm. Salg,172,10465,6,1975,
161,Villa,Linde Alle 26A,2600, Glostrup,3700000,2020-06-03,Alm. Salg,164,22561,6,1966,-3%
161,Villa,Ørnebjergvej 39,2600, Glostrup,2861400,2020-06-03,Alm. Salg,101,28331,3,1930,0%
161,Ejerlejlighed,"Lilliendalsvej 3, 2. 4",2600, Glostrup,1735000,2020-06-01,Alm. Salg,73,23767,2,1970,-8%
161,Villa,Enighedsvej 8,2600, Glostrup,3345000,2020-06-01,Alm. Salg,126,26548,5,1962,
161,Ejerlejlighed,"Magnoliavej 8, st. th",2600, Glostrup,1825000,2020-05-31,Alm. Salg,63,28968,3,1946,-1%
161,Ejerlejlighed,"Ørnebjergvej 12D, 1. tv",2600, Glostrup,1380000,2020-05-30,Alm. Salg,52,26538,2,1935,-1%
161,Villa,Bjergager 15,2600, Glostrup,3950000,2020-05-26,Alm. Salg,152,25987,6,1981,-4%
161,Rækkehus,Mellemtoftevej 28,2600, Glostrup,2000000,2020-05-25,Alm. Salg,109,18349,5,1948,-13%
161,Villa,Kærmindevej 8,2600, Glostrup,4250000,2020-05-25,Alm. Salg,128,33203,4,1912,
161,Ejerlejlighed,"Brøndbyvestervej 20, 2. 36",2600, Glostrup,1700000,2020-05-24,Alm. Salg,76,22368,2,1961,1%
161,Villa,Tulipanvej 12,2600, Glostrup,3500000,2020-05-24,Alm. Salg,100,35000,3,1957,-4%
161,Villa,Erdalsvej 56,2600, Glostrup,3000000,2020-05-24,Alm. Salg,77,38961,3,1954,-6%
161,Villa,Højvangsvej 6,2600, Glostrup,3850000,2020-05-23,Alm. Salg,102,37745,5,1935,1%
161,Ejerlejlighed,"Brøndbyvestervej 20, st. 6",2600, Glostrup,1695000,2020-05-19,Alm. Salg,72,23542,2,1961,
161,Villa,Ejbydalsvej 214,2600, Glostrup,4125000,2020-05-19,Alm. Salg,197,20939,6,1974,-3%
161,Rækkehus,Bovneager 119,2600, Glostrup,3300000,2020-05-18,Alm. Salg,116,28448,4,2012,-3%
161,Villa,Hvissingegade 6,2600, Glostrup,3800000,2020-05-14,Alm. Salg,130,29231,4,1964,-2%
161,Ejerlejlighed,"Stationsparken 35, 4. 2",2600, Glostrup,2750000,2020-05-12,Alm. Salg,94,29255,3,2020,
161,Rækkehus,Ravnager 5,2600, Glostrup,2200000,2020-05-11,Alm. Salg,80,27500,3,1964,-6%
161,Ejerlejlighed,"Magnoliavej 4, 2. tv",2600, Glostrup,1555000,2020-05-11,Alm. Salg,63,24683,3,1946,-8%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2C, 2. 1",2600, Glostrup,3900000,2020-05-11,Alm. Salg,123,31707,4,2020,-2%
161,Ejerlejlighed,"Byparkvej 4, st. tv",2600, Glostrup,1550000,2020-05-10,Alm. Salg,62,25000,2,1975,-6%
161,Villa,Birke Alle 19,2600, Glostrup,3750000,2020-05-10,Alm. Salg,105,35714,4,1938,-3%
161,Ejerlejlighed,"Østervej 11, st. 4",2600, Glostrup,829027,2020-05-06,Fam. Salg,48,17271,2,1944,
161,Villa,Asylvej 2,2600, Glostrup,3800000,2020-05-06,Alm. Salg,192,19792,6,1890,-15%
161,Rækkehus,Tranemosevej 6,2600, Glostrup,3100000,2020-05-05,Alm. Salg,106,29245,4,1957,-2%
161,Ejerlejlighed,"Stationsparken 35, 6. 3",2600, Glostrup,2995000,2020-05-05,Alm. Salg,94,31862,3,2020,
161,Villa,Sofielundsvej 15,2600, Glostrup,5295000,2020-05-05,Alm. Salg,151,35066,6,2008,
161,Villa,Ejbydalsvej 149,2600, Glostrup,3275000,2020-05-05,Alm. Salg,128,25586,4,1976,-4%
161,Ejerlejlighed,"Østervej 9A, 2. th",2600, Glostrup,1725000,2020-05-03,Alm. Salg,67,25746,3,1943,-4%
161,Ejerlejlighed,"Nordre Ringvej 12, 2. tv",2600, Glostrup,1400000,2020-05-03,Alm. Salg,57,24561,2,1940,-6%
161,Ejerlejlighed,"Brøndbyvestervej 10, 2. n",2600, Glostrup,1950000,2020-05-03,Alm. Salg,80,24375,3,1961,-2%
161,Ejerlejlighed,"Magnoliavej 16, 2. tv",2600, Glostrup,1435000,2020-04-30,Alm. Salg,51,28137,2,1946,-3%
161,Rækkehus,Ejby Smedevej 6B,2600, Glostrup,2950000,2020-04-29,Alm. Salg,130,22692,5,2004,-2%
161,Ejerlejlighed,"Stadionvej 86, 2. 4",2600, Glostrup,2250000,2020-04-29,Alm. Salg,77,29221,2,2019,-6%
161,Villa,Bjergbakkevej 174,2600, Glostrup,4600000,2020-04-29,Alm. Salg,174,26437,5,1980,2%
161,Villa,Solsortevej 27,2600, Glostrup,3395000,2020-04-27,Alm. Salg,83,40904,3,1954,-3%
161,Villa,Nørre Alle 32,2600, Glostrup,3625000,2020-04-27,Alm. Salg,108,33565,4,1934,-2%
161,Villa,Søndervangsvej 25,2600, Glostrup,3975000,2020-04-25,Alm. Salg,165,24091,4,1956,-5%
161,Rækkehus,Ravnager 47,2600, Glostrup,2825000,2020-04-23,Alm. Salg,100,28250,4,1964,-2%
161,Ejerlejlighed,"Nordre Ringvej 6, 1. th",2600, Glostrup,1650000,2020-04-23,Alm. Salg,67,24627,3,1940,-3%
161,Villa,Nørre Alle 28,2600, Glostrup,3875000,2020-04-23,Alm. Salg,151,25662,7,1937,-3%
161,Villa,Tornskadevej 3,2600, Glostrup,2895000,2020-04-23,Alm. Salg,187,15481,6,2021,
161,Ejerlejlighed,"Østervej 13A, 2. tv",2600, Glostrup,1675000,2020-04-22,Alm. Salg,57,29386,2,1938,-6%
161,Ejerlejlighed,"Østervej 31, st. th",2600, Glostrup,2200000,2020-04-22,Alm. Salg,80,27500,3,1959,-6%
161,Ejerlejlighed,"Stadionvej 84, 2. 4",2600, Glostrup,2195000,2020-04-21,Alm. Salg,77,28506,2,2019,-8%
161,Rækkehus,Ravnager 18,2600, Glostrup,2750000,2020-04-19,Alm. Salg,100,27500,4,1964,
161,Villa,Ejbydalsvej 55,2600, Glostrup,3400000,2020-04-16,Alm. Salg,169,20118,5,1968,-5%
161,Ejerlejlighed,"Østervej 9B, 1. tv",2600, Glostrup,1750000,2020-04-15,Alm. Salg,73,23973,3,1943,-3%
161,Ejerlejlighed,"Stationsparken 35, 6. 4",2600, Glostrup,3383000,2020-04-15,Alm. Salg,111,30477,4,2020,
161,Ejerlejlighed,"Kirkebjerg Parkvej 2B, 1. th",2600, Glostrup,2945000,2020-04-15,Alm. Salg,107,27523,4,2020,
161,Ejerlejlighed,"Kirkebjerg Parkvej 2A, 5. th",2600, Glostrup,3183000,2020-04-15,Alm. Salg,110,28936,4,2020,1%
161,Villa,Irisvej 21,2600, Glostrup,1050000,2020-04-15,Alm. Salg,115,9130,4,1928,
161,Villa,Hovedvejen 151,2600, Glostrup,2400000,2020-04-15,Alm. Salg,88,27273,3,1934,-4%
161,Villa,Højmarksvej 11,2600, Glostrup,3450000,2020-04-14,Alm. Salg,185,18649,7,1927,-5%
161,Villa,Kæraasen 1,2600, Glostrup,4800000,2020-04-14,Alm. Salg,143,33566,5,2004,-4%
161,Ejerlejlighed,"Magnoliavej 26, 1. th",2600, Glostrup,1450000,2020-04-13,Alm. Salg,53,27358,2,1946,-3%
161,Villa,Østbrovej 20,2600, Glostrup,3070000,2020-04-13,Alm. Salg,129,23798,5,1942,-6%
161,Villa,Nørre Alle 16,2600, Glostrup,2970000,2020-04-12,Alm. Salg,162,16685,5,1932,-1%
161,Ejerlejlighed,"Banegårdsvej 17, 2. th",2600, Glostrup,2200000,2020-04-07,Alm. Salg,91,24176,3,1936,-4%
161,Ejerlejlighed,"Sofielundsvej 12, st. th",2600, Glostrup,1700000,2020-04-07,Alm. Salg,52,32692,2,1933,-5%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2A, 3. tv",2600, Glostrup,3045000,2020-04-07,Alm. Salg,107,28458,4,2020,
161,Rækkehus,Gaaseager 71,2600, Glostrup,977500,2020-04-05,Fam. Salg,124,7883,5,2017,
161,Villa,Skolevej 3,2600, Glostrup,3890000,2020-04-05,Alm. Salg,116,33534,5,1927,
161,Villa,Nørre Alle 9,2600, Glostrup,3300000,2020-04-01,Alm. Salg,125,26400,3,1923,-3%
161,Villa,Søndervangsvej 26,2600, Glostrup,3145000,2020-03-31,Alm. Salg,115,27348,4,1963,-2%
161,Villa,Jernbanevej 18,2600, Glostrup,2100000,2020-03-31,Alm. Salg,293,7167,10,1920,
161,Rækkehus,Bovneager 73,2600, Glostrup,1752000,2020-03-26,Alm. Salg,130,13477,5,2013,
161,Ejerlejlighed,"Kirkebjerg Parkvej 2B, st. tv",2600, Glostrup,3183000,2020-03-26,Alm. Salg,110,28936,4,2020,
161,Ejerlejlighed,"Kirkebjerg Parkvej 2D, st. 2",2600, Glostrup,1466500,2020-03-26,Alm. Salg,107,13706,4,2020,
161,Ejerlejlighed,"Byparkvej 4, 2. th",2600, Glostrup,1745000,2020-03-23,Alm. Salg,61,28607,2,1975,-2%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2B, 1. tv",2600, Glostrup,3333000,2020-03-23,Alm. Salg,110,30300,4,2020,
161,Ejerlejlighed,"Magnoliavej 8, st. tv",2600, Glostrup,1300000,2020-03-22,Alm. Salg,63,20635,3,1946,
161,Villa,Birke Alle 1,2600, Glostrup,2775000,2020-03-22,Alm. Salg,84,33036,3,1938,-3%
161,Villa,"Duevej 21, st",2600, Glostrup,1989545,2020-03-20,Alm. Salg,255,7802,6,2022,
161,Ejerlejlighed,"Lilliendalsvej 9, 1. 3",2600, Glostrup,1170000,2020-03-18,Alm. Salg,39,30000,1,1970,-2%
161,Ejerlejlighed,"Hovedvejen 146, 4. b",2600, Glostrup,3075000,2020-03-18,Alm. Salg,135,22778,4,1966,-9%
161,Ejerlejlighed,"Dalvangsvej 13, 1. 7",2600, Glostrup,2350000,2020-03-16,Alm. Salg,88,26705,3,1967,
161,Ejerlejlighed,"Sydvestvej 27, 1. 3",2600, Glostrup,1317500,2020-03-16,Fam. Salg,83,15873,3,2017,
161,Villa,Bjergbakkevej 266,2600, Glostrup,3700000,2020-03-15,Alm. Salg,172,21512,5,1972,-7%
161,Villa,Ejbydalsvej 87,2600, Glostrup,3340000,2020-03-12,Alm. Salg,109,30642,3,1943,-1%
161,Ejerlejlighed,"Byparkvej 2, 1. th",2600, Glostrup,1875000,2020-03-09,Alm. Salg,74,25338,3,1975,-1%
161,Ejerlejlighed,"Østervej 13B, 1. tv",2600, Glostrup,1115000,2020-03-06,Alm. Salg,41,27195,1,1938,-3%
161,Ejerlejlighed,"Stadionvej 43, 1. 18",2600, Glostrup,1175000,2020-03-05,Alm. Salg,53,22170,1,1972,
161,Ejerlejlighed,"Kirkebjerg Parkvej 2A, 2. tv",2600, Glostrup,2995000,2020-03-03,Alm. Salg,107,27991,4,2020,
161,Villa,Skovsangervej 6,2600, Glostrup,3270000,2020-02-29,Alm. Salg,123,26585,5,1958,
161,Ejerlejlighed,"Magnoliavej 26, st. tv",2600, Glostrup,1315000,2020-02-24,Alm. Salg,51,25784,2,1946,-4%
161,Ejerlejlighed,"Østervej 25, 2. tv",2600, Glostrup,1915000,2020-02-24,Alm. Salg,66,29015,2,1959,-4%
161,Villa,Søndervangsvej 22,2600, Glostrup,3400000,2020-02-24,Alm. Salg,181,18785,6,1923,-1%
161,Rækkehus,Gaaseager 63,2600, Glostrup,3700000,2020-02-23,Alm. Salg,124,29839,5,2017,-3%
161,Rækkehus,Bovneager 69,2600, Glostrup,3300000,2020-02-23,Alm. Salg,106,31132,4,2013,-3%
161,Villa,Ejby Mosevej 69,2600, Glostrup,3000000,2020-02-23,Alm. Salg,148,20270,5,1971,-12%
161,Ejerlejlighed,"Ørnebjergvej 12C, 1. th",2600, Glostrup,1450000,2020-02-19,Alm. Salg,52,27885,2,1935,-2%
161,Ejerlejlighed,"Stationsparken 35, 3. 2",2600, Glostrup,2695000,2020-02-19,Alm. Salg,94,28670,3,2020,
161,Villa,Nordre Ringvej 88,2600, Glostrup,2450000,2020-02-19,Alm. Salg,148,16554,6,1954,-9%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2B, st. mf",2600, Glostrup,2945000,2020-02-17,Alm. Salg,106,27783,4,2020,
161,Rækkehus,Tranemosevej 28,2600, Glostrup,2800000,2020-02-16,Alm. Salg,106,26415,4,1957,-3%
161,Ejerlejlighed,"Hovedvejen 64, 1",2600, Glostrup,2175000,2020-02-15,Alm. Salg,124,17540,3,1928,-5%
161,Ejerlejlighed,"Brøndbyvestervej 18, 2. t",2600, Glostrup,1650000,2020-02-13,Alm. Salg,80,20625,3,1961,-6%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2A, 4. th",2600, Glostrup,3095000,2020-02-13,Alm. Salg,110,28136,4,2020,
161,Ejerlejlighed,"Jernbanevej 57, 1",2600, Glostrup,7650000,2020-02-10,Alm. Salg,161,47516,6,1958,
161,Villa,Dysseaasen 17A,2600, Glostrup,4575000,2020-02-05,Alm. Salg,150,30500,5,2019,-5%
161,Ejerlejlighed,"Ørnebjergvej 12D, 2. th",2600, Glostrup,712000,2020-02-05,Fam. Salg,53,13434,2,1935,
161,Ejerlejlighed,"Springholm 3, 2. tv",2600, Glostrup,2250000,2020-02-04,Alm. Salg,86,26163,3,1989,-2%
161,Rækkehus,Lammekær 32,2600, Glostrup,63479902,2020-02-03,Andet,136,466764,5,2020,
161,Rækkehus,Anemonevej 15,2600, Glostrup,1227000,2020-02-03,Andet,91,13484,3,1940,
161,Rækkehus,Ejbysvinget 4,2600, Glostrup,3575000,2020-02-02,Alm. Salg,131,27290,5,2010,-2%
161,Villa,Bjergbakkevej 192,2600, Glostrup,3275000,2020-02-02,Alm. Salg,120,27292,4,1972,-2%
161,Rækkehus,Stisager 32,2600, Glostrup,3375000,2020-02-01,Alm. Salg,110,30682,4,2011,-1%
161,Ejerlejlighed,"Sofielundsvej 10B, 1. th",2600, Glostrup,1225000,2020-01-30,Alm. Salg,46,26630,2,1950,-5%
161,Villa,Ejbykærsvej 7,2600, Glostrup,3615000,2020-01-30,Alm. Salg,123,29390,4,1900,-5%
161,Rækkehus,Bovneager 127,2600, Glostrup,3300000,2020-01-29,Alm. Salg,116,28448,4,2012,-4%
161,Ejerlejlighed,"Hovedvejen 154, 3. 23",2600, Glostrup,1500000,2020-01-29,Alm. Salg,84,17857,2,1978,-16%
161,Ejerlejlighed,"Hortensiavej 7, st",2600, Glostrup,2075000,2020-01-29,Alm. Salg,75,27667,3,1937,
161,Villa,Kildevældets Alle 10,2600, Glostrup,10200000,2020-01-29,Alm. Salg,216,47222,6,1907,
161,Ejerlejlighed,"Stadionvej 43, 2. 38",2600, Glostrup,1625000,2020-01-28,Alm. Salg,70,23214,2,1972,-4%
161,Villa,Ejby Torvevej 20,2600, Glostrup,2250000,2020-01-28,Alm. Salg,245,9184,7,1854,
161,Villa,Ejbyholm 11,2600, Glostrup,3700000,2020-01-27,Alm. Salg,166,22289,5,1976,-7%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2C, st. 2",2600, Glostrup,1000000,2020-01-23,Fam. Salg,94,10638,3,2020,
161,Ejerlejlighed,"Østervej 9C, st. tv",2600, Glostrup,1675000,2020-01-22,Alm. Salg,67,25000,3,1943,-4%
161,Villa,Clarasvej 8,2600, Glostrup,3225000,2020-01-22,Alm. Salg,102,31618,4,1949,-1%
161,Rækkehus,Lilliendalsvej 12,2600, Glostrup,2300000,2020-01-21,Fam. Salg,103,22330,4,1966,
161,Ejerlejlighed,"Banegårdsvej 15, st. tv",2600, Glostrup,2285000,2020-01-21,Alm. Salg,97,23557,3,1936,-3%
161,Ejerlejlighed,"Østervej 13B, st. th",2600, Glostrup,1550000,2020-01-21,Alm. Salg,57,27193,2,1938,-3%
161,Villa,Stisager 90,2600, Glostrup,3250000,2020-01-21,Fam. Salg,217,14977,7,2011,
161,Ejerlejlighed,"Nordre Ringvej 10, st. tv",2600, Glostrup,1495000,2020-01-20,Alm. Salg,57,26228,2,1940,
161,Rækkehus,Tofteaasen 52,2600, Glostrup,3550000,2020-01-19,Alm. Salg,138,25725,4,2004,-1%
161,Villa,Clarasvej 20,2600, Glostrup,1750000,2020-01-19,Alm. Salg,149,11745,5,1938,
161,Rækkehus,Krogengen 12,2600, Glostrup,3295000,2020-01-14,Alm. Salg,97,33969,3,2002,
161,Villa,Valmuevej 2,2600, Glostrup,3175000,2020-01-13,Alm. Salg,99,32071,3,1930,-2%
161,Villa,Duevej 32,2600, Glostrup,2800000,2020-01-13,Alm. Salg,180,15556,9,2020,-7%
161,Villa,Sofielunden 22,2600, Glostrup,4495000,2020-01-11,Alm. Salg,160,28094,6,1957,
161,Villa,Elmevej 4,2600, Glostrup,3675000,2020-01-11,Alm. Salg,118,31144,5,1936,-6%
161,Ejerlejlighed,"Hortensiavej 9, 2",2600, Glostrup,1107000,2020-01-08,Fam. Salg,90,12300,3,1937,
161,Villa,Brandsbjergvej 32,2600, Glostrup,4025000,2020-01-07,Alm. Salg,167,24102,4,1978,-6%
161,Villa,Lunddalsvej 7,2600, Glostrup,3550000,2020-01-01,Alm. Salg,102,34804,4,1929,-4%
161,Ejerlejlighed,"Evas Alle 3, st. tv",2600, Glostrup,1875000,2019-12-29,Alm. Salg,69,27174,3,1936,-3%
161,Ejerlejlighed,"Tranemosevej 11, 2. th",2600, Glostrup,2100000,2019-12-21,Alm. Salg,79,26582,3,1961,-3%
161,Rækkehus,Stisager 60,2600, Glostrup,3280000,2019-12-19,Alm. Salg,110,29818,4,2011,0%
161,Ejerlejlighed,"Christiansvej 23, 1. tv",2600, Glostrup,1828750,2019-12-19,Alm. Salg,61,29980,3,1947,
161,Villa,Gamle Landevej 5,2600, Glostrup,2695000,2019-12-18,Alm. Salg,117,23034,4,1959,
161,Villa,Solvangsvej 38,2600, Glostrup,3950000,2019-12-17,Alm. Salg,130,30385,5,1954,-6%
161,Villa,Bøgevej 5,2600, Glostrup,4105000,2019-12-17,Alm. Salg,116,35388,4,1932,3%
161,Ejerlejlighed,"Hortensiavej 7, 2",2600, Glostrup,2305000,2019-12-16,Alm. Salg,89,25899,3,1937,0%
161,Villa,Brandsbjergvej 70,2600, Glostrup,2850000,2019-12-16,Andet,210,13571,6,2014,
161,Ejerlejlighed,"Nordre Ringvej 14, 1. tv",2600, Glostrup,1750000,2019-12-12,Alm. Salg,67,26119,3,1940,-5%
161,Villa,Lærkevej 1,2600, Glostrup,3450000,2019-12-12,Alm. Salg,108,31944,3,1956,-4%
161,Villa,Østerager 16,2600, Glostrup,3750000,2019-12-09,Alm. Salg,131,28626,4,1987,-6%
161,Rækkehus,Højbovej 12,2600, Glostrup,1390000,2019-12-08,Fam. Salg,205,6780,5,1965,
161,Ejerlejlighed,"Sofielundsvej 18, 1. th",2600, Glostrup,561000,2019-12-08,Fam. Salg,79,7101,2,1933,
161,Villa,Stensbjerg 5,2600, Glostrup,5250000,2019-12-08,Alm. Salg,212,24764,6,2003,-3%
161,Villa,Stisager 92,2600, Glostrup,3167500,2019-12-08,Andet,226,14015,6,2010,
161,Ejerlejlighed,"Ørnebjergvej 12A, 1. th",2600, Glostrup,284750,2019-12-05,Fam. Salg,52,5476,2,1935,
161,Villa,Hortensiavej 19,2600, Glostrup,3145000,2019-12-04,Alm. Salg,144,21840,5,1926,-2%
161,Ejerlejlighed,"Evas Alle 3, 2. tv",2600, Glostrup,1950000,2019-12-03,Alm. Salg,69,28261,3,1936,-2%
161,Ejerlejlighed,"Christiansvej 9, st. th",2600, Glostrup,1750000,2019-12-02,Alm. Salg,68,25735,3,1947,-3%
161,Rækkehus,Ejbysvinget 10,2600, Glostrup,3600000,2019-12-01,Alm. Salg,135,26667,5,2009,-3%
161,Villa,Østerager 52,2600, Glostrup,3775000,2019-12-01,Alm. Salg,149,25336,4,1988,-3%
161,Villa,Sofielunden 16,2600, Glostrup,4700000,2019-11-27,Alm. Salg,145,32414,5,1960,-6%
161,Ejerlejlighed,"Kirkebjerg Parkvej 2D, 5. 1",2600, Glostrup,3245000,2019-11-26,Alm. Salg,107,30327,4,2020,
161,Villa,Duevej 19,2600, Glostrup,2500000,2019-11-26,Alm. Salg,150,16667,4,2020,
161,Ejerlejlighed,"Gyvelvej 22, 2. tv",2600, Glostrup,2100000,2019-11-25,Alm. Salg,79,26582,3,1961,-4%
161,Villa,Østerager 50,2600, Glostrup,4650000,2019-11-25,Alm. Salg,183,25410,6,1988,-2%
161,Ejerlejlighed,"Dalvangsvej 13, st. 4",2600, Glostrup,1150000,2019-11-22,Alm. Salg,49,23469,1,1967,-4%
161,Villa,Magleholm 3,2600, Glostrup,3625000,2019-11-22,Alm. Salg,159,22799,4,1980,-3%
161,Rækkehus,Lammekær 2,2600, Glostrup,45944018,2019-11-21,Andet,136,337824,5,2019,
161,Ejerlejlighed,"Lilliendalsvej 9, st. 3",2600, Glostrup,1000000,2019-11-19,Alm. Salg,43,23256,1,1970,1%
161,Ejerlejlighed,"Glostrup Torv 4, 2. th",2600, Glostrup,2795000,2019-11-18,Alm. Salg,80,34938,3,2006,
161,Ejerlejlighed,"Christiansvej 15, 1. tv",2600, Glostrup,1795000,2019-11-16,Alm. Salg,69,26014,3,1947,
161,Ejerlejlighed,"Hovedvejen 174, 2. th",2600, Glostrup,1800000,2019-11-14,Alm. Salg,72,25000,3,1948,-3%
161,Ejerlejlighed,"Lilliendalsvej 5, 1. 2",2600, Glostrup,1130000,2019-11-13,Alm. Salg,39,28974,1,1970,-2%
161,Ejerlejlighed,"Stadionvej 84, 1. 4",2600, Glostrup,2195000,2019-11-11,Alm. Salg,77,28506,2,2019,-8%
161,Ejerlejlighed,"Stadionvej 86, 1. 4",2600, Glostrup,2295000,2019-11-11,Alm. Salg,77,29805,2,2019,
161,Villa,Byparkvej 110,2600, Glostrup,2900000,2019-11-11,Alm. Salg,186,15591,8,1961,-9%
161,Villa,Linde Alle 1,2600, Glostrup,4225000,2019-11-11,Alm. Salg,178,23736,5,1905,
161,Ejerlejlighed,"Lilliendalsvej 11, st. 2",2600, Glostrup,950000,2019-11-07,Alm. Salg,47,20213,1,1970,-13%
161,Ejerlejlighed,"Hovedvejen 60B, 1. tv",2600, Glostrup,1450000,2019-11-06,Alm. Salg,52,27885,1,1943,-3%
161,Villa,Egevej 14,2600, Glostrup,3389000,2019-11-05,Alm. Salg,100,33890,5,1934,
161,Villa,Bjergbakkevej 246,2600, Glostrup,4175000,2019-11-04,Alm. Salg,187,22326,5,1973,-2%
161,Villa,Malervangen 10,2600, Glostrup,2625000,2019-11-01,Alm. Salg,111,23649,5,1954,-3%
161,Villa,Rødkælkevej 9,2600, Glostrup,3500000,2019-10-29,Alm. Salg,117,29915,4,1959,0%
161,Villa,Malervangen 12,2600, Glostrup,2550000,2019-10-29,Alm. Salg,133,19173,7,1953,-7%
161,Villa,Svalevej 22,2600, Glostrup,2825000,2019-10-26,Alm. Salg,121,23347,5,1956,-2%
161,Villa,Rypevænget 4,2600, Glostrup,3250000,2019-10-25,Alm. Salg,127,25591,4,1958,-4%
161,Ejerlejlighed,"Byparkvej 10, 2. mf",2600, Glostrup,1245000,2019-10-23,Alm. Salg,43,28953,1,1975,-4%
161,Villa,Erdalsvej 23,2600, Glostrup,4900000,2019-10-23,Alm. Salg,140,35000,5,1930,-2%
161,Villa,Tornskadevej 4,2600, Glostrup,3050000,2019-10-20,Alm. Salg,131,23282,3,1957,2%
161,Ejerlejlighed,"Østervej 11, 2. 4",2600, Glostrup,1350000,2019-10-19,Alm. Salg,48,28125,2,1944,-6%
161,Villa,Højlandsvej 4,2600, Glostrup,4495000,2019-10-19,Alm. Salg,281,15996,8,1939,
161,Ejerlejlighed,"Gyvelvej 18, 2. tv",2600, Glostrup,1725000,2019-10-17,Alm. Salg,77,22403,3,1961,-3%
161,Villa,Ingersvej 13,2600, Glostrup,3050000,2019-10-17,Alm. Salg,117,26068,4,1925,-5%
161,Villa,Erdalsvej 47,2600, Glostrup,1850000,2019-10-17,Fam. Salg,105,17619,4,1941,
161,Ejerlejlighed,"Stadionvej 84, 1. 1",2600, Glostrup,3000000,2019-10-16,Alm. Salg,90,33333,3,2019,-3%
161,Villa,Vagtelvænget 11,2600, Glostrup,4150000,2019-10-15,Alm. Salg,122,34016,5,1957,-1%
161,Villa,Magleholm 31,2600, Glostrup,4800000,2019-10-15,Alm. Salg,202,23762,7,1979,-4%
161,Villa,Østerager 47,2600, Glostrup,2516080,2019-10-13,Alm. Salg,206,12214,7,1988,
161,Rækkehus,Stisager 62,2600, Glostrup,3450000,2019-10-12,Alm. Salg,110,31364,4,2011,
161,Villa,Østbrovej 22,2600, Glostrup,2550000,2019-10-10,Alm. Salg,210,12143,5,2021,-5%
161,Villa,Paul Bergsøes Vej 1,2600, Glostrup,1925000,2019-10-10,Alm. Salg,124,15524,6,1930,10%
161,Villa,Bjergbakkevej 248,2600, Glostrup,4800000,2019-10-10,Alm. Salg,205,23415,5,1974,-4%
161,Villa,Rønvej 4,2600, Glostrup,3900000,2019-10-10,Alm. Salg,116,33621,5,1952,-2%
161,Ejerlejlighed,"Hovedvejen 60B, 1. th",2600, Glostrup,1275000,2019-10-09,Alm. Salg,52,24519,2,1943,
161,Ejerlejlighed,"Østervej 9B, 1. tv",2600, Glostrup,1750000,2019-10-09,Alm. Salg,73,23973,3,1943,-3%
161,Ejerlejlighed,"Tranemosevej 11, 1. tv",2600, Glostrup,2000000,2019-10-05,Alm. Salg,77,25974,3,1961,-2%
161,Rækkehus,Stisager 18,2600, Glostrup,3455000,2019-10-01,Alm. Salg,118,29280,4,2014,-4%
