municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square meters,square meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
161,Ejerlejlighed,"Vestergårdsvej 23, 1. 59",2600, Glostrup,1475000,2022-11-13,Alm. Salg,53,27830,1,1970,-5%
161,Villa,Ydergrænsen 16,2600, Glostrup,3900000,2022-11-12,Alm. Salg,177,22034,5,1969,-9%
161,Ejerlejlighed,"Brøndbyvestervej 10, 2. q",2600, Glostrup,1875000,2022-11-06,Alm. Salg,80,23438,3,1961,
161,Villa,Lunddalsvej 27,2600, Glostrup,3000000,2022-11-06,Alm. Salg,78,38462,5,1931,-9%
161,Ejerlejlighed,"Dalvangsvej 13, 1. 1",2600, Glostrup,1150000,2022-11-03,Alm. Salg,44,26136,1,1967,-12%
161,Ejerlejlighed,"Nordre Ringvej 10, 2. th",2600, Glostrup,1395000,2022-11-02,Alm. Salg,57,24474,2,1940,
161,Rækkehus,Bovneager 83,2600, Glostrup,3600000,2022-11-01,Alm. Salg,106,33962,4,2013,-5%
161,Villa,Spurvevej 9,2600, Glostrup,3800000,2022-11-01,Alm. Salg,87,43678,3,1955,-4%
161,Rækkehus,Krogengen 13,2600, Glostrup,3650000,2022-10-30,Alm. Salg,85,42941,3,2003,-5%
161,Rækkehus,Ejbysvinget 42,2600, Glostrup,4050000,2022-10-30,Alm. Salg,135,30000,5,2008,-3%
161,Rækkehus,"Stisager 7B, st",2600, Glostrup,2336000,2022-10-29,Fam. Salg,150,15573,4,2015,
161,Rækkehus,Stensbjerg 44,2600, Glostrup,3600000,2022-10-26,Fam. Salg,131,27481,4,2003,
161,Villa,Peders Kilde 8,2600, Glostrup,2440960,2022-10-13,Alm. Salg,152,16059,5,1969,
161,Villa,Tornskadevej 7,2600, Glostrup,7640000,2022-10-11,Alm. Salg,186,41075,6,2019,-4%
161,Villa,Langagervej 24,2600, Glostrup,2125000,2022-10-11,Fam. Salg,202,10520,6,1956,
161,Villa,Elmevej 2,2600, Glostrup,4235000,2022-10-05,Alm. Salg,101,41931,4,1935,-6%
161,Villa,"Duevej 11, st",2600, Glostrup,1670000,2022-10-03,Fam. Salg,159,10503,7,1957,
161,Rækkehus,Ravnager 21,2600, Glostrup,3600000,2022-09-29,Alm. Salg,100,36000,4,1964,-10%
161,Ejerlejlighed,"Edithsvej 1B, 1. tv",2600, Glostrup,2595000,2022-09-28,Alm. Salg,84,30893,3,1944,
161,Rækkehus,Hvissingeparken 12,2600, Glostrup,3575000,2022-09-27,Alm. Salg,98,36480,4,1967,-6%
161,Ejerlejlighed,"Magnoliavej 18, st. tv",2600, Glostrup,1550000,2022-09-19,Alm. Salg,51,30392,2,1946,
161,Rækkehus,Anemonevej 19,2600, Glostrup,3900000,2022-09-18,Alm. Salg,136,28676,4,1973,-2%
161,Rækkehus,Hvissingeparken 38,2600, Glostrup,3100000,2022-09-18,Alm. Salg,98,31633,3,1967,-11%
161,Villa,Ejby Mosevej 39,2600, Glostrup,4100000,2022-09-18,Alm. Salg,171,23977,7,1981,-9%
161,Rækkehus,Bovneager 15,2600, Glostrup,4500000,2022-09-14,Alm. Salg,135,33333,5,2012,-2%
161,Ejerlejlighed,"Dalvangsvej 13, 1. 10",2600, Glostrup,2300000,2022-09-14,Alm. Salg,88,26136,3,1967,-4%
161,Ejerlejlighed,"Nordre Ringvej 12, st. th",2600, Glostrup,1565000,2022-09-13,Alm. Salg,57,27456,2,1940,-5%
161,Villa,Byparkvej 131,2600, Glostrup,2850000,2022-09-08,Alm. Salg,93,30645,3,1960,-5%
161,Rækkehus,Langagervej 85,2600, Glostrup,2900000,2022-09-07,Alm. Salg,88,32955,3,1964,1%
161,Ejerlejlighed,"Lilliendalsvej 11, 2. 1",2600, Glostrup,1350000,2022-09-07,Alm. Salg,51,26471,2,1970,-10%
