municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
340,Villa,Drosselvej 20,4293, Dianalund,1600000 ,26-12-2022,Alm. Salg,186,8602,6,1977,-6%
340,Villa,Bjernede Parkvej 4,4180, Sorø,1405000 ,26-12-2022,Alm. Salg,138,10181,6,1974,-6%
340,Villa,Slaglillevej 14,4173, Fjenneslev,485000 ,23-12-2022,Alm. Salg,73,6644,4,1897,-3%
340,Villa,Norgesvej 15,4293, Dianalund,1400000 ,22-12-2022,Alm. Salg,134,10448,4,1980,-11%
340,Villa,Assentorpvej 23,4295, Stenlille,799000 ,22-12-2022,Alm. Salg,70,11414,4,1915,
340,Villa,Vestervang 1,4293, Dianalund,550000 ,21-12-2022,Alm. Salg,149,3691,6,1937,
340,Villa,Holbergsvej 60,4293, Dianalund,825000 ,21-12-2022,Alm. Salg,126,6548,6,1964,-8%
340,Villa,Enghavevej 2,4180, Sorø,3795000 ,21-12-2022,Alm. Salg,153,24804,4,1912,
340,Rækkehus,Fuglebakken 11,4180, Sorø,1075000 ,20-12-2022,Fam. Salg,70,15357,2,1974,
340,Villa,Bygaden 18,4296, Nyrup,120000 ,20-12-2022,Fam. Salg,184,652,9,1925,
340,Villa,Storkens Kvarter 28,4180, Sorø,1125000 ,19-12-2022,Fam. Salg,111,10135,4,1988,
340,Ejerlejlighed,"Fægangen 12, st. th",4180, Sorø,1375000 ,18-12-2022,Alm. Salg,134,10261,3,1969,-8%
340,Villa,Lindevej 3,4180, Sorø,2100000 ,15-12-2022,Alm. Salg,135,15556,5,1949,-6%
340,Villa,Fjenneslevmaglevej 36,4173, Fjenneslev,300000 ,15-12-2022,Alm. Salg,113,2655,4,1877,-50%
340,Villa,"Hestebjergsvangen 10, st",4180, Sorø,1864000 ,14-12-2022,Alm. Salg,200,9320,6,2022,
340,Villa,Vestervej 4,4180, Sorø,2475000 ,13-12-2022,Alm. Salg,117,21154,4,1922,-5%
340,Villa,Elmevænget 20,4180, Sorø,1200000 ,12-12-2022,Alm. Salg,107,11215,3,1966,
340,Rækkehus,Marienlunden 3B,4296, Nyrup,800000 ,08-12-2022,Alm. Salg,85,9412,3,1987,-11%
340,Villa,Fyrrevænget 40,4293, Dianalund,1100000 ,06-12-2022,Alm. Salg,136,8088,5,1973,-8%
340,Villa,Møllemarksvej 7,4291, Ruds Vedby,475000 ,06-12-2022,Alm. Salg,96,4948,4,1962,-26%
340,Villa,Slettebjergvej 8,4295, Stenlille,1995000 ,06-12-2022,Alm. Salg,143,13951,5,2005,-5%
340,Villa,Munke Bjergbyvej 11,4190, Munke Bjergby,645000 ,06-12-2022,Alm. Salg,118,5466,7,1900,
340,Villa,Sværdsholtevej 21,4295, Stenlille,935000 ,05-12-2022,Fam. Salg,213,3624,6,1915,
340,Ejerlejlighed,"Munkevænget 6, 2. tv",4180, Sorø,1395000 ,04-12-2022,Alm. Salg,84,16607,2,1973,-7%
340,Villa,Havrevænget 35,4173, Fjenneslev,1650000 ,04-12-2022,Alm. Salg,175,9429,6,1972,-2%
340,Villa,Sorøvej 59,4291, Ruds Vedby,850000 ,29-11-2022,Alm. Salg,110,7727,4,1900,-5%
340,Villa,Kildeagervej 16,4173, Fjenneslev,472000 ,29-11-2022,Alm. Salg,76,6211,4,1877,
340,Villa,Enghavevej 12,4180, Sorø,3725000 ,29-11-2022,Alm. Salg,140,26607,5,1922,-2%
340,Villa,Solvænget 6,4180, Sorø,2725000 ,29-11-2022,Alm. Salg,136,20037,3,2011,-3%
340,Villa,Bromme Østermark 7,4190, Munke Bjergby,2000000 ,28-11-2022,Alm. Salg,222,9009,7,1820,-9%
340,Villa,Danasvej 1B,4293, Dianalund,925000 ,28-11-2022,Alm. Salg,145,6379,5,1932,-7%
340,Villa,Skælskørvej 10,4180, Sorø,1400000 ,28-11-2022,Alm. Salg,112,12500,3,1939,-6%
340,Villa,Hovedgaden 87,4295, Stenlille,1200000 ,27-11-2022,Alm. Salg,150,8000,5,1947,-7%
340,Villa,Poppelvang 18,4180, Sorø,1275000 ,22-11-2022,Fam. Salg,180,7083,5,2004,
340,Villa,Ringstedvej 104,4173, Fjenneslev,925000 ,22-11-2022,Alm. Salg,111,8333,3,1912,
340,Ejerlejlighed,"Sorøparken 1, st. tv",4180, Sorø,625000 ,20-11-2022,Alm. Salg,47,13298,1,1966,-3%
340,Villa,Nyrupvej 25,4296, Nyrup,1100000 ,19-11-2022,Alm. Salg,81,13580,4,1955,-8%
340,Villa,Søvang 7,4180, Sorø,2300000 ,18-11-2022,Alm. Salg,158,14557,4,1970,-7%
340,Villa,Grønningen 48,4293, Dianalund,2930000 ,18-11-2022,Alm. Salg,171,17135,5,2000,5%
340,Villa,Hestehavevej 10,4180, Sorø,425000 ,16-11-2022,Alm. Salg,100,4250,4,1875,-29%
340,Villa,Hybenvej 9,4295, Stenlille,850000 ,15-11-2022,Alm. Salg,101,8416,3,1964,-15%
340,Villa,Lårupvej 30,4295, Stenlille,250000 ,14-11-2022,Alm. Salg,219,1142,8,1880,-23%
340,Villa,Karsholtevej 24,4293, Dianalund,2500000 ,11-11-2022,Alm. Salg,200,12500,7,1922,-4%
340,Villa,Ventemøllevej 4A,4293, Dianalund,1192000 ,10-11-2022,Alm. Salg,105,11352,4,1939,-8%
340,Villa,Heglingevej 15,4180, Sorø,1695000 ,09-11-2022,Alm. Salg,143,11853,3,1968,
340,Villa,Enggårdsvej 9,4293, Dianalund,480000 ,06-11-2022,Alm. Salg,82,5854,2,1964,-3%
340,Villa,Øgårdsvej 5,4293, Dianalund,1195000 ,06-11-2022,Alm. Salg,96,12448,3,1985,
340,Villa,Sømosevej 43,4293, Dianalund,1625000 ,06-11-2022,Alm. Salg,115,14130,4,1963,-2%
340,Villa,Stokholtsvej 34,4173, Fjenneslev,3900000 ,05-11-2022,Alm. Salg,230,16957,4,1777,-7%
340,Rækkehus,Alleen 10A,4180, Sorø,895000 ,02-11-2022,Alm. Salg,87,10287,3,1912,
340,Ejerlejlighed,"Sorøparken 8, 2. th",4180, Sorø,1000000 ,02-11-2022,Alm. Salg,86,11628,3,1966,-16%
340,Villa,Kongebrovej 41,4180, Sorø,2600000 ,02-11-2022,Fam. Salg,120,21667,5,1954,
340,Villa,Sorøvej 82,4295, Stenlille,550000 ,30-10-2022,Fam. Salg,90,6111,6,1877,
340,Villa,Gartnerivej 10,4180, Sorø,1256000 ,29-10-2022,Fam. Salg,93,13505,5,1958,
340,Villa,Elmebjergvej 2,4180, Sorø,2350000 ,27-10-2022,Fam. Salg,132,17803,4,1949,
340,Villa,Langevej 1,4173, Fjenneslev,875000 ,27-10-2022,Alm. Salg,112,7813,3,1827,-12%
340,Ejerlejlighed,"Nybovej 12A, 1",4293, Dianalund,995000 ,26-10-2022,Alm. Salg,100,9950,3,2001,
340,Villa,Rudsgade 34,4291, Ruds Vedby,450000 ,25-10-2022,Alm. Salg,170,2647,6,1899,-36%
340,Ejerlejlighed,"Fægangen 14, st. mf",4180, Sorø,390000 ,24-10-2022,Alm. Salg,27,14444,1,1969,-20%
340,Villa,Snerlevej 17,4293, Dianalund,1345000 ,24-10-2022,Alm. Salg,153,8791,6,1974,-4%
340,Villa,Ternevej 12,4291, Ruds Vedby,1220000 ,21-10-2022,Alm. Salg,125,9760,5,1972,-2%
340,Villa,Thyrasvej 52,4173, Fjenneslev,1960000 ,19-10-2022,Alm. Salg,128,15313,4,2002,-2%
340,Villa,Brobyvej 29,4180, Sorø,1000000 ,19-10-2022,Alm. Salg,114,8772,5,1934,-16%
340,Villa,Tuelsøvej 13,4180, Sorø,3495000 ,19-10-2022,Alm. Salg,190,18395,5,1975,
340,Ejerlejlighed,"Fægangen 12, st. mf",4180, Sorø,410000 ,16-10-2022,Alm. Salg,27,15185,1,1969,-4%
340,Villa,Glentevej 15,4291, Ruds Vedby,1225000 ,16-10-2022,Alm. Salg,140,8750,4,1973,-6%
340,Villa,"Stationsvej 4, 1",4295, Stenlille,600000 ,16-10-2022,Fam. Salg,56,10714,4,1900,
340,Villa,Holbergsvej 97,4293, Dianalund,495000 ,16-10-2022,Alm. Salg,91,5440,5,1878,
340,Villa,Frederiksbergvej 27,4180, Sorø,2450000 ,15-10-2022,Alm. Salg,136,18015,6,1925,-6%
340,Villa,Odinsvej 8,4180, Sorø,2425000 ,14-10-2022,Alm. Salg,136,17831,4,1974,-3%
340,Villa,Havrevænget 10,4173, Fjenneslev,1600000 ,13-10-2022,Alm. Salg,132,12121,3,1922,-6%
340,Villa,Møllevej 3,4180, Sorø,2935000 ,12-10-2022,Alm. Salg,142,20669,5,1936,-5%
340,Villa,Assentorpvej 55,4295, Stenlille,1000000 ,10-10-2022,Fam. Salg,272,3676,5,1947,
340,Villa,Orebovej 40,4295, Stenlille,302800 ,10-10-2022,Auktion,109,2778,4,1937,
