municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
151,Villa,Degnevangen 20,2750, Ballerup,3000000 ,29-12-2022,Alm. Salg,140,21429,4,1973,-6%
151,Villa,Sommerbuen 24,2750, Ballerup,3950000 ,28-12-2022,Alm. Salg,144,27431,5,1971,-7%
151,Villa,Hasselvej 39,2740, Skovlunde,7500000 ,28-12-2022,Alm. Salg,180,41667,5,2019,-4%
151,Villa,Lerholmvej 28,2750, Ballerup,3900000 ,28-12-2022,Alm. Salg,128,30469,5,1965,-2%
151,Villa,Vibyvej 15,2740, Skovlunde,4000000 ,28-12-2022,Alm. Salg,214,18692,6,1961,-6%
151,Villa,Brobyvej 2A,2740, Skovlunde,3400000 ,22-12-2022,Fam. Salg,166,20482,5,2014,
151,Ejerlejlighed,"Bydammen 21, st. tv",2750, Ballerup,9776000 ,21-12-2022,Alm. Salg,75,130347,2,2021,263%
151,Villa,Nissedalen 56,2740, Skovlunde,3700000 ,21-12-2022,Alm. Salg,123,30081,4,1961,-4%
151,Villa,Ellegårdsvej 13,2750, Ballerup,5250000 ,20-12-2022,Alm. Salg,145,36207,5,2014,-4%
151,Rækkehus,Nyvangen 34,2750, Ballerup,3725000 ,19-12-2022,Alm. Salg,153,24346,6,1965,-4%
151,Villa,Syvendehusvej 12,2750, Ballerup,5000000 ,19-12-2022,Alm. Salg,145,34483,5,1970,-9%
151,Rækkehus,Kærlodden 7,2760, Måløv,3450000 ,14-12-2022,Alm. Salg,111,31081,3,1981,
151,Rækkehus,Marbæk Park 32,2750, Ballerup,3525000 ,14-12-2022,Alm. Salg,108,32639,4,2006,-3%
151,Villa,Lærkevangen 13,2750, Ballerup,3850000 ,13-12-2022,Alm. Salg,120,32083,4,1959,-4%
151,Villa,Nørreskovvej 15,2740, Skovlunde,4565000 ,12-12-2022,Alm. Salg,125,36520,5,1957,
151,Villa,Fuglehavevej 54,2750, Ballerup,6550000 ,08-12-2022,Alm. Salg,172,38081,4,1972,-3%
151,Villa,Dyrehegnet 22,2740, Skovlunde,3000000 ,08-12-2022,Alm. Salg,94,31915,4,1972,-19%
151,Rækkehus,Birkeengen 40,2740, Skovlunde,3300000 ,06-12-2022,Alm. Salg,110,30000,4,1960,-6%
151,Villa,Stensbyvej 12,2740, Skovlunde,3800000 ,06-12-2022,Alm. Salg,194,19588,8,1967,-5%
151,Ejerlejlighed,"Slettebjergvej 4, 1. tv",2750, Ballerup,1400000 ,01-12-2022,Alm. Salg,57,24561,2,1943,-6%
151,Rækkehus,Lundemarken 6,2740, Skovlunde,2400000 ,30-11-2022,Alm. Salg,84,28571,3,1960,-11%
151,Villa,Aage Berntsens Alle 45,2750, Ballerup,2900000 ,30-11-2022,Alm. Salg,101,28713,4,1968,-11%
151,Villa,Udbakken 43,2750, Ballerup,5200000 ,29-11-2022,Alm. Salg,125,41600,3,1966,-5%
151,Rækkehus,Marbæk Park 25,2750, Ballerup,3427000 ,25-11-2022,Alm. Salg,112,30598,4,2006,-7%
151,Ejerlejlighed,"Højagerparken 27, st. th",2750, Ballerup,1910000 ,23-11-2022,Alm. Salg,74,25811,3,1968,-7%
151,Villa,Hasselvej 8,2740, Skovlunde,3200000 ,23-11-2022,Alm. Salg,125,25600,5,1960,
151,Villa,Digterparken 124,2750, Ballerup,3600000 ,23-11-2022,Alm. Salg,111,32432,4,1976,-6%
151,Villa,Parkvej 26,2750, Ballerup,6500000 ,19-11-2022,Alm. Salg,190,34211,7,1939,-10%
151,Villa,Axel Juels Alle 72,2750, Ballerup,3500000 ,16-11-2022,Alm. Salg,143,24476,5,1969,-12%
151,Ejerlejlighed,"Højagerparken 59, 2",2750, Ballerup,1050000 ,15-11-2022,Alm. Salg,55,19091,1,1973,-4%
151,Villa,Ravnsletvej 11,2740, Skovlunde,2600000 ,13-11-2022,Alm. Salg,87,29885,3,1953,-13%
151,Rækkehus,Bøgevej 23,2740, Skovlunde,2950000 ,12-11-2022,Alm. Salg,112,26339,4,1963,-5%
151,Villa,Høstbuen 12,2750, Ballerup,3630000 ,07-11-2022,Alm. Salg,128,28359,5,1971,-2%
151,Villa,Jonstrupvej 207,2750, Ballerup,3800000 ,07-11-2022,Alm. Salg,210,18095,5,0,73%
151,Villa,Byvolden 6,2740, Skovlunde,3200000 ,04-11-2022,Alm. Salg,93,34409,4,1976,-16%
151,Villa,Mellemvej 13,2750, Ballerup,4375000 ,01-11-2022,Alm. Salg,138,31703,5,1964,-3%
151,Villa,Lystoften 7,2740, Skovlunde,3455000 ,30-10-2022,Alm. Salg,104,33221,3,1963,-4%
151,Villa,Lundemarken 43,2740, Skovlunde,3100000 ,29-10-2022,Alm. Salg,94,32979,4,1954,-11%
151,Villa,Måløv Hovedgade 90,2760, Måløv,1902991 ,27-10-2022,Fam. Salg,213,8934,6,2007,
151,Villa,Sømosevej 3,2740, Skovlunde,4200000 ,26-10-2022,Fam. Salg,170,24706,4,1973,
151,Ejerlejlighed,"Højagerparken 69, 1",2750, Ballerup,1100000 ,24-10-2022,Alm. Salg,55,20000,1,1973,-8%
151,Villa,Kastebjergvej 13,2750, Ballerup,8187500 ,24-10-2022,Alm. Salg,192,42643,5,1968,-4%
151,Rækkehus,Søholmen 11,2760, Måløv,4483000 ,21-10-2022,Alm. Salg,136,32963,4,2015,-7%
151,Ejerlejlighed,"Damholmen 18, 2. b",2760, Måløv,3200000 ,19-10-2022,Alm. Salg,89,35955,3,2007,-6%
151,Ejerlejlighed,"Højagerparken 85, st",2750, Ballerup,2650000 ,15-10-2022,Alm. Salg,120,22083,5,1973,-5%
151,Villa,Bueparken 16,2750, Ballerup,3600000 ,13-10-2022,Alm. Salg,147,24490,5,1974,-15%
151,Rækkehus,Lumbyvej 9,2740, Skovlunde,3995000 ,11-10-2022,Alm. Salg,124,32218,4,1979,
151,Ejerlejlighed,"Damholmen 18, 2. c",2760, Måløv,3572500 ,11-10-2022,Alm. Salg,104,34351,4,2007,
151,Ejerlejlighed,"Marbækvej 4, 1. 1",2750, Ballerup,2025000 ,10-10-2022,Alm. Salg,62,32661,2,2008,-3%
151,Villa,Skebyvej 5,2740, Skovlunde,5450000 ,10-10-2022,Alm. Salg,161,33851,5,1969,-4%
151,Ejerlejlighed,"Søndergårds Allé 47, st. tv",2760, Måløv,3400000 ,09-10-2022,Alm. Salg,100,34000,4,2008,
151,Villa,Atlasvænge 17,2750, Ballerup,3372500 ,09-10-2022,Alm. Salg,175,19271,6,2019,
151,Villa,Kratvej 35,2760, Måløv,4350000 ,06-10-2022,Alm. Salg,160,27188,6,1961,-8%
151,Villa,Sønderskovvej 20,2740, Skovlunde,5150000 ,05-10-2022,Alm. Salg,153,33660,5,1959,-2%
151,Villa,Kløvertoften 61,2740, Skovlunde,7000000 ,04-10-2022,Alm. Salg,175,40000,6,2013,-8%
151,Villa,Højbyvej 14,2740, Skovlunde,4000000 ,02-10-2022,Alm. Salg,118,33898,4,1960,-9%
151,Villa,Bakkesvinget 15,2760, Måløv,3275000 ,01-10-2022,Alm. Salg,106,30896,4,1952,-13%
151,Villa,Brandsbyvej 26,2740, Skovlunde,5900000 ,30-09-2022,Alm. Salg,171,34503,6,1970,-5%
151,Villa,Bakkehøj 4,2740, Skovlunde,2450000 ,27-09-2022,Fam. Salg,159,15409,6,1971,
151,Villa,Bøndermosevej 2,2750, Ballerup,3750000 ,27-09-2022,Alm. Salg,148,25338,6,1960,-6%
151,Villa,Østervej 29,2750, Ballerup,4025000 ,21-09-2022,Alm. Salg,135,29815,4,1967,-10%
151,Rækkehus,Kildestrædet 18,2740, Skovlunde,2350000 ,20-09-2022,Alm. Salg,89,26404,3,1980,-9%
151,Rækkehus,Nyvangen 91,2750, Ballerup,3000000 ,19-09-2022,Alm. Salg,114,26316,4,2001,-8%
151,Ejerlejlighed,"Marbæk Park 2, 2. 1",2750, Ballerup,2000000 ,15-09-2022,Alm. Salg,62,32258,2,2008,-5%
151,Villa,Nissedalen 80,2740, Skovlunde,3600000 ,13-09-2022,Alm. Salg,206,17476,9,1958,-5%
151,Ejerlejlighed,"Højagerparken 8, st. th",2750, Ballerup,1625000 ,07-09-2022,Alm. Salg,57,28509,2,1944,-2%
151,Ejerlejlighed,"Klakkebjerg 8E, st",2750, Ballerup,1700000 ,05-09-2022,Alm. Salg,56,30357,2,2000,-3%
151,Villa,Myrholmen 67,2760, Måløv,5700000 ,05-09-2022,Alm. Salg,174,32759,5,2004,-5%
151,Ejerlejlighed,"Højagerparken 8, 1. th",2750, Ballerup,1680000 ,01-09-2022,Alm. Salg,57,29474,2,1944,-1%
151,Villa,Søndervej 18B,2750, Ballerup,4350000 ,01-09-2022,Alm. Salg,148,29392,4,1971,-3%
151,Rækkehus,MacMillan Alle 12,2750, Ballerup,3800000 ,31-08-2022,Alm. Salg,107,35514,4,1971,
151,Villa,Pederstrupvej 61B,2750, Ballerup,1725000 ,31-08-2022,Fam. Salg,150,11500,5,2013,
151,Villa,Harekrogen 9,2740, Skovlunde,5125000 ,30-08-2022,Alm. Salg,154,33279,6,1961,-7%
151,Ejerlejlighed,"Marbækvej 8, 2. 3",2750, Ballerup,2795000 ,29-08-2022,Alm. Salg,77,36299,2,2008,
151,Villa,Lindeengen 87,2740, Skovlunde,4805000 ,28-08-2022,Alm. Salg,131,36679,4,1972,-4%
151,Villa,Hjulbyvej 15,2740, Skovlunde,3700000 ,28-08-2022,Alm. Salg,180,20556,5,2022,-10%
151,Villa,Egebjergvej 59A,2750, Ballerup,3000000 ,28-08-2022,Alm. Salg,124,24194,4,1963,
151,Rækkehus,MacGregor Alle 11,2750, Ballerup,3550000 ,25-08-2022,Alm. Salg,107,33178,3,1971,-1%
151,Villa,Egebjerghuse 11,2750, Ballerup,5500000 ,25-08-2022,Alm. Salg,180,30556,7,1979,
151,Ejerlejlighed,"Bydammen 39, st. th",2750, Ballerup,3350000 ,24-08-2022,Alm. Salg,98,34184,3,2021,
151,Rækkehus,Marbæk Park 20,2750, Ballerup,3715000 ,21-08-2022,Alm. Salg,108,34398,4,2006,-2%
151,Ejerlejlighed,"Højagerparken 49, 2",2750, Ballerup,1245000 ,21-08-2022,Alm. Salg,65,19154,1,1973,-7%
151,Villa,Ågerupvej 164,2750, Ballerup,2950000 ,20-08-2022,Alm. Salg,117,25214,3,1958,-7%
151,Ejerlejlighed,"Højagerparken 19, st",2750, Ballerup,1345000 ,18-08-2022,Alm. Salg,46,29239,1,1968,
151,Villa,Lindbjergvej 16,2750, Ballerup,2650000 ,18-08-2022,Alm. Salg,127,20866,4,1957,-12%
151,Villa,Axel Juels Alle 65,2750, Ballerup,4345000 ,17-08-2022,Alm. Salg,147,29558,5,1971,-3%
151,Ejerlejlighed,"Bydammen 15, 1. th",2750, Ballerup,1750000 ,16-08-2022,Alm. Salg,60,29167,2,1939,-3%
151,Villa,Præstevænget 32,2750, Ballerup,3375000 ,15-08-2022,Alm. Salg,116,29095,4,1908,-3%
151,Villa,Hasselvej 56,2740, Skovlunde,3615000 ,15-08-2022,Alm. Salg,83,43554,4,1962,-2%
151,Villa,Rydtoften 23,2750, Ballerup,1572500 ,11-08-2022,Fam. Salg,135,11648,4,1966,
151,Villa,Skovlunde Byvej 65,2740, Skovlunde,1100000 ,10-08-2022,Fam. Salg,149,7383,4,1961,
151,Villa,Søndervej 13A,2750, Ballerup,5100000 ,10-08-2022,Alm. Salg,103,49515,3,1955,-7%
151,Villa,Linde Alle 24,2750, Ballerup,3450000 ,07-08-2022,Alm. Salg,130,26538,5,1923,-9%
151,Rækkehus,Gl Rådhusvej 82,2750, Ballerup,2810000 ,04-08-2022,Alm. Salg,131,21450,5,1955,-6%
151,Rækkehus,Kildestrædet 88,2740, Skovlunde,3000000 ,03-08-2022,Alm. Salg,87,34483,3,1981,7%
151,Villa,Ingevej 19,2740, Skovlunde,4375000 ,01-08-2022,Alm. Salg,112,39063,4,1964,-3%
151,Villa,Hybenvænget 54,2740, Skovlunde,4200000 ,31-07-2022,Alm. Salg,93,45161,4,1969,-1%
151,Villa,Hold-An Vej 138,2750, Ballerup,3295000 ,28-07-2022,Alm. Salg,135,24407,4,1961,
151,Rækkehus,Kærlodden 17,2760, Måløv,4100000 ,26-07-2022,Alm. Salg,112,36607,4,1981,-1%
151,Villa,Toftholmvænget 2,2740, Skovlunde,6100000 ,26-07-2022,Alm. Salg,176,34659,5,1963,-2%
151,Villa,Bueparken 32,2750, Ballerup,4100000 ,26-07-2022,Alm. Salg,146,28082,5,1973,-3%
151,Ejerlejlighed,"Bydammen 39, st. tv",2750, Ballerup,3050000 ,24-07-2022,Alm. Salg,88,34659,3,2021,
151,Villa,Egebjergvej 110,2750, Ballerup,3400000 ,24-07-2022,Alm. Salg,123,27642,6,1962,
151,Rækkehus,Bøgesvinget 9,2740, Skovlunde,3275000 ,23-07-2022,Alm. Salg,112,29241,4,1963,-6%
151,Villa,Fyrrekrogen 11,2740, Skovlunde,3210000 ,21-07-2022,Alm. Salg,100,32100,4,1961,-5%
151,Ejerlejlighed,"Højagerparken 3, 2",2750, Ballerup,1225000 ,19-07-2022,Alm. Salg,46,26630,1,1968,-9%
151,Ejerlejlighed,"Måløv Hovedgade 58A, st. tv",2760, Måløv,1495000 ,18-07-2022,Alm. Salg,61,24508,2,1948,
151,Villa,Nyvej 8,2750, Ballerup,765000 ,18-07-2022,Fam. Salg,113,6770,5,1950,
151,Villa,Askeengen 41,2740, Skovlunde,4450000 ,18-07-2022,Fam. Salg,165,26970,5,1971,
151,Villa,Morelvej 1,2740, Skovlunde,3550000 ,13-07-2022,Alm. Salg,141,25177,6,1961,-15%
151,Villa,Vadsbjerg 15,2760, Måløv,5750000 ,11-07-2022,Alm. Salg,149,38591,5,1975,-2%
151,Rækkehus,Vaseholmen 14,2760, Måløv,4400000 ,10-07-2022,Alm. Salg,134,32836,5,2004,0%
151,Villa,Måløv Stationsplads 6,2760, Måløv,2100000 ,10-07-2022,Fam. Salg,167,12575,6,1905,
151,Villa,Brydegårdsvej 27,2760, Måløv,4150000 ,09-07-2022,Alm. Salg,102,40686,3,1963,-3%
151,Villa,Nyvangen 20,2750, Ballerup,6050000 ,05-07-2022,Alm. Salg,258,23450,5,1920,-6%
151,Rækkehus,Kærlodden 145,2760, Måløv,4000000 ,04-07-2022,Alm. Salg,123,32520,6,1981,-2%
151,Villa,Axel Juels Alle 82,2750, Ballerup,3850000 ,02-07-2022,Alm. Salg,151,25497,5,1968,-6%
151,Villa,Askeengen 96,2740, Skovlunde,4995000 ,30-06-2022,Alm. Salg,145,34448,4,1970,
151,Villa,Brobyvej 2B,2740, Skovlunde,5625000 ,30-06-2022,Alm. Salg,188,29920,6,1957,-6%
151,Rækkehus,Atlasvænge 25L,2750, Ballerup,4795000 ,28-06-2022,Alm. Salg,122,39303,5,2017,
151,Ejerlejlighed,"Højagerparken 53, st. th",2750, Ballerup,2895000 ,28-06-2022,Alm. Salg,97,29845,3,1973,
151,Ejerlejlighed,"Højagerparken 26, 2",2750, Ballerup,1260000 ,28-06-2022,Alm. Salg,46,27391,1,1968,1%
151,Ejerlejlighed,"Marbækvej 8, 2. 1",2750, Ballerup,2370000 ,27-06-2022,Alm. Salg,62,38226,2,2008,-1%
151,Ejerlejlighed,"Bydammen 37, st. tv",2750, Ballerup,3225000 ,27-06-2022,Alm. Salg,94,34309,3,2021,
151,Ejerlejlighed,"Søndergårds Allé 43, 2. th",2760, Måløv,4495000 ,26-06-2022,Alm. Salg,102,44069,3,2007,
151,Villa,Kløvertoften 76,2740, Skovlunde,4500000 ,26-06-2022,Alm. Salg,149,30201,6,1960,-2%
151,Villa,Bakkehøj 3,2740, Skovlunde,3875000 ,26-06-2022,Alm. Salg,163,23773,5,2023,-3%
151,Villa,Sommerbuen 79,2750, Ballerup,3995000 ,26-06-2022,Alm. Salg,147,27177,5,1973,
151,Ejerlejlighed,"Gl Rådhusvej 36, 1. tv",2750, Ballerup,2300000 ,23-06-2022,Alm. Salg,76,30263,3,1954,-8%
151,Rækkehus,Lundagervej 36B,2740, Skovlunde,4095000 ,22-06-2022,Alm. Salg,62,66048,2,1960,
