municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
450,Villa,Nordenhusevej 2,5800, Nyborg,1025000 ,29-12-2022,Andet,204,3741,8,1927,
450,Villa,Fjordparken 61,5800, Nyborg,1370000 ,29-12-2022,Alm. Salg,110,12455,4,1981,-2%
450,Villa,Skalkendrupvej 90,5800, Nyborg,551250 ,29-12-2022,Andet,117,4712,3,2018,
450,Villa,Harevænget 153,5800, Nyborg,2825000 ,21-12-2022,Alm. Salg,164,17226,5,1974,-6%
450,Villa,Åløkkevej 20,5800, Nyborg,558265 ,20-12-2022,Fam. Salg,132,4229,4,1966,
450,Villa,Nymarksvej 9,5800, Nyborg,2300000 ,19-12-2022,Alm. Salg,140,16429,6,1928,-4%
450,Villa,Urupvej 2,5540, Ullerslev,500000 ,18-12-2022,Fam. Salg,158,3165,5,1961,
450,Villa,Skovgyden 22,5540, Ullerslev,355000 ,15-12-2022,Alm. Salg,91,3901,3,1827,-10%
450,Villa,Pilsgårdvænget 10,5800, Nyborg,1475000 ,14-12-2022,Alm. Salg,113,13053,3,1977,-1%
450,Rækkehus,Risvej 82,5800, Nyborg,600000 ,13-12-2022,Alm. Salg,84,7143,4,1972,
450,Villa,Øksendrupvej 43,5871, Frørup,260000 ,13-12-2022,Auktion,52,5000,2,1879,-47%
450,Villa,Bøjdenvej 88,5800, Nyborg,2652000 ,13-12-2022,Alm. Salg,211,12569,5,1940,
450,Rækkehus,Majsvej 3,5800, Nyborg,864000 ,12-12-2022,Alm. Salg,85,10165,3,1972,
450,Rækkehus,Grævlingevænget 66,5800, Nyborg,1075000 ,12-12-2022,Alm. Salg,93,11559,4,1979,
450,Villa,Korkendrupvej 25,5540, Ullerslev,900000 ,12-12-2022,Fam. Salg,262,3435,10,1972,
450,Villa,Drosselvej 2,5540, Ullerslev,1300000 ,12-12-2022,Alm. Salg,143,9091,5,1972,
450,Ejerlejlighed,Ved Engen 10,5800, Nyborg,2150000 ,11-12-2022,Alm. Salg,90,23889,2,2023,
450,Villa,Kogsbøllevej 55,5800, Nyborg,1325000 ,11-12-2022,Alm. Salg,124,10685,6,1800,-5%
450,Ejerlejlighed,"Mellemgade 16, 1",5800, Nyborg,3500000 ,08-12-2022,Alm. Salg,107,32710,3,1800,
450,Ejerlejlighed,Skellerup Byvej 31B,5540, Ullerslev,626531 ,08-12-2022,Alm. Salg,170,3685,3,1903,
450,Villa,Lamdrupvej 30,5853, Ørbæk,1400000 ,08-12-2022,Alm. Salg,200,7000,6,1966,
450,Villa,Østervoldgade 62,5800, Nyborg,1125139 ,07-12-2022,Fam. Salg,147,7654,4,1893,
450,Villa,Fjordparken 55,5800, Nyborg,2375000 ,07-12-2022,Alm. Salg,145,16379,5,1980,-4%
450,Villa,Gudrunvej 5,5800, Nyborg,679000 ,05-12-2022,Fam. Salg,110,6173,4,1951,
450,Villa,Engvej 11,5540, Ullerslev,625000 ,05-12-2022,Fam. Salg,159,3931,6,1963,
450,Villa,Mågevænget 10,5540, Ullerslev,1370000 ,05-12-2022,Alm. Salg,120,11417,4,1972,-8%
450,Rækkehus,Grævlingevænget 26,5800, Nyborg,799000 ,04-12-2022,Fam. Salg,95,8411,4,1978,
450,Villa,Strandparken 61,5800, Nyborg,750000 ,02-12-2022,Fam. Salg,150,5000,4,1971,
450,Rækkehus,Nørrevoldgade 3,5800, Nyborg,3050000 ,29-11-2022,Alm. Salg,160,19063,4,1893,-5%
450,Villa,Degneløkken 107,5540, Ullerslev,1940000 ,28-11-2022,Alm. Salg,169,11479,5,1997,-3%
450,Villa,L. Kr. Larsensvej 28,5540, Ullerslev,650000 ,27-11-2022,Alm. Salg,96,6771,3,1961,
450,Rækkehus,Risvej 93,5800, Nyborg,1100000 ,26-11-2022,Alm. Salg,100,11000,4,1970,-8%
450,Villa,Pilevej 9,5800, Nyborg,3125000 ,24-11-2022,Alm. Salg,158,19778,5,1932,
450,Rækkehus,Risvej 6,5800, Nyborg,1265000 ,23-11-2022,Alm. Salg,114,11096,4,1968,-2%
450,Ejerlejlighed,Ved Engen 22,5800, Nyborg,1895000 ,22-11-2022,Alm. Salg,90,21056,2,2023,
450,Villa,Toften 50,5853, Ørbæk,925000 ,22-11-2022,Alm. Salg,97,9536,3,2005,-7%
450,Villa,Slåenvænget 4,5800, Nyborg,1450000 ,22-11-2022,Alm. Salg,96,15104,4,1968,
450,Villa,Mårvænget 10,5800, Nyborg,2350000 ,21-11-2022,Alm. Salg,158,14873,3,1980,-2%
450,Ejerlejlighed,"Ved Engen 27, 1",5800, Nyborg,4695000 ,20-11-2022,Alm. Salg,150,31300,4,2023,
450,Villa,Nymarksvej 96,5800, Nyborg,1345000 ,20-11-2022,Alm. Salg,113,11903,4,1971,-4%
450,Villa,Bøjdenvej 32,5800, Nyborg,1675000 ,18-11-2022,Alm. Salg,113,14823,5,1935,-4%
450,Rækkehus,Nørrevoldgade 2,5800, Nyborg,1455000 ,17-11-2022,Alm. Salg,94,15479,3,1774,
450,Villa,Christianslundsvej 25,5800, Nyborg,2600000 ,17-11-2022,Alm. Salg,151,17219,7,1936,-7%
450,Villa,Vognmandsvej 1,5800, Nyborg,806241 ,17-11-2022,Fam. Salg,190,4243,4,1925,
450,Villa,Christianslundsvej 74,5800, Nyborg,1300500 ,17-11-2022,Alm. Salg,104,12505,5,1922,4%
450,Villa,Rygårdsvej 1,5874, Hesselager,475000 ,17-11-2022,Alm. Salg,131,3626,6,1863,-13%
450,Villa,Tjørnevej 30,5800, Nyborg,1650000 ,15-11-2022,Alm. Salg,160,10313,6,1965,
450,Villa,Teglgårdsvej 10,5800, Nyborg,995000 ,14-11-2022,Alm. Salg,111,8964,4,1777,
450,Rækkehus,Åvænget 44,5853, Ørbæk,685000 ,13-11-2022,Alm. Salg,110,6227,4,1989,-19%
450,Villa,Degneløkken 42,5540, Ullerslev,1425000 ,13-11-2022,Alm. Salg,134,10634,5,1986,-8%
450,Villa,Humlevænget 22,5800, Nyborg,3100000 ,11-11-2022,Alm. Salg,127,24409,6,1936,-3%
450,Villa,Grejsdalen 12,5800, Nyborg,2125000 ,10-11-2022,Alm. Salg,169,12574,4,1961,-7%
450,Villa,Lykkedalsvej 3,5853, Ørbæk,795000 ,10-11-2022,Fam. Salg,135,5889,5,1860,
