municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
201,Rækkehus,Frugtlunden 81,3450, Allerød,4300000 ,27-12-2022,Alm. Salg,108,39815,3,2019,-4%
201,Villa,Perlestensvej 12,3540, Lynge,4866750 ,24-12-2022,Alm. Salg,162,30042,5,2003,-7%
201,Villa,V Heisesvej 4,3450, Allerød,4125000 ,20-12-2022,Alm. Salg,88,46875,3,1948,-7%
201,Villa,Anemonevej 15,3450, Allerød,5500000 ,20-12-2022,Fam. Salg,136,27228,6,1963,
201,Villa,Hillerødvej 51,3540, Lynge,750000 ,20-12-2022,Alm. Salg,123,6098,6,1920,
201,Villa,Prunusvej 25,3450, Allerød,2550000 ,20-12-2022,Fam. Salg,160,15938,5,1971,
201,Villa,Kløvermarken 8,3540, Lynge,2435000 ,20-12-2022,Alm. Salg,123,19797,4,1968,-19%
201,Rækkehus,Mosevej 2A,3450, Allerød,7250000 ,19-12-2022,Alm. Salg,188,38564,5,1910,-5%
201,Villa,Birkholmvej 2,3540, Lynge,3900000 ,17-12-2022,Alm. Salg,140,27857,5,1969,-20%
201,Villa,Kollerødvej 53,3450, Allerød,677315 ,17-12-2022,Alm. Salg,130,4130,6,1974,
201,Villa,Solskrænten 21,3540, Lynge,3250000 ,13-12-2022,Alm. Salg,159,20440,4,1966,-7%
201,Villa,Frederiksborgvej 172,3450, Allerød,2150000 ,12-12-2022,Alm. Salg,120,17917,4,1949,-4%
201,Villa,Platanhaven 1,3450, Allerød,3950000 ,12-12-2022,Alm. Salg,131,30153,5,1975,-8%
201,Rækkehus,Blovstrød Byvej 10D,3450, Allerød,2500000 ,11-12-2022,Alm. Salg,90,27778,4,1961,-17%
201,Villa,Søtoften 13,3450, Allerød,3850000 ,08-12-2022,Alm. Salg,138,27899,4,1971,-9%
201,Villa,Høveltsbjergvej 14,3450, Allerød,2995000 ,06-12-2022,Alm. Salg,98,30561,3,1953,
201,Villa,Vejgårdsparken 13,3450, Allerød,2650000 ,05-12-2022,Alm. Salg,163,16258,7,1980,
201,Rækkehus,Kildebakken 14,3450, Allerød,1792500 ,04-12-2022,Fam. Salg,151,11871,5,1970,
