municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
563,Villa,Strandvejen 18,6720, Fanø,1125000 ,26-12-2022,Alm. Salg,105,10714,4,1890,
563,Villa,Buegangen 3,6720, Fanø,3075000 ,19-12-2022,Alm. Salg,243,12654,8,1825,-12%
563,Villa,Kløverengen 8,6720, Fanø,2940000 ,18-12-2022,Alm. Salg,149,19732,4,2009,-2%
563,Rækkehus,Vinkelvej 2,6720, Fanø,1825000 ,15-12-2022,Alm. Salg,118,15466,6,1863,-9%
563,Rækkehus,Hovedgaden 92G,6720, Fanø,1230000 ,15-12-2022,Alm. Salg,90,13667,3,1977,-12%
563,Rækkehus,Hovedgaden 6,6720, Fanø,2051000 ,04-12-2022,Fam. Salg,122,16811,4,1877,
563,Villa,Granvej 4,6720, Fanø,1750000 ,19-11-2022,Alm. Salg,165,10606,5,1972,-3%
563,Villa,Valdemarsvej 6,6720, Fanø,1449000 ,30-10-2022,Andet,197,7355,6,1897,
563,Villa,Stadionvej 10,6720, Fanø,1495000 ,28-10-2022,Alm. Salg,142,10528,5,1955,
563,Rækkehus,Dagmarsvej 8,6720, Fanø,2600000 ,04-10-2022,Alm. Salg,181,14365,5,1806,
563,Villa,Hovedgaden 130,6720, Fanø,2000000 ,30-09-2022,Alm. Salg,198,10101,5,1890,-5%
563,Villa,Bavnebjerg 55,6720, Fanø,1850000 ,29-09-2022,Alm. Salg,139,13309,4,1997,-7%
563,Villa,Spelmanns Toft 26,6720, Fanø,2498000 ,04-09-2022,Alm. Salg,173,14439,6,2008,
563,Ejerlejlighed,"Toftevej 1, st",6720, Fanø,400000 ,30-08-2022,Alm. Salg,78,5128,2,1920,
563,Villa,Landevejen 72,6720, Fanø,306108 ,30-08-2022,Alm. Salg,108,2834,5,1924,
563,Villa,Præstevænget 3,6720, Fanø,1550000 ,30-08-2022,Alm. Salg,150,10333,5,1965,-3%
563,Villa,Spelmanns Toft 45,6720, Fanø,2925000 ,08-08-2022,Alm. Salg,175,16714,5,2014,-4%
563,Villa,Præstevænget 1,6720, Fanø,2200000 ,26-07-2022,Alm. Salg,140,15714,6,1966,-12%
563,Villa,Vigensvej 13,6720, Fanø,2050000 ,13-07-2022,Alm. Salg,159,12893,5,1810,-11%
563,Villa,Vester Land 71,6720, Fanø,1630000 ,04-07-2022,Alm. Salg,172,9477,6,1979,
563,Villa,Landevejen 25,6720, Fanø,1850000 ,26-06-2022,Alm. Salg,95,19474,4,1960,-7%
563,Rækkehus,Bjerrevej 11,6720, Fanø,466666 ,21-06-2022,Fam. Salg,210,2222,8,1808,
563,Villa,Enggårdsvej 2,6720, Fanø,2075000 ,19-06-2022,Alm. Salg,177,11723,5,1972,-13%
