municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
440,Villa,Kertinge Bygade 57,5300, Kerteminde,209310 ,29-12-2022,Alm. Salg,166,1261,4,2008,
440,Villa,Elmevej 6,5300, Kerteminde,1700000 ,27-12-2022,Alm. Salg,108,15741,4,1963,-5%
440,Ejerlejlighed,"Andresens Købmandsgård 4, 1. th",5300, Kerteminde,1150000 ,21-12-2022,Alm. Salg,95,12105,2,1835,-10%
440,Villa,Hundslevvej 6,5350, Rynkeby,365000 ,21-12-2022,Alm. Salg,100,3650,4,1953,
440,Villa,Birkevej 2,5550, Langeskov,420000 ,20-12-2022,Alm. Salg,148,2838,4,1877,
440,Villa,Kærsangervænget 52,5550, Langeskov,750000 ,19-12-2022,Alm. Salg,121,6198,4,1977,
440,Villa,Munkebovej 8,5330, Munkebo,1395000 ,18-12-2022,Alm. Salg,135,10333,6,1900,
440,Villa,Vibevej 12,5550, Langeskov,1200000 ,18-12-2022,Alm. Salg,76,15789,3,1960,
440,Villa,Enebærvej 8,5550, Langeskov,1150000 ,15-12-2022,Alm. Salg,114,10088,4,1967,-4%
440,Villa,Birkemosen 17,5300, Kerteminde,143950 ,15-12-2022,Alm. Salg,165,872,5,2023,
440,Villa,Fynshovedvej 669,5390, Martofte,527000 ,14-12-2022,Fam. Salg,139,3791,4,1963,
440,Villa,Tavlundsvænget 10,5370, Mesinge,501500 ,14-12-2022,Fam. Salg,105,4776,2,1962,
440,Villa,Bakkegårds Allé 3,5550, Langeskov,2650000 ,14-12-2022,Alm. Salg,139,19065,5,2018,
440,Villa,Midskovvej 113,5370, Mesinge,2445000 ,13-12-2022,Alm. Salg,166,14729,5,1990,-2%
440,Ejerlejlighed,Tvindevej 74C,5350, Rynkeby,7183000 ,12-12-2022,Fam. Salg,105,68410,3,1864,
440,Villa,Mølleløkken 143,5300, Kerteminde,1835000 ,12-12-2022,Alm. Salg,141,13014,5,1972,-3%
440,Villa,Strandløkken 3,5330, Munkebo,2000000 ,12-12-2022,Alm. Salg,170,11765,5,1962,-9%
440,Villa,Odensevej 13,5550, Langeskov,1350000 ,12-12-2022,Andet,145,9310,4,1902,-3%
440,Villa,Lærkehaven 51,5330, Munkebo,815000 ,07-12-2022,Alm. Salg,115,7087,5,1977,-4%
440,Rækkehus,Strandgade 13,5300, Kerteminde,4000000 ,30-11-2022,Alm. Salg,80,50000,3,1877,
440,Villa,Grønvangen 131,5550, Langeskov,1625000 ,30-11-2022,Alm. Salg,120,13542,4,1989,-4%
440,Villa,Ladbyvej 35,5300, Kerteminde,1325000 ,30-11-2022,Alm. Salg,118,11229,6,1966,-5%
440,Villa,Glysingsvej 8,5300, Kerteminde,2370000 ,29-11-2022,Alm. Salg,128,18516,4,1965,-1%
440,Villa,Røjrupvej 16,5550, Langeskov,1495000 ,28-11-2022,Alm. Salg,131,11412,5,1946,-4%
440,Villa,Andekæret 189,5300, Kerteminde,2350000 ,27-11-2022,Alm. Salg,173,13584,5,1976,-6%
440,Villa,Birkevej 2,5550, Langeskov,420000 ,27-11-2022,Alm. Salg,148,2838,4,1877,
440,Villa,Dalby Bygade 22,5380, Dalby,800000 ,23-11-2022,Alm. Salg,132,6061,6,1978,-20%
440,Villa,Præstegyden 33,5300, Kerteminde,1700000 ,23-11-2022,Fam. Salg,159,10692,5,1970,
440,Villa,Hersnapvej 99,5380, Dalby,1560000 ,21-11-2022,Alm. Salg,158,9873,5,1962,-5%
440,Villa,Dalby Bygade 2B,5380, Dalby,1665000 ,21-11-2022,Alm. Salg,90,18500,3,1850,-2%
440,Villa,Kærsangervænget 27,5550, Langeskov,1725000 ,20-11-2022,Alm. Salg,177,9746,5,1977,-4%
440,Villa,Grønløkkevej 2,5300, Kerteminde,871476 ,20-11-2022,Alm. Salg,128,6808,5,1923,
440,Villa,Krokusvænget 11,5330, Munkebo,1795000 ,16-11-2022,Alm. Salg,100,17950,4,1986,-8%
440,Villa,Tårup Strandpark 29,5300, Kerteminde,1410420 ,15-11-2022,Alm. Salg,192,7346,6,2017,
440,Villa,Kristine Rudesvej 46,5300, Kerteminde,1820800 ,14-11-2022,Fam. Salg,279,6526,7,1935,
440,Villa,Kystvej 17,5300, Kerteminde,5201500 ,13-11-2022,Alm. Salg,112,46442,4,1949,4%
440,Villa,Røjrupvej 52,5550, Langeskov,750000 ,13-11-2022,Alm. Salg,92,8152,4,1964,
440,Villa,Hundslevvej 17,5350, Rynkeby,228055 ,10-11-2022,Alm. Salg,170,1342,5,1961,
440,Rækkehus,Tværgyden 4B,5550, Langeskov,1150000 ,08-11-2022,Fam. Salg,238,4832,5,1937,
440,Villa,Stejlestræde 1,5300, Kerteminde,2100000 ,08-11-2022,Alm. Salg,136,15441,6,1894,-12%
440,Villa,Odensevej 11,5550, Langeskov,200000 ,08-11-2022,Alm. Salg,177,1130,6,1904,
440,Villa,Drigstrup Bygade 4,5300, Kerteminde,400000 ,06-11-2022,Alm. Salg,122,3279,3,1780,-33%
440,Villa,Røjrupvej 56,5550, Langeskov,1300000 ,06-11-2022,Alm. Salg,150,8667,4,1972,-12%
440,Villa,Sybergsvej 2A,5300, Kerteminde,3595000 ,03-11-2022,Alm. Salg,194,18531,6,2000,
440,Villa,Kongshøj Alle 77,5300, Kerteminde,2450000 ,03-11-2022,Alm. Salg,144,17014,6,1988,-8%
440,Villa,Havnevejen 91,5300, Kerteminde,1100000 ,03-11-2022,Alm. Salg,112,9821,4,1979,-21%
440,Villa,Næsset 81,5330, Munkebo,647500 ,02-11-2022,Fam. Salg,140,4625,5,1972,
440,Villa,Bakkegårdsvej 6,5330, Munkebo,1650000 ,01-11-2022,Alm. Salg,130,12692,6,1986,
440,Rækkehus,Fynshovedvej 348,5380, Dalby,950000 ,31-10-2022,Alm. Salg,99,9596,4,1890,
440,Rækkehus,Lykkeshøj 11,5330, Munkebo,1900000 ,30-10-2022,Alm. Salg,127,14961,5,2007,-9%
440,Villa,Gyldenlund 12,5550, Langeskov,1600000 ,26-10-2022,Fam. Salg,134,11940,4,2001,
440,Villa,Stejlestræde 2,5300, Kerteminde,3900000 ,26-10-2022,Alm. Salg,168,23214,5,2003,-7%
440,Rækkehus,Peder Møllerstr 5,5300, Kerteminde,1250000 ,19-10-2022,Alm. Salg,117,10684,5,1898,-22%
440,Villa,Svalevænget 10,5550, Langeskov,1200000 ,19-10-2022,Alm. Salg,109,11009,4,1963,
440,Villa,Dalby Bygade 16B,5380, Dalby,782000 ,19-10-2022,Fam. Salg,143,5469,5,1974,
440,Villa,Rørsangervej 3,5550, Langeskov,2200000 ,14-10-2022,Alm. Salg,189,11640,5,1970,-2%
440,Rækkehus,Vestergade 21,5300, Kerteminde,4500000 ,06-10-2022,Alm. Salg,248,18145,9,1907,
440,Villa,Vestergade 104,5300, Kerteminde,5500000 ,06-10-2022,Alm. Salg,150,36667,7,1915,
440,Villa,Toften 103,5330, Munkebo,990000 ,06-10-2022,Alm. Salg,101,9802,4,1962,-10%
440,Villa,Bakkegårds Allé 42,5550, Langeskov,2757000 ,04-10-2022,Alm. Salg,151,18258,5,2008,2%
440,Villa,Strandlystvej 46,5330, Munkebo,1125000 ,02-10-2022,Alm. Salg,107,10514,4,1964,-10%
440,Villa,Tyrebakken 17,5300, Kerteminde,1825000 ,26-09-2022,Alm. Salg,115,15870,4,1960,-9%
440,Villa,Urupvej 138,5550, Langeskov,1250000 ,25-09-2022,Alm. Salg,246,5081,5,1900,
440,Villa,Mølkensvej 23,5300, Kerteminde,3850000 ,23-09-2022,Alm. Salg,125,30800,4,1963,
440,Villa,Mølleløkken 2,5300, Kerteminde,1895000 ,22-09-2022,Alm. Salg,110,17227,4,1970,
440,Villa,Bækskov 12,5290, Marslev,1300000 ,20-09-2022,Alm. Salg,100,13000,4,1962,-5%
440,Rækkehus,Vestergade 41,5300, Kerteminde,1520000 ,19-09-2022,Alm. Salg,83,18313,4,1900,
440,Villa,Ladbyvej 97,5300, Kerteminde,975000 ,19-09-2022,Alm. Salg,108,9028,4,1960,
440,Villa,Dosseringen 38,5300, Kerteminde,4750000 ,19-09-2022,Alm. Salg,149,31879,5,1968,
440,Villa,Snekkeled 34,5330, Munkebo,4350000 ,18-09-2022,Alm. Salg,136,31985,5,1987,-3%
440,Villa,Grønningen 15,5330, Munkebo,1150000 ,14-09-2022,Alm. Salg,162,7099,5,1972,-18%
440,Villa,Marslev Stationsvej 7,5290, Marslev,1690000 ,07-09-2022,Alm. Salg,150,11267,5,1972,-6%
440,Villa,Strandlystvej 10,5330, Munkebo,1580000 ,06-09-2022,Alm. Salg,112,14107,5,1965,-7%
440,Villa,Kongshøj Alle 36,5300, Kerteminde,2525000 ,05-09-2022,Alm. Salg,141,17908,5,1986,
440,Villa,Engvej 4,5550, Langeskov,1705000 ,05-09-2022,Alm. Salg,136,12537,4,1969,-4%
440,Villa,Revninge Bygade 14,5300, Kerteminde,675000 ,05-09-2022,Alm. Salg,94,7181,3,1913,-32%
440,Villa,Mølkæret 109,5330, Munkebo,624000 ,04-09-2022,Alm. Salg,108,5778,4,1962,
440,Villa,Tøndeskovrækken 65,5350, Rynkeby,250000 ,01-09-2022,Alm. Salg,102,2451,4,1897,-15%
440,Villa,Askvænget 1,5330, Munkebo,1300000 ,31-08-2022,Alm. Salg,122,10656,5,1975,-3%
440,Villa,Bakkevej 7,5550, Langeskov,1795000 ,31-08-2022,Alm. Salg,129,13915,4,1951,
440,Villa,Urupvej 105,5550, Langeskov,1385000 ,30-08-2022,Alm. Salg,162,8549,6,1850,-7%
440,Villa,Birkevej 10,5550, Langeskov,400000 ,29-08-2022,Alm. Salg,61,6557,2,1953,
440,Villa,Stenvænget 2,5330, Munkebo,2195000 ,28-08-2022,Alm. Salg,144,15243,5,1969,
440,Rækkehus,Vestergade 22,5300, Kerteminde,2600000 ,27-08-2022,Alm. Salg,171,15205,6,1750,-10%
440,Villa,Søgårds Alle 66,5550, Langeskov,571410 ,24-08-2022,Alm. Salg,154,3710,5,2023,
440,Villa,Birkevej 27,5550, Langeskov,622665 ,24-08-2022,Alm. Salg,171,3641,7,2023,
440,Villa,Søgårds Alle 30,5550, Langeskov,977925 ,24-08-2022,Alm. Salg,202,4841,6,2023,
440,Villa,Bakkegårdsvej 40,5330, Munkebo,2295000 ,22-08-2022,Alm. Salg,145,15828,5,1979,-4%
440,Villa,Spurvevænget 5,5550, Langeskov,1715000 ,21-08-2022,Alm. Salg,140,12250,4,1968,-4%
440,Villa,Strandlystvej 14,5330, Munkebo,1465000 ,16-08-2022,Alm. Salg,105,13952,4,1963,-2%
440,Villa,Fjordvej 123,5330, Munkebo,1100000 ,14-08-2022,Alm. Salg,171,6433,4,1971,
440,Villa,Nymarken 55,5300, Kerteminde,550000 ,08-08-2022,Fam. Salg,99,5556,4,1962,
440,Villa,Alléparken 10,5290, Marslev,2550000 ,08-08-2022,Alm. Salg,159,16038,6,2008,-4%
440,Villa,Krabbegårdsvej 65,5330, Munkebo,2495000 ,08-08-2022,Alm. Salg,238,10483,6,1978,
440,Rækkehus,Fiskergade 7,5300, Kerteminde,2695000 ,07-08-2022,Alm. Salg,73,36918,3,1777,-10%
440,Villa,Skovgårds Alle 5,5550, Langeskov,601250 ,03-08-2022,Alm. Salg,172,3496,5,2022,
440,Villa,Krabbegårdsvej 9,5330, Munkebo,2150000 ,03-08-2022,Alm. Salg,249,8635,4,1986,-10%
440,Rækkehus,Langegade 103,5300, Kerteminde,1640000 ,02-08-2022,Alm. Salg,82,20000,4,1750,-3%
440,Rækkehus,Varehøj 5,5330, Munkebo,1550000 ,02-08-2022,Alm. Salg,98,15816,3,2007,
440,Villa,Vandværksvej 10,5550, Langeskov,995000 ,02-08-2022,Alm. Salg,174,5718,4,1947,
440,Villa,Skyttegade 3,5300, Kerteminde,1105000 ,31-07-2022,Fam. Salg,82,13476,7,1929,
440,Villa,Takshaven 11,5330, Munkebo,1665000 ,29-07-2022,Alm. Salg,167,9970,7,1977,-7%
440,Villa,Jernbanegade 24,5550, Langeskov,1535000 ,27-07-2022,Alm. Salg,156,9840,7,1907,-4%
440,Villa,Rødsbækvej 52,5370, Mesinge,2500000 ,27-07-2022,Alm. Salg,237,10549,7,1905,-4%
440,Villa,Bækskov 24,5290, Marslev,603500 ,25-07-2022,Fam. Salg,84,7185,4,1960,
440,Villa,Nyborgvej 7,5550, Langeskov,1095000 ,22-07-2022,Alm. Salg,123,8902,4,1895,
440,Villa,Hundslevvej 9,5350, Rynkeby,900000 ,21-07-2022,Alm. Salg,120,7500,5,1962,
440,Villa,Daltoften 9,5550, Langeskov,1675000 ,20-07-2022,Alm. Salg,123,13618,4,1986,2%
440,Villa,Pilelunden 65,5550, Langeskov,2325000 ,19-07-2022,Alm. Salg,159,14623,5,1978,
440,Villa,Enghavevej 7,5290, Marslev,1050000 ,17-07-2022,Alm. Salg,177,3818,9,1898,-12%
440,Villa,Strandlystvej 39,5330, Munkebo,1475000 ,17-07-2022,Alm. Salg,119,12395,4,1967,-8%
440,Villa,Mosevangen 108,5330, Munkebo,1575000 ,14-07-2022,Alm. Salg,116,13578,4,1972,-7%
440,Villa,Vibevej 15,5300, Kerteminde,2390000 ,13-07-2022,Alm. Salg,138,17319,5,1976,-4%
440,Villa,Drigstrup Bygade 19,5300, Kerteminde,800000 ,13-07-2022,Alm. Salg,150,4762,4,1813,-11%
440,Villa,Mosegårdsvej 65,5380, Dalby,1250000 ,12-07-2022,Alm. Salg,169,7396,6,1934,-15%
440,Villa,Risvænget 20,5550, Langeskov,900000 ,10-07-2022,Alm. Salg,164,5488,7,1976,
440,Villa,Hulvejsbakken 5,5330, Munkebo,864360 ,07-07-2022,Fam. Salg,142,6087,4,1969,
440,Villa,Slåenhaven 50,5550, Langeskov,2800000 ,06-07-2022,Alm. Salg,159,17610,6,1989,
440,Villa,Skovgårds Alle 46,5550, Langeskov,669500 ,06-07-2022,Alm. Salg,180,3719,5,2023,
440,Rækkehus,Fiskergade 24,5300, Kerteminde,1795000 ,03-07-2022,Alm. Salg,70,25643,3,1830,-3%
440,Villa,Hundslevgyden 15,5300, Kerteminde,1725000 ,03-07-2022,Alm. Salg,148,11655,4,1800,-4%
440,Rækkehus,Toften 318,5330, Munkebo,930000 ,30-06-2022,Alm. Salg,98,9490,4,1972,-7%
440,Villa,Nordre Skovgyde 21,5370, Mesinge,835000 ,30-06-2022,Alm. Salg,156,5353,5,1827,-7%
440,Villa,Fjordvej 135,5330, Munkebo,1050000 ,30-06-2022,Alm. Salg,121,8678,4,1933,
440,Villa,Tave Bonden 1,5550, Langeskov,2845000 ,28-06-2022,Alm. Salg,144,19757,4,2020,
440,Villa,Slåenhaven 1,5550, Langeskov,1960000 ,26-06-2022,Alm. Salg,118,16610,4,1998,-2%
440,Villa,Dalstrøget 21,5550, Langeskov,644417 ,26-06-2022,Alm. Salg,129,4995,4,1974,
440,Villa,Hinkesvej 2,5300, Kerteminde,2725000 ,25-06-2022,Alm. Salg,110,24773,5,1927,-3%
440,Villa,Bakkegårds Allé 35,5550, Langeskov,4100000 ,25-06-2022,Alm. Salg,162,25309,6,2018,-2%
440,Villa,Mølkæret 205,5330, Munkebo,1495000 ,24-06-2022,Alm. Salg,144,10382,6,1962,
440,Villa,Røjrupvej 31,5550, Langeskov,1930000 ,23-06-2022,Alm. Salg,134,14403,4,1949,-3%
440,Villa,Birkevænget 11,5330, Munkebo,1850000 ,22-06-2022,Alm. Salg,223,8296,7,1976,-7%
440,Villa,Birkevej 2,5550, Langeskov,200000 ,14-06-2022,Alm. Salg,148,1351,4,1877,
440,Villa,Birkevej 34,5550, Langeskov,1200000 ,13-06-2022,Alm. Salg,181,6630,5,2023,
440,Villa,Alléparken 92,5290, Marslev,1025000 ,13-06-2022,Fam. Salg,139,7374,5,1998,
440,Ejerlejlighed,"Vestergade 1, 2",5300, Kerteminde,1525000 ,12-06-2022,Alm. Salg,95,16053,3,1847,-4%
440,Villa,Mosevangen 206,5330, Munkebo,1150000 ,12-06-2022,Alm. Salg,112,10268,4,1962,-4%
440,Villa,Kertinge Bygade 46,5300, Kerteminde,3450000 ,10-06-2022,Alm. Salg,174,19828,4,2000,-1%
440,Villa,Grønløkkevej 2,5300, Kerteminde,888404 ,09-06-2022,Fam. Salg,128,6941,5,1923,
440,Villa,Esterhøjvej 18,5370, Mesinge,930000 ,08-06-2022,Alm. Salg,113,8230,4,1967,
440,Villa,Fasanvej 1,5550, Langeskov,470000 ,08-06-2022,Alm. Salg,98,4796,4,1964,
440,Villa,Tårup Strandpark 95,5300, Kerteminde,1173648 ,08-06-2022,Alm. Salg,167,7028,5,2023,
440,Villa,Dyssevænget 6,5330, Munkebo,2000000 ,02-06-2022,Alm. Salg,118,16949,4,1970,-9%
440,Villa,Lille Vibyvej 50A,5300, Kerteminde,3525000 ,02-06-2022,Alm. Salg,216,16319,4,1914,-7%
440,Villa,Rørsangervej 6,5550, Langeskov,550000 ,02-06-2022,Andet,113,4867,4,1970,
440,Villa,Skovvangsvej 6,5550, Langeskov,740000 ,01-06-2022,Fam. Salg,106,6981,3,1946,
440,Villa,Kongshøj Alle 93,5300, Kerteminde,2300000 ,31-05-2022,Alm. Salg,137,16788,4,1995,0%
440,Villa,Mølleløkken 55,5300, Kerteminde,1263723 ,31-05-2022,Fam. Salg,125,10110,4,1969,
440,Rækkehus,Toften 142,5330, Munkebo,840000 ,30-05-2022,Alm. Salg,98,8571,4,1972,-6%
440,Villa,Mosevangen 121,5330, Munkebo,1150000 ,30-05-2022,Alm. Salg,132,8712,5,1971,-11%
440,Villa,Bakkegårds Allé 47,5550, Langeskov,2655000 ,25-05-2022,Alm. Salg,136,19522,5,2017,0%
440,Villa,Fynshovedvej 391,5380, Dalby,125000 ,22-05-2022,Fam. Salg,130,962,6,1941,
440,Villa,Nattergalevej 12,5550, Langeskov,2315000 ,22-05-2022,Alm. Salg,192,12057,5,1973,-3%
440,Rækkehus,Vestergade 21,5300, Kerteminde,5000000 ,19-05-2022,Alm. Salg,248,20161,9,1907,
440,Villa,Fabers Alle 30,5300, Kerteminde,1150000 ,19-05-2022,Alm. Salg,161,7143,6,1999,
440,Villa,Marslev Byvej 21,5290, Marslev,2535000 ,18-05-2022,Alm. Salg,179,14162,6,1887,-8%
440,Villa,Stavnsagergyden 1,5550, Langeskov,1200000 ,18-05-2022,Alm. Salg,148,8108,5,1931,-13%
440,Villa,Krogen 2,5370, Mesinge,780000 ,18-05-2022,Andet,155,5032,6,1897,
440,Villa,Havrevænget 8,5550, Langeskov,1195000 ,18-05-2022,Alm. Salg,120,9958,4,1973,
440,Villa,Erantisvænget 14,5330, Munkebo,1300000 ,17-05-2022,Fam. Salg,123,10569,4,1987,
440,Villa,Kastanievej 16,5550, Langeskov,2100000 ,17-05-2022,Alm. Salg,156,13462,6,1969,-2%
440,Villa,Andekæret 8,5300, Kerteminde,3500000 ,16-05-2022,Alm. Salg,223,15695,6,1973,-3%
440,Villa,Krabbegårdsvej 51,5330, Munkebo,2175000 ,15-05-2022,Alm. Salg,165,13182,5,1977,-3%
440,Villa,Fynshovedvej 297,5380, Dalby,48383093 ,11-05-2022,Andet,225,215036,12,1900,
440,Villa,Skovsbovej 3,5350, Rynkeby,1495000 ,11-05-2022,Alm. Salg,131,11412,3,1963,
440,Villa,Stationsvej 144,5330, Munkebo,1330000 ,10-05-2022,Alm. Salg,140,9500,6,1949,-1%
440,Villa,Nordre Skovvænge 67,5370, Mesinge,1800000 ,09-05-2022,Alm. Salg,160,11250,6,1900,-10%
440,Villa,Lærkevej 13,5550, Langeskov,419500 ,09-05-2022,Fam. Salg,126,3329,5,1964,
440,Villa,Den Brede Gyde 5,5550, Langeskov,775000 ,08-05-2022,Alm. Salg,110,7045,4,1965,-13%
440,Villa,Kærsangervænget 97,5550, Langeskov,1595000 ,04-05-2022,Alm. Salg,115,13870,4,1974,
440,Villa,Odensevej 24,5550, Langeskov,1825000 ,03-05-2022,Alm. Salg,157,11624,4,1947,
440,Villa,Kertinge Bygade 10,5300, Kerteminde,2615000 ,03-05-2022,Alm. Salg,164,15945,6,1850,
440,Villa,Birkevej 25,5550, Langeskov,830130 ,03-05-2022,Alm. Salg,179,4638,6,2023,
440,Villa,Lærkehaven 11,5330, Munkebo,1355000 ,02-05-2022,Alm. Salg,148,9155,5,1976,-3%
440,Villa,Birkevej 31,5550, Langeskov,542750 ,02-05-2022,Alm. Salg,164,3309,5,2022,
440,Villa,Nonnebovej 11,5550, Langeskov,780000 ,01-05-2022,Alm. Salg,188,4149,6,1900,-2%
440,Villa,Revninge Bygade 22,5300, Kerteminde,1515000 ,28-04-2022,Alm. Salg,104,14567,5,1962,-5%
440,Villa,Hans Tausensgade 66,5550, Langeskov,1450000 ,28-04-2022,Alm. Salg,194,7474,7,1962,
440,Villa,Dalsgårdsvej 41,5350, Rynkeby,875000 ,28-04-2022,Fam. Salg,170,5147,5,2010,
440,Villa,Slåenhaven 1,5550, Langeskov,975000 ,27-04-2022,Fam. Salg,118,8263,4,1998,
440,Villa,Skyttegade 13,5300, Kerteminde,4100000 ,27-04-2022,Alm. Salg,102,40196,4,1926,
440,Villa,Regnar Langesvej 8,5300, Kerteminde,1595000 ,27-04-2022,Alm. Salg,112,14241,4,1980,
440,Rækkehus,Hans Schacksvej 14,5300, Kerteminde,352727 ,24-04-2022,Fam. Salg,113,2449,3,1750,
440,Villa,Marslev Byvej 39,5290, Marslev,1500000 ,24-04-2022,Alm. Salg,147,10204,4,1965,-6%
440,Villa,Lærkehaven 3,5330, Munkebo,1895000 ,23-04-2022,Alm. Salg,148,12804,5,1976,
440,Villa,Bakkegårdsvej 7,5390, Martofte,1950000 ,23-04-2022,Alm. Salg,210,9286,9,1890,3%
440,Villa,Søndervænget 2,5380, Dalby,1150000 ,21-04-2022,Alm. Salg,130,5610,8,1968,
