municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square meters,square meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
165,Rækkehus,Poppelhusene 113,2600, Glostrup,3250000,2017-09-21,Alm. Salg,107,30374,4,1971,9%
165,Villa,Hasselhaven 73,2600, Glostrup,3099000,2017-09-21,Alm. Salg,136,22787,4,1969,-2%
165,Rækkehus,Præstehusene 22,2620, Albertslund,2600000,2017-09-18,Alm. Salg,151,17219,4,1970,-4%
165,Rækkehus,Degnehusene 97,2620, Albertslund,2500000,2017-09-17,Alm. Salg,151,16556,4,1972,-2%
165,Rækkehus,Tornegårdsvej 17,2620, Albertslund,2875000,2017-09-17,Alm. Salg,129,22287,4,2014,
165,Rækkehus,Tranehusene 3,2620, Albertslund,2495000,2017-09-12,Alm. Salg,108,23102,4,1972,
165,Rækkehus,Falkehusene 57,2620, Albertslund,2400000,2017-09-12,Alm. Salg,108,22222,5,1969,-4%
165,Villa,Lodager 49,2620, Albertslund,4100000,2017-09-12,Alm. Salg,171,23977,4,1967,3%
165,Rækkehus,Birkelundsvej 38,2620, Albertslund,3000000,2017-09-11,Alm. Salg,130,23077,4,2011,-3%
165,Rækkehus,Rytterhusene 41,2620, Albertslund,2298000,2017-09-08,Alm. Salg,108,21278,4,1968,
165,Rækkehus,Præstehusene 121,2620, Albertslund,2795000,2017-09-04,Alm. Salg,156,17917,4,1970,
165,Villa,Porsager 65,2620, Albertslund,3150000,2017-09-02,Alm. Salg,120,26250,4,1971,-3%
165,Rækkehus,Humlehusene 16,2620, Albertslund,2625000,2017-08-30,Alm. Salg,156,16827,4,1971,-3%
165,Rækkehus,Rytterhusene 19,2620, Albertslund,2595000,2017-08-30,Alm. Salg,106,24481,4,1968,
165,Ejerlejlighed,"Topperne 24, 2. 24",2620, Albertslund,1075000,2017-08-30,Alm. Salg,49,21939,2,1972,-2%
165,Rækkehus,Præstehusene 44,2620, Albertslund,2650000,2017-08-28,Alm. Salg,144,18403,4,1970,
165,Villa,Randager 128,2620, Albertslund,2600000,2017-08-20,Alm. Salg,127,20472,5,1966,-7%
165,Rækkehus,Tranehusene 70,2620, Albertslund,2350000,2017-08-17,Alm. Salg,108,21759,4,1972,
165,Rækkehus,Elmehusene 206,2600, Glostrup,2295000,2017-08-17,Alm. Salg,96,23906,4,1968,
165,Rækkehus,Robinievej 99,2620, Albertslund,2950000,2017-08-17,Alm. Salg,131,22519,4,2008,
165,Rækkehus,Fyrrehusene 33,2600, Glostrup,1210455,2017-08-16,Andet,110,11004,5,1972,
165,Ejerlejlighed,"Topperne 6, 3. 31",2620, Albertslund,1800000,2017-08-10,Alm. Salg,102,17647,4,1971,0%
165,Villa,Randager 50,2620, Albertslund,3600000,2017-08-10,Alm. Salg,175,20571,6,1966,-1%
165,Rækkehus,Birkelundsvej 23,2620, Albertslund,2950000,2017-08-08,Alm. Salg,131,22519,4,2011,-5%
165,Rækkehus,Tornegårdsvej 9,2620, Albertslund,2700000,2017-08-08,Alm. Salg,129,20930,4,2014,-3%
165,Rækkehus,Præstehusene 63,2620, Albertslund,1530000,2017-08-07,Fam. Salg,151,10132,4,1970,
165,Rækkehus,Jægerhusene 47,2620, Albertslund,350625,2017-08-07,Fam. Salg,106,3308,4,1968,
165,Ejerlejlighed,"Topperne 32, 2. 21",2620, Albertslund,2000000,2017-08-06,Alm. Salg,97,20619,4,1972,-5%
165,Ejerlejlighed,"Topperne 12, 3. 33",2620, Albertslund,1800000,2017-08-06,Alm. Salg,97,18557,4,1971,-3%
165,Villa,Rudeland 11,2620, Albertslund,3695000,2017-08-03,Alm. Salg,148,24966,5,2001,
165,Villa,Horsholmstræde 9,2620, Albertslund,3900000,2017-08-02,Alm. Salg,156,25000,3,1986,-2%
165,Rækkehus,Glentehusene 54,2620, Albertslund,2300000,2017-08-01,Alm. Salg,108,21296,4,1968,-2%
165,Rækkehus,Elmehusene 59,2600, Glostrup,2295000,2017-07-31,Alm. Salg,96,23906,4,1967,
165,Rækkehus,Pilehusene 2,2600, Glostrup,2195000,2017-07-30,Alm. Salg,114,19254,4,1973,
165,Villa,Enebærhaven 33,2620, Albertslund,3700000,2017-07-30,Alm. Salg,165,22424,4,1969,-3%
165,Rækkehus,Fiskerhusene 45,2620, Albertslund,2150000,2017-07-27,Alm. Salg,106,20283,4,1968,-3%
165,Villa,Porsager 42,2620, Albertslund,786250,2017-07-25,Fam. Salg,117,6720,4,1966,
165,Rækkehus,Pilehusene 154,2600, Glostrup,2200000,2017-07-24,Alm. Salg,114,19298,4,1973,
165,Ejerlejlighed,"Topperne 6, 3. 31",2620, Albertslund,1650000,2017-07-24,Alm. Salg,102,16176,4,1971,-8%
165,Rækkehus,Tranehusene 18,2620, Albertslund,2495000,2017-07-23,Alm. Salg,108,23102,5,1972,
165,Ejerlejlighed,"Topperne 1, st. 2",2620, Albertslund,545000,2017-07-23,Alm. Salg,33,16515,1,1972,-8%
165,Villa,Porsager 23,2620, Albertslund,3125000,2017-07-23,Alm. Salg,130,24038,4,1968,-2%
165,Rækkehus,Falkehusene 48,2620, Albertslund,2295000,2017-07-20,Alm. Salg,106,21651,4,1968,
165,Villa,Hasselhaven 23,2600, Glostrup,3195000,2017-07-19,Alm. Salg,153,20882,5,1969,
165,Rækkehus,Fiskerhusene 67,2620, Albertslund,2050000,2017-07-17,Alm. Salg,108,18981,5,1968,
165,Ejerlejlighed,Mölndalsparken 43,2620, Albertslund,1600000,2017-07-16,Alm. Salg,69,23188,3,1986,-3%
165,Rækkehus,Skriverhusene 18,2620, Albertslund,2095500,2017-07-13,Alm. Salg,108,19403,5,1969,0%
165,Rækkehus,Jægerhusene 87,2620, Albertslund,950000,2017-07-13,Alm. Salg,108,8796,4,1968,
165,Rækkehus,Birkelundsvej 3,2620, Albertslund,3000000,2017-07-11,Alm. Salg,135,22222,4,2011,-6%
165,Rækkehus,Bispehusene 14,2620, Albertslund,2395000,2017-07-09,Alm. Salg,108,22176,5,1972,
165,Rækkehus,Præstehusene 38,2620, Albertslund,2795000,2017-07-05,Alm. Salg,156,17917,4,1970,
165,Rækkehus,Glentehusene 41,2620, Albertslund,2475000,2017-07-05,Alm. Salg,108,22917,5,1968,-1%
165,Rækkehus,Poppelhusene 49,2600, Glostrup,2465000,2017-07-05,Alm. Salg,120,20542,5,1974,-1%
165,Ejerlejlighed,"Topperne 7, 2. 22",2620, Albertslund,1050000,2017-07-03,Alm. Salg,49,21429,2,1972,-4%
165,Villa,Randager 128,2620, Albertslund,2600000,2017-07-02,Alm. Salg,127,20472,5,1966,-7%
165,Villa,Mørkager 22,2620, Albertslund,3175000,2017-07-02,Alm. Salg,161,19720,5,1967,-3%
165,Rækkehus,Degnehusene 66,2620, Albertslund,2800000,2017-06-29,Alm. Salg,152,18421,4,1972,-3%
165,Ejerlejlighed,"Topperne 1, 2. 22",2620, Albertslund,920000,2017-06-28,Alm. Salg,49,18776,2,1972,
165,Villa,Kvædehaven 61,2600, Glostrup,2800000,2017-06-28,Alm. Salg,149,18792,5,1968,
165,Villa,Kongsager 69,2620, Albertslund,2800000,2017-06-27,Alm. Salg,124,22581,4,1966,-3%
165,Rækkehus,Bispehusene 8,2620, Albertslund,2299000,2017-06-25,Alm. Salg,108,21287,4,1972,-4%
165,Ejerlejlighed,"Topperne 22, 2. 23",2620, Albertslund,1948000,2017-06-25,Alm. Salg,102,19098,4,1972,
165,Ejerlejlighed,"Kanaltorvet 8, 3. 37",2620, Albertslund,1050100,2017-06-25,Alm. Salg,59,17798,1,1970,6%
165,Rækkehus,Rytterhusene 38,2620, Albertslund,2395000,2017-06-24,Alm. Salg,108,22176,5,1968,
165,Rækkehus,Robinievej 70,2620, Albertslund,3030000,2017-06-24,Alm. Salg,136,22279,4,2008,-2%
165,Rækkehus,Tornegårdsvej 68,2620, Albertslund,2625000,2017-06-21,Alm. Salg,121,21694,4,2008,-3%
165,Rækkehus,Robinievej 77,2620, Albertslund,2825000,2017-06-20,Alm. Salg,116,24353,4,2008,-2%
165,Villa,Mørkager 3,2620, Albertslund,3175000,2017-06-19,Alm. Salg,145,19242,6,1966,-4%
165,Ejerlejlighed,"Topperne 32, 3. 33",2620, Albertslund,1850000,2017-06-18,Alm. Salg,100,18500,4,1972,-2%
165,Villa,Mørkager 42,2620, Albertslund,3520000,2017-06-17,Alm. Salg,195,18051,5,1970,1%
165,Rækkehus,Rytterhusene 22,2620, Albertslund,2195000,2017-06-15,Alm. Salg,106,20708,4,1968,
165,Ejerlejlighed,"Topperne 16, st. 2",2620, Albertslund,595000,2017-06-15,Alm. Salg,33,18030,1,1971,
165,Rækkehus,Præstehusene 41,2620, Albertslund,1530000,2017-06-11,Fam. Salg,144,10625,4,1969,
165,Rækkehus,Poppelhusene 37,2600, Glostrup,2651000,2017-06-07,Alm. Salg,120,22092,5,1974,2%
165,Rækkehus,Falkehusene 36,2620, Albertslund,2395000,2017-06-06,Alm. Salg,106,22594,5,1968,
165,Villa,Herstedøstergade 28,2620, Albertslund,4000000,2017-06-05,Alm. Salg,170,23529,5,1968,-2%
165,Ejerlejlighed,"Topperne 5, st. 3",2620, Albertslund,1900000,2017-06-04,Alm. Salg,100,19000,4,1972,-2%
165,Ejerlejlighed,"Topperne 9, st. 2",2620, Albertslund,400000,2017-05-31,Alm. Salg,33,12121,1,1972,
165,Villa,Borgager 20,2620, Albertslund,2745000,2017-05-27,Alm. Salg,131,20954,5,1967,-1%
165,Villa,Hvidager 34,2620, Albertslund,1347500,2017-05-25,Fam. Salg,130,10365,4,1972,
165,Rækkehus,Elmehusene 195,2600, Glostrup,1800000,2017-05-24,Alm. Salg,96,18750,4,1967,-10%
165,Ejerlejlighed,"Topperne 24, 3. 32",2620, Albertslund,980000,2017-05-24,Alm. Salg,49,20000,2,1972,-2%
165,Rækkehus,Vridsløsestræde 2,2620, Albertslund,1825000,2017-05-23,Alm. Salg,91,20055,3,1859,-7%
165,Rækkehus,Elmehusene 85,2600, Glostrup,2095000,2017-05-22,Alm. Salg,96,21823,4,1967,
165,Ejerlejlighed,"Topperne 6, 1. 13",2620, Albertslund,1925000,2017-05-21,Alm. Salg,97,19845,4,1971,-4%
165,Ejerlejlighed,Egebo 18A,2620, Albertslund,2995000,2017-05-21,Alm. Salg,147,20374,5,2008,
165,Villa,Rudeland 9,2620, Albertslund,3750000,2017-05-17,Alm. Salg,218,15369,4,1961,-4%
165,Villa,Grønneled 13,2620, Albertslund,2150000,2017-05-15,Alm. Salg,96,22396,3,1961,-4%
165,Villa,Kratager 56,2620, Albertslund,4800000,2017-05-15,Alm. Salg,196,24490,7,2005,-2%
165,Rækkehus,Præstehusene 91,2620, Albertslund,1088164,2017-05-14,Fam. Salg,151,7206,4,1970,
165,Villa,Kongsager 70,2620, Albertslund,2800000,2017-05-14,Alm. Salg,122,22951,4,1965,-2%
165,Rækkehus,Skyttehusene 75,2620, Albertslund,2495000,2017-05-13,Alm. Salg,106,23538,5,1968,
165,Villa,Snebærhaven 98,2620, Albertslund,2795000,2017-05-10,Alm. Salg,105,26619,4,1969,
165,Villa,Lavager 31,2620, Albertslund,4100000,2017-05-09,Alm. Salg,210,19524,5,1967,-2%
165,Rækkehus,Elmehusene 209,2600, Glostrup,2250000,2017-05-08,Alm. Salg,96,23438,4,1967,
165,Rækkehus,Tornegårdsvej 22,2620, Albertslund,2800000,2017-05-08,Alm. Salg,119,23529,4,2014,
165,Rækkehus,Jægerhusene 44,2620, Albertslund,1150000,2017-05-07,Fam. Salg,106,10849,4,1968,
165,Rækkehus,Tranehusene 32,2620, Albertslund,2495000,2017-05-06,Alm. Salg,110,22682,4,1972,
165,Villa,Platanhaven 92,2600, Glostrup,3900000,2017-05-02,Alm. Salg,145,26897,5,1966,-2%
165,Rækkehus,Fyrrehusene 50,2600, Glostrup,2199000,2017-05-01,Alm. Salg,110,19991,4,1973,
165,Ejerlejlighed,"Topperne 7, st. 2",2620, Albertslund,625000,2017-04-30,Alm. Salg,33,18939,1,1972,
165,Villa,Kongsager 56,2620, Albertslund,3065000,2017-04-30,Alm. Salg,139,22050,4,1966,-4%
165,Villa,Skærager 2,2620, Albertslund,2450000,2017-04-26,Alm. Salg,124,19758,4,1966,-6%
165,Rækkehus,Elmehusene 62,2600, Glostrup,2235000,2017-04-24,Alm. Salg,96,23281,4,1968,-1%
165,Ejerlejlighed,"Kanaltorvet 8, 2. 20",2620, Albertslund,1098000,2017-04-22,Alm. Salg,59,18610,1,1970,
165,Villa,Mørkager 11,2620, Albertslund,2973000,2017-04-22,Alm. Salg,161,18466,6,1966,-1%
165,Rækkehus,Elmehusene 230,2600, Glostrup,2299000,2017-04-18,Alm. Salg,100,22990,4,1968,
165,Ejerlejlighed,"Topperne 14, 1. 12",2620, Albertslund,552500,2017-04-11,Fam. Salg,49,11276,2,1971,
165,Rækkehus,Birkelundsvej 21,2620, Albertslund,3095000,2017-04-10,Alm. Salg,131,23626,4,2011,
165,Rækkehus,Elmehusene 176,2600, Glostrup,2300000,2017-04-03,Alm. Salg,100,23000,4,1969,-4%
165,Villa,Kvædehaven 31,2600, Glostrup,2800000,2017-03-30,Alm. Salg,135,20741,5,1967,-7%
165,Rækkehus,Humlehusene 74,2620, Albertslund,2900000,2017-03-29,Alm. Salg,156,18590,5,1971,
165,Ejerlejlighed,Mölndalsparken 79,2620, Albertslund,1695000,2017-03-29,Alm. Salg,69,24565,3,1986,
165,Rækkehus,Birkelundsvej 17,2620, Albertslund,3095000,2017-03-28,Alm. Salg,131,23626,4,2011,
165,Ejerlejlighed,"Topperne 24, 3. 31",2620, Albertslund,1600000,2017-03-28,Alm. Salg,102,15686,4,1972,
165,Ejerlejlighed,"Topperne 12, st. 2",2620, Albertslund,400000,2017-03-27,Alm. Salg,33,12121,1,1971,-27%
165,Rækkehus,Tornegårdsvej 20,2620, Albertslund,2855000,2017-03-26,Alm. Salg,119,23992,4,2014,0%
165,Rækkehus,Birkelundsvej 16,2620, Albertslund,2600000,2017-03-23,Alm. Salg,110,23636,4,2011,-4%
165,Villa,Toftestræde 4,2620, Albertslund,3000000,2017-03-21,Alm. Salg,139,21583,4,1987,-6%
165,Rækkehus,Elmehusene 45,2600, Glostrup,2220000,2017-03-20,Alm. Salg,100,22200,4,1967,-1%
165,Ejerlejlighed,"Topperne 24, st. 2",2620, Albertslund,540000,2017-03-20,Alm. Salg,33,16364,1,1972,-10%
165,Villa,Hasselhaven 30,2600, Glostrup,2700000,2017-03-20,Fam. Salg,182,14835,5,1969,
165,Ejerlejlighed,Mölndalsparken 81,2620, Albertslund,1600000,2017-03-19,Alm. Salg,69,23188,3,1986,-3%
165,Rækkehus,Skyttehusene 25,2620, Albertslund,2345000,2017-03-18,Alm. Salg,106,22123,4,1968,-2%
165,Villa,Platanhaven 94,2600, Glostrup,3580000,2017-03-18,Alm. Salg,149,24027,5,1966,-3%
165,Villa,Sprøjtehusstræde 9,2620, Albertslund,3600000,2017-03-16,Alm. Salg,230,15652,6,1800,-3%
165,Ejerlejlighed,"Topperne 28, st. 2",2620, Albertslund,535000,2017-03-15,Alm. Salg,33,16212,1,1972,-3%
165,Ejerlejlighed,"Kanaltorvet 8, 2. 14",2620, Albertslund,830000,2017-03-15,Alm. Salg,62,13387,1,1970,-4%
165,Villa,Kratager 20,2620, Albertslund,2650000,2017-03-15,Alm. Salg,140,18929,5,1967,-2%
165,Rækkehus,Gamle Landevej 21F,2620, Albertslund,3850000,2017-03-14,Alm. Salg,168,22917,4,2009,-4%
165,Rækkehus,Stenstræde 5A,2620, Albertslund,3915000,2017-03-13,Alm. Salg,143,27378,5,1986,-2%
165,Rækkehus,Skriverhusene 2,2620, Albertslund,1100000,2017-03-13,Alm. Salg,108,10185,4,1969,
165,Ejerlejlighed,"Topperne 5, 1. 14",2620, Albertslund,995000,2017-03-13,Alm. Salg,49,20306,2,1972,
165,Villa,Borgager 40,2620, Albertslund,3195000,2017-03-11,Alm. Salg,173,18468,4,1965,
165,Ejerlejlighed,"Topperne 10, 2. 24",2620, Albertslund,985000,2017-03-09,Alm. Salg,49,20102,2,1971,
165,Villa,Blankager 63,2620, Albertslund,3495000,2017-03-08,Alm. Salg,155,22548,6,1967,
165,Villa,Damgårdsvej 17,2620, Albertslund,2400000,2017-03-07,Alm. Salg,94,25532,4,1953,-2%
165,Rækkehus,Glentehusene 56,2620, Albertslund,2360000,2017-03-06,Alm. Salg,106,22264,5,1968,
165,Villa,Vridsløsestræde 15,2620, Albertslund,2150000,2017-03-06,Alm. Salg,117,18376,4,1968,-6%
165,Rækkehus,Birkelundsvej 9,2620, Albertslund,2950000,2017-03-04,Alm. Salg,132,22348,4,2011,-3%
165,Villa,Hvidager 10,2620, Albertslund,2575000,2017-03-04,Alm. Salg,167,15419,6,1967,-3%
165,Rækkehus,Degnehusene 3,2620, Albertslund,2650000,2017-03-02,Alm. Salg,152,17434,4,1972,-5%
165,Rækkehus,Robinievej 123,2620, Albertslund,2995000,2017-03-02,Alm. Salg,131,22863,5,2008,
165,Rækkehus,Rypehusene 64,2620, Albertslund,2365000,2017-03-01,Alm. Salg,108,21898,4,1972,-1%
165,Ejerlejlighed,"Topperne 16, 2. 24",2620, Albertslund,945000,2017-02-28,Alm. Salg,49,19286,2,1971,
165,Ejerlejlighed,"Topperne 2, st. 4",2620, Albertslund,895000,2017-02-28,Alm. Salg,49,18265,2,1971,
165,Rækkehus,Jægerhusene 76,2620, Albertslund,2300000,2017-02-23,Fam. Salg,106,21698,5,1968,
165,Ejerlejlighed,"Topperne 30, 3. 34",2620, Albertslund,910000,2017-02-23,Alm. Salg,49,18571,2,1972,1%
165,Ejerlejlighed,"Topperne 32, st. 1",2620, Albertslund,368333,2017-02-23,Fam. Salg,102,3611,4,1972,
165,Villa,Kongsager 43,2620, Albertslund,2225000,2017-02-23,Alm. Salg,174,12787,5,2019,-5%
165,Villa,Vridsløsestræde 24,2620, Albertslund,1798000,2017-02-23,Alm. Salg,111,16198,4,1924,
165,Rækkehus,Fængselsvej 19,2620, Albertslund,2495000,2017-02-22,Alm. Salg,133,18759,5,1918,
165,Rækkehus,Rovej 1A,2620, Albertslund,3750000,2017-02-21,Alm. Salg,180,20833,6,1900,-1%
165,Rækkehus,Præstehusene 20,2620, Albertslund,2635000,2017-02-20,Alm. Salg,144,18299,5,1969,
165,Rækkehus,Elmehusene 29,2600, Glostrup,2050000,2017-02-19,Alm. Salg,96,21354,4,1967,-2%
165,Rækkehus,Rypehusene 72,2620, Albertslund,1150000,2017-02-19,Alm. Salg,108,10648,5,1972,
165,Ejerlejlighed,Mölndalsparken 31,2620, Albertslund,1500000,2017-02-18,Alm. Salg,67,22388,3,1986,
165,Rækkehus,Elmehusene 288,2600, Glostrup,2166000,2017-02-16,Alm. Salg,96,22563,4,1968,3%
165,Rækkehus,Falkehusene 7,2620, Albertslund,2150000,2017-02-14,Alm. Salg,108,19907,5,1969,
165,Rækkehus,Elmehusene 222,2600, Glostrup,1995000,2017-02-14,Alm. Salg,96,20781,4,1968,
165,Villa,Randager 97,2620, Albertslund,2800000,2017-02-07,Alm. Salg,110,25455,4,1968,-7%
165,Rækkehus,Skyttehusene 44,2620, Albertslund,1000000,2017-01-31,Fam. Salg,106,9434,5,1968,
165,Ejerlejlighed,"Topperne 10, 2. 22",2620, Albertslund,950000,2017-01-31,Alm. Salg,49,19388,2,1971,-3%
165,Ejerlejlighed,Egebo 19,2620, Albertslund,2350000,2017-01-30,Alm. Salg,107,21963,3,2008,-2%
165,Villa,Hasselhaven 129,2600, Glostrup,3525000,2017-01-30,Alm. Salg,148,23818,5,1967,-5%
165,Rækkehus,Fiskerhusene 68,2620, Albertslund,2200000,2017-01-29,Alm. Salg,106,20755,4,1968,-3%
165,Ejerlejlighed,"Topperne 32, 1. 14",2620, Albertslund,1035000,2017-01-29,Alm. Salg,49,21122,2,1972,
165,Villa,Kongsager 89,2620, Albertslund,2650000,2017-01-26,Alm. Salg,124,21371,4,1971,-5%
165,Rækkehus,Elmehusene 218,2600, Glostrup,1050000,2017-01-25,Alm. Salg,96,10938,4,1968,
165,Rækkehus,Fyrrehusene 26,2600, Glostrup,2360000,2017-01-24,Alm. Salg,99,23838,3,1970,-5%
165,Villa,Randager 111,2620, Albertslund,2500000,2017-01-24,Alm. Salg,140,17857,5,1968,-3%
165,Ejerlejlighed,"Topperne 3, 1. 14",2620, Albertslund,950000,2017-01-21,Alm. Salg,49,19388,2,1972,-3%
165,Ejerlejlighed,"Kanaltorvet 8, 3. 30",2620, Albertslund,995000,2017-01-21,Alm. Salg,59,16864,1,1970,
165,Rækkehus,Glentehusene 45,2620, Albertslund,2125000,2017-01-19,Alm. Salg,106,20047,4,1968,-3%
165,Rækkehus,Glentehusene 12,2620, Albertslund,2115000,2017-01-18,Alm. Salg,106,19953,3,1968,-4%
165,Ejerlejlighed,Mölndalsparken 85,2620, Albertslund,1598000,2017-01-18,Alm. Salg,67,23851,3,1986,
165,Rækkehus,Rypehusene 34,2620, Albertslund,920500,2017-01-16,Alm. Salg,108,8523,4,1972,
165,Rækkehus,Mölndalsparken 38,2620, Albertslund,2000000,2017-01-15,Alm. Salg,94,21277,4,1986,
165,Villa,Randager 111,2620, Albertslund,2125000,2017-01-15,Alm. Salg,140,15179,5,1968,-18%
165,Villa,Enebærhaven 17,2620, Albertslund,3000000,2017-01-15,Alm. Salg,135,22222,5,1971,-3%
165,Rækkehus,Robinievej 79,2620, Albertslund,2997500,2017-01-12,Alm. Salg,134,22369,5,2008,-3%
165,Rækkehus,Elmehusene 118,2600, Glostrup,2100000,2017-01-11,Alm. Salg,96,21875,3,1968,-1%
165,Rækkehus,Fiskerhusene 59,2620, Albertslund,2000000,2017-01-11,Alm. Salg,106,18868,5,1968,-5%
165,Rækkehus,Humlehusene 42,2620, Albertslund,2545000,2017-01-03,Alm. Salg,152,16743,4,1971,-2%
165,Rækkehus,Rytterhusene 66,2620, Albertslund,701250,2017-01-03,Fam. Salg,106,6616,5,1968,
165,Rækkehus,Tornegårdsvej 28,2620, Albertslund,2795000,2017-01-03,Alm. Salg,129,21667,4,2014,
165,Villa,Kongsager 26,2620, Albertslund,2675000,2017-01-02,Alm. Salg,112,23884,4,1965,-4%
165,Villa,Mørkager 53,2620, Albertslund,3450000,2017-01-02,Auktion,129,26744,5,1967,15%
165,Rækkehus,Glentehusene 59,2620, Albertslund,2095000,2017-01-01,Alm. Salg,106,19764,4,1968,
165,Rækkehus,Elmehusene 182,2600, Glostrup,2150000,2017-01-01,Alm. Salg,96,22396,4,1968,-2%
165,Ejerlejlighed,"Topperne 12, 2. 21",2620, Albertslund,1715000,2016-12-30,Alm. Salg,97,17680,4,1971,1%
165,Ejerlejlighed,"Topperne 30, 2. 23",2620, Albertslund,1680000,2016-12-27,Alm. Salg,97,17320,4,1972,-6%
165,Rækkehus,Poppelhusene 15,2600, Glostrup,2300000,2016-12-26,Alm. Salg,120,19167,5,1974,
165,Ejerlejlighed,"Topperne 7, 3. 31",2620, Albertslund,1770000,2016-12-26,Alm. Salg,105,16857,4,1972,-3%
165,Rækkehus,Fyrrehusene 84,2600, Glostrup,2345000,2016-12-19,Alm. Salg,114,20570,5,1972,-1%
165,Villa,Herstedvesterstræde 49,2620, Albertslund,4650000,2016-12-19,Alm. Salg,187,24866,5,1900,-11%
165,Rækkehus,Fyrrehusene 82,2600, Glostrup,2540000,2016-12-18,Alm. Salg,110,23091,4,1972,-2%
165,Rækkehus,Skriverhusene 1,2620, Albertslund,2095000,2016-12-18,Alm. Salg,112,18705,4,1972,
165,Rækkehus,Robinievej 31,2620, Albertslund,3055000,2016-12-18,Alm. Salg,135,22630,5,2007,0%
165,Villa,Risbystræde 22,2620, Albertslund,2895000,2016-12-17,Alm. Salg,133,21767,4,1969,
165,Rækkehus,Elmehusene 100,2600, Glostrup,2085000,2016-12-15,Alm. Salg,96,21719,4,1968,0%
165,Rækkehus,Elmehusene 8,2600, Glostrup,2060000,2016-12-14,Alm. Salg,96,21458,4,1968,-2%
165,Rækkehus,Rypehusene 8,2620, Albertslund,825000,2016-12-11,Fam. Salg,108,7639,4,1972,
165,Ejerlejlighed,Mölndalsparken 37,2620, Albertslund,1395000,2016-12-11,Alm. Salg,67,20821,3,1986,
165,Rækkehus,Præstehusene 2,2620, Albertslund,2300000,2016-12-10,Alm. Salg,144,15972,4,1970,-4%
165,Rækkehus,Fiskerhusene 58,2620, Albertslund,1900000,2016-12-07,Alm. Salg,106,17925,4,1968,-5%
165,Rækkehus,Tornegårdsvej 29,2620, Albertslund,709000,2016-12-07,Andet,129,5496,4,2014,
165,Rækkehus,Birkelundsvej 10,2620, Albertslund,2695000,2016-12-07,Alm. Salg,114,23640,4,2011,
165,Rækkehus,Robinievej 119,2620, Albertslund,3095000,2016-12-06,Alm. Salg,136,22757,5,2008,
165,Ejerlejlighed,"Topperne 11, 1. 13",2620, Albertslund,1770000,2016-12-06,Alm. Salg,102,17353,4,1972,
165,Rækkehus,Elmehusene 140,2600, Glostrup,2400000,2016-12-05,Alm. Salg,96,25000,4,1968,-4%
165,Rækkehus,Falkehusene 74,2620, Albertslund,2335000,2016-12-03,Alm. Salg,108,21620,5,1968,-3%
165,Rækkehus,Fængselsvej 14,2620, Albertslund,2350000,2016-12-01,Alm. Salg,132,17803,5,1900,-6%
165,Ejerlejlighed,"Topperne 8, 2. 22",2620, Albertslund,1050000,2016-11-28,Alm. Salg,49,21429,2,1971,
165,Villa,Kvædehaven 30,2600, Glostrup,3800000,2016-11-28,Alm. Salg,162,23457,6,1972,-5%
165,Villa,Lavager 20,2620, Albertslund,3300000,2016-11-27,Alm. Salg,153,21569,4,1968,-6%
165,Rækkehus,Falkehusene 67,2620, Albertslund,2070000,2016-11-26,Alm. Salg,108,19167,5,1968,0%
165,Rækkehus,Skriverhusene 8,2620, Albertslund,2000000,2016-11-24,Alm. Salg,106,18868,4,1969,-5%
165,Rækkehus,Rypehusene 86,2620, Albertslund,2200000,2016-11-23,Alm. Salg,108,20370,3,1972,-4%
165,Ejerlejlighed,"Kanaltorvet 8, 2. 16",2620, Albertslund,935000,2016-11-23,Alm. Salg,59,15847,1,1970,
165,Rækkehus,Tjørnehusene 48,2600, Glostrup,2475000,2016-11-22,Alm. Salg,122,20287,5,1972,-5%
165,Rækkehus,Birkelundsvej 14,2620, Albertslund,2695000,2016-11-22,Alm. Salg,110,24500,4,2011,
165,Ejerlejlighed,"Topperne 9, st. 4",2620, Albertslund,895000,2016-11-22,Alm. Salg,49,18265,2,1972,
165,Villa,Kvædehaven 65,2600, Glostrup,2875000,2016-11-17,Alm. Salg,149,19295,6,1968,
165,Rækkehus,Tornegårdsvej 12,2620, Albertslund,1400000,2016-11-16,Alm. Salg,129,10853,4,2014,
165,Ejerlejlighed,"Topperne 3, 2. 23",2620, Albertslund,1795000,2016-11-16,Alm. Salg,97,18505,4,1972,
165,Rækkehus,Elmehusene 50,2600, Glostrup,2150000,2016-11-15,Alm. Salg,96,22396,4,1969,
165,Rækkehus,Degnehusene 80,2620, Albertslund,2695000,2016-11-14,Alm. Salg,150,17967,4,1972,
165,Rækkehus,Bispehusene 42,2620, Albertslund,2320000,2016-11-13,Alm. Salg,108,21481,5,1974,-3%
165,Villa,Grønneled 21,2620, Albertslund,649500,2016-11-10,Fam. Salg,140,4639,5,1965,
165,Rækkehus,Elmehusene 320,2600, Glostrup,2195000,2016-11-09,Alm. Salg,100,21950,4,1968,
165,Ejerlejlighed,Mölndalsparken 17,2620, Albertslund,1499000,2016-11-08,Alm. Salg,67,22373,3,1986,
165,Rækkehus,Elmehusene 64,2600, Glostrup,2100000,2016-11-06,Alm. Salg,96,21875,4,1968,-2%
