municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square meters,square meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
165,Ejerlejlighed,Egebo 16,2620, Albertslund,1500000,2022-12-21,Alm. Salg,114,13158,5,2008,-54%
165,Rækkehus,Skriverhusene 15,2620, Albertslund,1402500,2022-12-19,Fam. Salg,108,12986,4,1972,
165,Rækkehus,Elmehusene 3,2600, Glostrup,2800000,2022-12-18,Alm. Salg,96,29167,4,1967,-6%
165,Villa,Snebærhaven 82,2620, Albertslund,3295000,2022-12-18,Alm. Salg,105,31381,4,1970,
165,Rækkehus,Bispehusene 44,2620, Albertslund,2645000,2022-12-14,Alm. Salg,108,24491,4,1974,-2%
165,Ejerlejlighed,"Kanaltorvet 8, 1. 4",2620, Albertslund,1095000,2022-12-14,Alm. Salg,59,18559,1,1970,
165,Villa,Enebærhaven 45,2620, Albertslund,3525000,2022-12-14,Alm. Salg,135,26111,5,1971,
165,Villa,Kratager 52,2620, Albertslund,4800000,2022-12-14,Alm. Salg,172,27907,7,1968,-4%
165,Rækkehus,Bispehusene 25,2620, Albertslund,2900000,2022-12-13,Alm. Salg,111,26126,4,1972,-12%
165,Ejerlejlighed,"Topperne 14, st. 1",2620, Albertslund,2050000,2022-12-09,Alm. Salg,97,21134,4,1971,-6%
165,Rækkehus,Lange Eng 28,2620, Albertslund,2250000,2022-12-08,Fam. Salg,128,17578,6,2008,
165,Rækkehus,Robinievej 55,2620, Albertslund,3300000,2022-12-06,Alm. Salg,130,25385,5,2008,-1%
165,Villa,Skovskrænten 4,2620, Albertslund,4900000,2022-12-05,Alm. Salg,209,23445,8,1979,-7%
165,Rækkehus,Elmehusene 85,2600, Glostrup,2750000,2022-12-01,Alm. Salg,96,28646,4,1967,-2%
165,Rækkehus,Præstehusene 55,2620, Albertslund,2900000,2022-11-30,Alm. Salg,152,19079,3,1970,-3%
165,Rækkehus,Elmehusene 160,2600, Glostrup,2600000,2022-11-30,Alm. Salg,96,27083,4,1968,-7%
165,Ejerlejlighed,Egebo 33,2620, Albertslund,2945000,2022-11-30,Alm. Salg,115,25609,5,2008,-2%
165,Villa,Lavager 11,2620, Albertslund,3390000,2022-11-24,Alm. Salg,125,27120,4,1967,-3%
165,Ejerlejlighed,"Topperne 4, 2. 21",2620, Albertslund,1802000,2022-11-22,Alm. Salg,97,18577,4,1971,0%
165,Villa,Horsholmstræde 18,2620, Albertslund,400378,2022-11-15,Fam. Salg,161,2487,5,1986,
165,Rækkehus,Robinievej 109,2620, Albertslund,3200000,2022-11-13,Alm. Salg,131,24427,4,2008,-5%
165,Rækkehus,Præstehusene 84,2620, Albertslund,2900000,2022-11-09,Alm. Salg,151,19205,4,1969,-3%
165,Rækkehus,Pilehusene 4,2600, Glostrup,2795000,2022-11-06,Alm. Salg,110,25409,5,1973,-3%
165,Villa,Kvædehaven 53,2600, Glostrup,3300000,2022-11-03,Alm. Salg,144,22917,4,1968,-6%
165,Rækkehus,Falkehusene 14,2620, Albertslund,2760000,2022-11-02,Alm. Salg,106,26038,4,1970,-8%
165,Rækkehus,Jægerhusene 25,2620, Albertslund,2150000,2022-11-01,Alm. Salg,106,20283,4,1968,-4%
165,Rækkehus,Lange Eng 48,2620, Albertslund,1880600,2022-10-31,Fam. Salg,95,19796,4,2008,
165,Villa,Ledøjevej 16,2620, Albertslund,3770000,2022-10-29,Alm. Salg,148,25473,5,1904,-3%
165,Villa,Kongsager 77,2620, Albertslund,3050000,2022-10-27,Alm. Salg,134,22761,4,1967,-10%
165,Rækkehus,Fyrrehusene 24,2600, Glostrup,3050000,2022-10-19,Alm. Salg,111,27477,4,1969,-9%
165,Rækkehus,Falkehusene 68,2620, Albertslund,2300000,2022-10-18,Alm. Salg,106,21698,5,1968,-8%
165,Ejerlejlighed,"Topperne 13, 3. 33",2620, Albertslund,2050000,2022-10-18,Alm. Salg,100,20500,4,1972,-7%
165,Villa,Porsager 54,2620, Albertslund,4100000,2022-10-11,Alm. Salg,137,29927,5,1967,-2%
165,Rækkehus,Jægerhusene 44,2620, Albertslund,2850000,2022-10-10,Alm. Salg,106,26887,4,1968,
165,Villa,Horsholmstræde 16,2620, Albertslund,3648000,2022-10-10,Alm. Salg,108,33778,3,1986,-1%
165,Rækkehus,Jægerhusene 46,2620, Albertslund,2735000,2022-10-09,Alm. Salg,106,25802,4,1968,-2%
165,Rækkehus,Jægerhusene 77,2620, Albertslund,2923000,2022-10-07,Alm. Salg,106,27575,5,1968,1%
165,Rækkehus,Humlehusene 12,2620, Albertslund,3635000,2022-10-01,Alm. Salg,151,24073,4,1971,-3%
165,Ejerlejlighed,Mölndalsparken 89,2620, Albertslund,2275000,2022-09-27,Alm. Salg,67,33955,3,1986,
165,Rækkehus,Tranehusene 30,2620, Albertslund,2700000,2022-09-26,Alm. Salg,112,24107,4,1972,-3%
165,Villa,Herstedøstergade 25,2620, Albertslund,10800000,2022-09-22,Alm. Salg,319,33856,8,1877,
165,Rækkehus,Degnehusene 35,2620, Albertslund,3250000,2022-09-22,Alm. Salg,151,21523,4,1972,-7%
165,Villa,Ledøjevej 19,2620, Albertslund,2200000,2022-09-22,Fam. Salg,87,25287,3,1887,
165,Villa,Flintager 17,2620, Albertslund,3550000,2022-09-18,Alm. Salg,132,26894,5,1968,-1%
165,Rækkehus,Tranehusene 25,2620, Albertslund,3075000,2022-09-14,Alm. Salg,112,27455,5,1972,
165,Ejerlejlighed,Mölndalsparken 64,2620, Albertslund,2075000,2022-09-08,Alm. Salg,69,30072,3,1986,-5%
165,Rækkehus,Bispehusene 2,2620, Albertslund,3050000,2022-09-07,Alm. Salg,112,27232,4,1972,-1%
165,Rækkehus,Elmehusene 139,2600, Glostrup,3250000,2022-09-01,Alm. Salg,96,33854,4,1967,-1%
165,Ejerlejlighed,"Kanaltorvet 8, 3. 30",2620, Albertslund,1348000,2022-09-01,Alm. Salg,59,22847,1,1970,
165,Villa,Porsager 22,2620, Albertslund,3975000,2022-09-01,Alm. Salg,137,29015,5,1965,-5%
165,Rækkehus,Elmehusene 168,2600, Glostrup,2948000,2022-08-29,Alm. Salg,96,30708,4,1968,
165,Rækkehus,Bispehusene 36,2620, Albertslund,2700000,2022-08-25,Alm. Salg,108,25000,4,1974,-1%
165,Villa,Mørkager 34,2620, Albertslund,3715000,2022-08-24,Alm. Salg,152,24441,4,1968,-2%
165,Rækkehus,Rytterhusene 20,2620, Albertslund,1305725,2022-08-22,Alm. Salg,106,12318,4,1968,
165,Rækkehus,Birkelundsvej 9,2620, Albertslund,3900000,2022-08-22,Alm. Salg,132,29545,4,2011,-2%
165,Ejerlejlighed,Mölndalsparken 10,2620, Albertslund,2200000,2022-08-22,Alm. Salg,69,31884,3,1986,-3%
165,Ejerlejlighed,"Topperne 11, 1. 14",2620, Albertslund,1300000,2022-08-22,Alm. Salg,49,26531,2,1972,-7%
165,Rækkehus,Humlehusene 112,2620, Albertslund,3495000,2022-08-21,Alm. Salg,156,22404,4,1971,
165,Villa,Herstedøstergade 28,2620, Albertslund,4225000,2022-08-21,Alm. Salg,170,24853,5,1968,-3%
165,Villa,Randager 21,2620, Albertslund,4200000,2022-08-20,Alm. Salg,177,23729,5,1965,-7%
165,Villa,Hasselhaven 123,2600, Glostrup,4100000,2022-08-20,Alm. Salg,126,32540,5,1962,-2%
165,Ejerlejlighed,Egebo 19,2620, Albertslund,2800000,2022-08-17,Alm. Salg,107,26168,3,2008,-8%
165,Villa,Herstedøstervej 64A,2620, Albertslund,7250000,2022-08-15,Alm. Salg,313,23163,6,1890,-2%
165,Rækkehus,Fiskerhusene 31,2620, Albertslund,2550000,2022-08-14,Fam. Salg,106,24057,4,1968,
165,Villa,Flintager 59,2620, Albertslund,2520000,2022-08-14,Andet,142,17746,5,1966,
165,Rækkehus,Fasanhusene 29,2620, Albertslund,3100000,2022-08-13,Alm. Salg,108,28704,4,1968,-3%
165,Rækkehus,Fiskerhusene 78,2620, Albertslund,2900000,2022-08-10,Alm. Salg,106,27358,5,1968,-3%
165,Ejerlejlighed,"Topperne 24, 1. 12",2620, Albertslund,1300000,2022-08-10,Alm. Salg,49,26531,2,1972,-2%
165,Ejerlejlighed,"Topperne 7, 2. 22",2620, Albertslund,1350000,2022-08-10,Alm. Salg,49,27551,2,1972,-3%
165,Villa,Randager 58,2620, Albertslund,1000000,2022-08-08,Alm. Salg,123,8130,4,1965,
165,Villa,Borgager 13,2620, Albertslund,4448000,2022-08-08,Alm. Salg,123,36163,4,1967,-1%
165,Rækkehus,Robinievej 58,2620, Albertslund,950000,2022-08-07,Fam. Salg,110,8636,4,2008,
165,Rækkehus,Birkelundsvej 7,2620, Albertslund,3790000,2022-08-04,Alm. Salg,132,28712,4,2011,-5%
165,Villa,Kastanievej 19,2620, Albertslund,5975000,2022-08-03,Alm. Salg,187,31952,6,2017,-5%
165,Rækkehus,Glentehusene 63,2620, Albertslund,1333864,2022-08-02,Fam. Salg,108,12351,4,1968,
165,Villa,Randager 54,2620, Albertslund,4745000,2022-07-30,Alm. Salg,181,26215,6,1968,-1%
165,Villa,Hasselhaven 89,2600, Glostrup,3700000,2022-07-28,Alm. Salg,122,30328,5,1968,
165,Rækkehus,Fiskerhusene 54,2620, Albertslund,2700000,2022-07-25,Alm. Salg,108,25000,5,1968,0%
165,Rækkehus,Præstehusene 19,2620, Albertslund,1700000,2022-07-20,Fam. Salg,152,11184,4,1970,
165,Rækkehus,Fiskerhusene 36,2620, Albertslund,2850000,2022-07-20,Alm. Salg,106,26887,5,1968,-2%
165,Ejerlejlighed,"Topperne 30, 3. 33",2620, Albertslund,2050000,2022-07-20,Alm. Salg,97,21134,4,1972,-7%
165,Rækkehus,Elmehusene 111,2600, Glostrup,2950000,2022-07-19,Alm. Salg,100,29500,4,1968,-5%
165,Villa,Platanhaven 21,2600, Glostrup,2995000,2022-07-18,Alm. Salg,127,23583,3,1966,
165,Rækkehus,Fasanhusene 35,2620, Albertslund,2895000,2022-07-13,Alm. Salg,106,27311,4,1968,
165,Ejerlejlighed,"Topperne 1, st. 1",2620, Albertslund,2200000,2022-07-13,Alm. Salg,102,21569,4,1972,-2%
165,Villa,Randager 89,2620, Albertslund,3500000,2022-07-12,Fam. Salg,143,24476,5,1968,
165,Rækkehus,Skyttehusene 29,2620, Albertslund,2598000,2022-07-05,Alm. Salg,108,24056,5,1968,
165,Villa,Herstedøstervej 62,2620, Albertslund,3900000,2022-07-05,Fam. Salg,170,22941,7,1961,
165,Rækkehus,Fasanhusene 55,2620, Albertslund,2550000,2022-06-30,Alm. Salg,106,24057,5,1968,-2%
165,Rækkehus,Glentehusene 3,2620, Albertslund,2875000,2022-06-30,Alm. Salg,106,27123,4,1968,
165,Ejerlejlighed,Mölndalsparken 79,2620, Albertslund,2300000,2022-06-29,Alm. Salg,69,33333,3,1986,2%
165,Villa,Herstedøstergade 6,2620, Albertslund,3600000,2022-06-29,Alm. Salg,192,18750,5,1966,-10%
165,Villa,Snebærhaven 72,2620, Albertslund,3560000,2022-06-29,Alm. Salg,105,33905,4,1969,-6%
165,Rækkehus,Pilehusene 162,2600, Glostrup,2850000,2022-06-27,Alm. Salg,110,25909,4,1973,-5%
165,Rækkehus,Tornegårdsvej 40,2620, Albertslund,3525000,2022-06-25,Alm. Salg,119,29622,4,2014,1%
165,Rækkehus,Fasanhusene 15,2620, Albertslund,3000000,2022-06-23,Alm. Salg,106,28302,5,1968,-3%
165,Ejerlejlighed,"Tornegårdsvej 62, st",2620, Albertslund,2110000,2022-06-22,Alm. Salg,62,34032,2,2008,-4%
165,Rækkehus,Præstehusene 91,2620, Albertslund,3495000,2022-06-14,Alm. Salg,151,23146,4,1970,
165,Rækkehus,Jægerhusene 41,2620, Albertslund,2948000,2022-06-14,Alm. Salg,108,27296,5,1968,
165,Rækkehus,Bispehusene 31,2620, Albertslund,3000000,2022-06-09,Alm. Salg,112,26786,4,1972,-3%
165,Rækkehus,Lange Eng 36,2620, Albertslund,4500000,2022-06-09,Alm. Salg,115,39130,5,2008,
165,Villa,Ledøjevej 26,2620, Albertslund,3500000,2022-06-09,Alm. Salg,125,28000,3,1877,-2%
165,Villa,Platanhaven 7,2600, Glostrup,1997500,2022-06-09,Fam. Salg,152,13141,5,1967,
165,Rækkehus,Enighedsvej 4,2620, Albertslund,1334178,2022-06-08,Alm. Salg,127,10505,5,1920,
165,Ejerlejlighed,"Topperne 15, 1. 12",2620, Albertslund,1375000,2022-06-08,Alm. Salg,49,28061,2,1972,-1%
165,Villa,Kongsager 38,2620, Albertslund,3700000,2022-06-08,Alm. Salg,164,22561,6,1968,-5%
165,Villa,Herstedvesterstræde 18A,2620, Albertslund,2488000,2022-06-08,Alm. Salg,140,17771,4,2023,-10%
165,Rækkehus,Bispehusene 27,2620, Albertslund,3295000,2022-06-07,Alm. Salg,108,30509,4,1972,
165,Rækkehus,Fiskerhusene 19,2620, Albertslund,2300000,2022-06-06,Alm. Salg,106,21698,5,1968,-4%
165,Rækkehus,Fiskerhusene 81,2620, Albertslund,1450000,2022-06-06,Andet,106,13679,5,1968,
165,Rækkehus,Præstehusene 114,2620, Albertslund,2900000,2022-06-03,Alm. Salg,151,19205,4,1969,
165,Rækkehus,Tranehusene 50,2620, Albertslund,1412500,2022-06-02,Alm. Salg,108,13079,4,1972,
165,Rækkehus,Lange Eng 42,2620, Albertslund,4595000,2022-06-02,Alm. Salg,115,39957,5,2008,
165,Ejerlejlighed,"Topperne 14, 3. 34",2620, Albertslund,1300000,2022-06-01,Alm. Salg,49,26531,2,1971,-5%
165,Rækkehus,Poppelhusene 37,2600, Glostrup,3025000,2022-05-31,Alm. Salg,120,25208,5,1974,1%
165,Ejerlejlighed,Egebo 13A,2620, Albertslund,2900000,2022-05-31,Alm. Salg,105,27619,3,2008,-3%
165,Villa,Platanhaven 57,2600, Glostrup,3925000,2022-05-31,Alm. Salg,143,27448,4,1967,
165,Rækkehus,Poppelhusene 13,2600, Glostrup,3157000,2022-05-30,Alm. Salg,120,26308,5,1974,-3%
165,Rækkehus,Fiskerhusene 5,2620, Albertslund,1400000,2022-05-30,Fam. Salg,106,13208,4,1968,
165,Villa,Randager 112,2620, Albertslund,3500000,2022-05-30,Alm. Salg,132,26515,5,1967,-3%
165,Villa,Snebærhaven 36,2620, Albertslund,4350000,2022-05-28,Alm. Salg,183,23770,6,1969,-3%
165,Rækkehus,Askebo 25,2620, Albertslund,3850000,2022-05-26,Alm. Salg,126,30556,5,2012,
165,Ejerlejlighed,"Topperne 16, st. 4",2620, Albertslund,1400000,2022-05-26,Alm. Salg,49,28571,2,1971,-2%
165,Ejerlejlighed,"Topperne 12, 3. 32",2620, Albertslund,1350000,2022-05-26,Alm. Salg,49,27551,2,1971,-3%
165,Villa,Porsager 58,2620, Albertslund,3250000,2022-05-26,Alm. Salg,111,29279,4,1965,-1%
165,Rækkehus,Pilehusene 8,2600, Glostrup,2600000,2022-05-25,Fam. Salg,112,23214,4,1973,
165,Rækkehus,Præstehusene 24,2620, Albertslund,3100000,2022-05-24,Alm. Salg,151,20530,6,1970,-3%
165,Rækkehus,Elmehusene 62,2600, Glostrup,2950000,2022-05-23,Alm. Salg,96,30729,4,1968,-2%
165,Villa,Porsager 31,2620, Albertslund,1391000,2022-05-23,Fam. Salg,97,14340,4,1966,
165,Villa,Gamle Landevej 30,2620, Albertslund,3400000,2022-05-23,Alm. Salg,173,19653,6,1932,-15%
165,Villa,Kvædehaven 141,2600, Glostrup,4100000,2022-05-21,Alm. Salg,194,21134,7,1969,-9%
165,Rækkehus,Pilehusene 6,2600, Glostrup,3030000,2022-05-18,Alm. Salg,114,26579,5,1973,1%
165,Rækkehus,Tornegårdsvej 41,2620, Albertslund,1800000,2022-05-18,Alm. Salg,129,13953,4,2014,
165,Rækkehus,Robinievej 35,2620, Albertslund,3950000,2022-05-18,Alm. Salg,141,28014,5,2007,-4%
165,Rækkehus,Fasanhusene 34,2620, Albertslund,2750000,2022-05-17,Alm. Salg,108,25463,4,1968,-2%
165,Villa,Lavager 34,2620, Albertslund,3425000,2022-05-16,Alm. Salg,132,25947,5,1967,-5%
165,Rækkehus,Elmehusene 276,2600, Glostrup,3195000,2022-05-15,Alm. Salg,96,33281,4,1968,
165,Ejerlejlighed,"Topperne 11, st. 2",2620, Albertslund,800000,2022-05-15,Andet,33,24242,1,1972,
165,Rækkehus,Fiskerhusene 7,2620, Albertslund,3075000,2022-05-10,Alm. Salg,106,29009,4,1968,-5%
165,Rækkehus,Fængselsvej 4,2620, Albertslund,4595000,2022-05-10,Alm. Salg,134,34291,5,1900,
165,Ejerlejlighed,"Topperne 4, 3. 31",2620, Albertslund,787500,2022-05-10,Alm. Salg,102,7721,4,1971,
165,Ejerlejlighed,"Kanaltorvet 8, 3. 29",2620, Albertslund,1350000,2022-05-08,Alm. Salg,59,22881,1,1970,4%
165,Rækkehus,Præstehusene 5,2620, Albertslund,3375000,2022-05-04,Alm. Salg,144,23438,5,1970,
165,Rækkehus,Falkehusene 71,2620, Albertslund,2695000,2022-05-04,Alm. Salg,106,25425,5,1968,
165,Rækkehus,Jægerhusene 26,2620, Albertslund,3200000,2022-05-03,Alm. Salg,108,29630,4,1968,0%
165,Rækkehus,Rytterhusene 64,2620, Albertslund,701250,2022-05-03,Fam. Salg,106,6616,4,1968,
165,Villa,Snebærhaven 29,2620, Albertslund,4250000,2022-04-30,Alm. Salg,183,23224,5,1969,-1%
165,Rækkehus,Elmehusene 246,2600, Glostrup,2475000,2022-04-27,Alm. Salg,96,25781,4,1968,-5%
165,Ejerlejlighed,"Topperne 18, 1. 14",2620, Albertslund,1395000,2022-04-27,Alm. Salg,49,28469,2,1972,
165,Villa,Platanhaven 69,2600, Glostrup,2000000,2022-04-27,Fam. Salg,133,15038,4,1965,
165,Rækkehus,Rytterhusene 75,2620, Albertslund,2950000,2022-04-25,Alm. Salg,108,27315,4,1968,2%
165,Rækkehus,Fasanhusene 59,2620, Albertslund,2848000,2022-04-21,Alm. Salg,108,26370,5,1968,
165,Ejerlejlighed,"Topperne 7, st. 2",2620, Albertslund,1020000,2022-04-20,Auktion,33,30909,1,1972,
165,Villa,Lodager 24,2620, Albertslund,3525000,2022-04-20,Alm. Salg,127,27756,4,1967,-2%
165,Rækkehus,Glentehusene 33,2620, Albertslund,2875000,2022-04-18,Alm. Salg,106,27123,5,1968,-1%
165,Rækkehus,Elmehusene 38,2600, Glostrup,2695000,2022-04-13,Alm. Salg,96,28073,4,1968,
165,Rækkehus,Rypehusene 34,2620, Albertslund,3176000,2022-04-12,Alm. Salg,108,29407,4,1972,1%
165,Rækkehus,Tranehusene 84,2620, Albertslund,3320000,2022-04-09,Alm. Salg,108,30741,5,1972,1%
165,Ejerlejlighed,Egebo 4,2620, Albertslund,3495000,2022-04-08,Alm. Salg,114,30658,5,2008,
165,Villa,Hvidager 56,2620, Albertslund,3405000,2022-04-07,Alm. Salg,113,30133,4,1966,0%
165,Rækkehus,Bispehusene 54,2620, Albertslund,3150000,2022-04-06,Alm. Salg,108,29167,4,1974,-1%
165,Rækkehus,Rytterhusene 29,2620, Albertslund,3000000,2022-04-05,Alm. Salg,108,27778,4,1968,2%
165,Villa,Roskildevej 207,2620, Albertslund,4180000,2022-04-05,Alm. Salg,155,26968,7,1935,
165,Villa,Randager 33,2620, Albertslund,3995000,2022-04-01,Alm. Salg,124,29813,4,1967,
165,Rækkehus,Fiskerhusene 132,2620, Albertslund,2950000,2022-03-29,Alm. Salg,108,27315,4,1971,-2%
165,Rækkehus,Jægerhusene 47,2620, Albertslund,2900000,2022-03-24,Alm. Salg,106,27358,4,1968,-2%
165,Ejerlejlighed,"Kanaltorvet 8, 3. 28",2620, Albertslund,1260000,2022-03-24,Alm. Salg,59,21356,1,1970,-3%
165,Villa,Kvædehaven 49,2600, Glostrup,4520000,2022-03-24,Alm. Salg,134,33731,6,1967,
165,Rækkehus,Humlehusene 78,2620, Albertslund,3000000,2022-03-21,Alm. Salg,152,19737,4,1971,-3%
165,Rækkehus,Falkehusene 22,2620, Albertslund,2700000,2022-03-17,Alm. Salg,108,25000,5,1968,-3%
165,Ejerlejlighed,"Kanalgaden 6, 2. tv",2620, Albertslund,1850000,2022-03-16,Alm. Salg,96,19271,3,1970,
165,Villa,Randager 26,2620, Albertslund,3650000,2022-03-13,Alm. Salg,122,29918,6,1965,-3%
165,Ejerlejlighed,"Topperne 30, 1. 14",2620, Albertslund,1050000,2022-03-07,Alm. Salg,49,21429,2,1972,
165,Rækkehus,Præstehusene 52,2620, Albertslund,3295000,2022-03-06,Alm. Salg,150,21967,5,1970,
165,Rækkehus,Pilehusene 120,2600, Glostrup,3210000,2022-03-06,Alm. Salg,110,29182,4,1973,0%
165,Villa,Kratager 10,2620, Albertslund,4750000,2022-03-04,Alm. Salg,175,27143,6,1967,-3%
165,Villa,Enighedsvej 7,2620, Albertslund,3648000,2022-02-28,Alm. Salg,127,28724,5,1955,
165,Rækkehus,Tjørnehusene 6,2600, Glostrup,3125000,2022-02-27,Alm. Salg,120,26042,5,1970,-2%
165,Villa,Kongsager 9,2620, Albertslund,3725000,2022-02-27,Alm. Salg,136,27390,5,1970,-4%
165,Ejerlejlighed,"Kanaltorvet 8, 3. 39",2620, Albertslund,2150000,2022-02-26,Alm. Salg,102,21078,3,1970,-4%
165,Rækkehus,Skriverhusene 48,2620, Albertslund,3225000,2022-02-22,Alm. Salg,108,29861,5,1972,-2%
165,Rækkehus,Degnehusene 99,2620, Albertslund,2950000,2022-02-19,Alm. Salg,152,19408,4,1972,-2%
165,Rækkehus,Fiskerhusene 86,2620, Albertslund,2848000,2022-02-19,Alm. Salg,106,26868,5,1968,
165,Rækkehus,Rytterhusene 67,2620, Albertslund,2600000,2022-02-19,Alm. Salg,108,24074,5,1968,-2%
165,Rækkehus,Birkelundsvej 3,2620, Albertslund,4100000,2022-02-17,Alm. Salg,135,30370,4,2011,-2%
165,Villa,Platanhaven 39,2600, Glostrup,3895000,2022-02-15,Alm. Salg,146,26678,4,1968,
165,Rækkehus,Elmehusene 11,2600, Glostrup,2895000,2022-02-14,Alm. Salg,96,30156,4,1967,
165,Villa,Lavager 10,2620, Albertslund,680000,2022-02-14,Fam. Salg,138,4928,6,1965,
165,Rækkehus,Fiskerhusene 106,2620, Albertslund,1380000,2022-02-12,Fam. Salg,106,13019,4,1968,
165,Villa,Mørkager 36,2620, Albertslund,3495000,2022-02-10,Alm. Salg,121,28884,5,1967,
165,Ejerlejlighed,"Topperne 12, st. 2",2620, Albertslund,875000,2022-02-09,Alm. Salg,33,26515,1,1971,-2%
165,Villa,Lodager 54,2620, Albertslund,2380000,2022-02-09,Fam. Salg,162,14691,5,1971,
165,Villa,Hasselhaven 12,2600, Glostrup,4500000,2022-02-08,Alm. Salg,168,26786,6,1969,
165,Villa,Mørkager 33,2620, Albertslund,3250000,2022-02-08,Alm. Salg,112,29018,4,1967,
165,Rækkehus,Præstehusene 59,2620, Albertslund,3530000,2022-02-07,Alm. Salg,165,21394,4,1970,-2%
165,Rækkehus,Tornegårdsvej 73,2620, Albertslund,3150000,2022-02-07,Alm. Salg,121,26033,4,2008,-3%
165,Rækkehus,Fiskerhusene 41,2620, Albertslund,2700000,2022-02-06,Alm. Salg,108,25000,4,1968,-2%
165,Rækkehus,Jægerhusene 40,2620, Albertslund,2800000,2022-02-05,Alm. Salg,106,26415,4,1968,-2%
165,Rækkehus,Jægerhusene 10,2620, Albertslund,2995000,2022-02-03,Alm. Salg,108,27731,5,1968,-3%
165,Ejerlejlighed,Lange Eng 3,2620, Albertslund,3000000,2022-02-01,Alm. Salg,71,42254,3,2008,
165,Ejerlejlighed,Mölndalsparken 71,2620, Albertslund,2200000,2022-01-31,Alm. Salg,69,31884,3,1986,
165,Villa,Enighedsvej 10,2620, Albertslund,2600000,2022-01-31,Fam. Salg,175,14857,6,1947,
165,Rækkehus,Skyttehusene 37,2620, Albertslund,2800000,2022-01-30,Alm. Salg,108,25926,4,1968,-2%
165,Rækkehus,Degnehusene 66,2620, Albertslund,3495000,2022-01-28,Alm. Salg,152,22993,4,1972,
165,Villa,Vridsløsestræde 21,2620, Albertslund,663000,2022-01-27,Fam. Salg,161,4118,5,1970,
165,Rækkehus,Elmehusene 235,2600, Glostrup,3020000,2022-01-26,Alm. Salg,100,30200,4,1967,1%
165,Ejerlejlighed,"Topperne 10, 1. 12",2620, Albertslund,1200000,2022-01-26,Alm. Salg,49,24490,2,1971,
165,Villa,Skærager 26,2620, Albertslund,3098000,2022-01-26,Alm. Salg,151,20517,8,1967,
165,Rækkehus,Poppelhusene 142,2600, Glostrup,3395000,2022-01-25,Alm. Salg,107,31729,4,1969,
165,Rækkehus,Tornegårdsvej 75,2620, Albertslund,3315000,2022-01-25,Alm. Salg,121,27397,4,2008,-1%
165,Villa,Kongsager 49,2620, Albertslund,3775000,2022-01-25,Alm. Salg,139,27158,4,1966,-3%
165,Villa,Hasselhaven 105,2600, Glostrup,3925000,2022-01-25,Alm. Salg,122,32172,5,1969,-2%
165,Rækkehus,Elmehusene 153,2600, Glostrup,2550000,2022-01-24,Alm. Salg,100,25500,4,1967,-2%
165,Rækkehus,Elmehusene 264,2600, Glostrup,2595000,2022-01-23,Alm. Salg,96,27031,4,1968,
165,Ejerlejlighed,"Topperne 4, st. 2",2620, Albertslund,800000,2022-01-22,Alm. Salg,33,24242,1,1971,-3%
165,Rækkehus,Glentehusene 7,2620, Albertslund,2675000,2022-01-21,Alm. Salg,106,25236,5,1968,
165,Rækkehus,Bispehusene 23,2620, Albertslund,2760000,2022-01-20,Alm. Salg,112,24643,4,1972,
165,Ejerlejlighed,"Topperne 1, 1. 14",2620, Albertslund,1265000,2022-01-20,Alm. Salg,49,25816,2,1972,1%
165,Ejerlejlighed,Lange Eng 23,2620, Albertslund,3765023,2022-01-20,Alm. Salg,92,40924,4,2008,
165,Villa,Porsager 24,2620, Albertslund,1525000,2022-01-20,Andet,122,12500,5,1965,
165,Rækkehus,Rytterhusene 61,2620, Albertslund,2698000,2022-01-17,Alm. Salg,106,25453,4,1968,
165,Ejerlejlighed,"Kanaltorvet 8, 1. 6",2620, Albertslund,1195000,2022-01-16,Alm. Salg,59,20254,1,1970,
165,Villa,Kastanie Alle 16,2620, Albertslund,3875000,2022-01-16,Alm. Salg,138,28080,5,1986,-5%
165,Rækkehus,Elmehusene 44,2600, Glostrup,2795000,2022-01-15,Alm. Salg,96,29115,4,1968,
165,Rækkehus,Fiskerhusene 134,2620, Albertslund,2695000,2022-01-13,Alm. Salg,108,24954,4,1972,
165,Rækkehus,Askebo 26,2620, Albertslund,4100000,2022-01-13,Alm. Salg,105,39048,3,2012,
165,Rækkehus,Præstehusene 22,2620, Albertslund,3450000,2022-01-12,Alm. Salg,151,22848,4,1970,-1%
165,Rækkehus,Tornegårdsvej 87,2620, Albertslund,3300000,2022-01-12,Alm. Salg,121,27273,4,2008,-3%
165,Ejerlejlighed,Egebo 20A,2620, Albertslund,3275000,2022-01-12,Alm. Salg,125,26200,5,2008,-1%
165,Villa,Porsager 3,2620, Albertslund,4500000,2022-01-12,Alm. Salg,138,32609,6,1967,-4%
165,Rækkehus,Tranehusene 15,2620, Albertslund,3150000,2022-01-10,Alm. Salg,108,29167,4,1972,-2%
165,Villa,Skærager 4,2620, Albertslund,4473000,2022-01-09,Alm. Salg,123,36366,4,1967,-1%
165,Villa,Kratager 15,2620, Albertslund,3405000,2022-01-04,Alm. Salg,136,25037,6,1972,0%
165,Rækkehus,Elmehusene 50,2600, Glostrup,2925000,2022-01-03,Alm. Salg,96,30469,4,1969,-1%
165,Villa,Kratager 37,2620, Albertslund,4195000,2022-01-01,Alm. Salg,123,34106,5,1970,
