,muni_code,year,kont_recip_tot
1746,825,2009,20
1747,825,2010,28
1748,825,2011,24
1749,825,2012,25
1750,825,2013,31
1751,825,2014,32
1752,825,2015,34
1753,825,2016,30
1754,825,2017,35
1755,825,2018,25
1756,825,2019,21
1757,825,2020,15
1758,825,2021,20
1759,825,2022,23
1209,840,1994,502
1210,840,1995,467
1211,840,1996,412
1212,840,1997,420
1213,840,1998,489
1214,840,1999,524
1215,840,2000,500
1216,840,2001,483
1217,840,2002,507
1218,840,2003,492
1219,840,2004,508
1220,840,2005,532
1221,840,2006,541
1760,840,2007,488
1761,840,2008,525
1762,840,2009,608
1763,840,2010,612
1764,840,2011,612
1765,840,2012,646
1766,840,2013,758
1767,840,2014,840
1768,840,2015,879
1769,840,2016,855
1770,840,2017,762
1771,840,2018,672
1772,840,2019,622
1773,840,2020,589
1774,840,2021,501
1775,840,2022,538
1222,846,1994,1293
1223,846,1995,1240
1224,846,1996,1218
1225,846,1997,1268
1226,846,1998,1440
1227,846,1999,1462
1228,846,2000,1555
1229,846,2001,1523
1230,846,2002,1399
1231,846,2003,1296
1232,846,2004,1296
1233,846,2005,1279
1234,846,2006,1338
1776,846,2007,1061
1777,846,2008,1064
1778,846,2009,1198
1779,846,2010,1296
1780,846,2011,1345
1781,846,2012,1413
1782,846,2013,1610
1783,846,2014,1912
1784,846,2015,1963
1785,846,2016,1798
1786,846,2017,1645
1787,846,2018,1506
1788,846,2019,1430
1789,846,2020,1349
1790,846,2021,1270
1791,846,2022,1239
1235,849,1994,859
1236,849,1995,714
1237,849,1996,741
1238,849,1997,815
1239,849,1998,810
1240,849,1999,722
1241,849,2000,776
1242,849,2001,769
1243,849,2002,870
1244,849,2003,838
1245,849,2004,770
1246,849,2005,815
1247,849,2006,833
1792,849,2007,782
1793,849,2008,810
1794,849,2009,970
1795,849,2010,967
1796,849,2011,1130
1797,849,2012,1255
1798,849,2013,1406
1799,849,2014,1505
1800,849,2015,1615
1801,849,2016,1538
1802,849,2017,1353
1803,849,2018,1155
1804,849,2019,1001
1805,849,2020,965
1806,849,2021,865
1807,849,2022,837
1248,851,1994,7521
1249,851,1995,7226
1250,851,1996,6906
1251,851,1997,6759
1252,851,1998,7034
1253,851,1999,6986
1254,851,2000,6735
1255,851,2001,6797
1256,851,2002,7103
1257,851,2003,6894
1258,851,2004,6870
1259,851,2005,6545
1260,851,2006,6406
1808,851,2007,6927
1809,851,2008,7010
1810,851,2009,7835
1811,851,2010,8315
1812,851,2011,8408
1813,851,2012,8656
1814,851,2013,9694
1815,851,2014,9781
1816,851,2015,10203
1817,851,2016,9877
1818,851,2017,9273
1819,851,2018,8417
1820,851,2019,8034
1821,851,2020,7874
1822,851,2021,7182
1823,851,2022,7200
1261,860,1994,1814
1262,860,1995,1853
1263,860,1996,1996
1264,860,1997,1937
1265,860,1998,2075
1266,860,1999,2052
1267,860,2000,2110
1268,860,2001,2069
1269,860,2002,2333
1270,860,2003,2271
1271,860,2004,1949
1272,860,2005,2085
1273,860,2006,2021
1824,860,2007,1985
1825,860,2008,1957
1826,860,2009,2161
1827,860,2010,2108
1828,860,2011,2208
1829,860,2012,2396
1830,860,2013,2755
1831,860,2014,2807
1832,860,2015,2840
1833,860,2016,2576
1834,860,2017,2166
1835,860,2018,1892
1836,860,2019,1737
1837,860,2020,1580
1838,860,2021,1358
1839,860,2022,1362
1840,997,2007,2028
1841,997,2008,1956
1842,997,2009,2306
1843,997,2010,2582
1844,997,2011,2489
1845,997,2012,2322
1846,997,2013,2483
1847,997,2014,2552
1848,997,2015,2481
1849,997,2016,2601
1850,997,2017,2406
1851,997,2018,2194
1852,997,2019,1830
1853,997,2020,1518
1854,997,2021,1479
1855,997,2022,3594
1856,998,2007,0
1857,998,2008,0
1858,998,2009,0
1859,998,2010,0
1860,998,2011,0
1861,998,2012,0
1862,998,2013,0
1863,998,2014,0
1864,998,2015,0
1865,998,2016,0
1866,998,2017,0
1867,998,2018,0
1868,998,2019,0
1869,998,2020,0
1870,998,2021,0
1871,998,2022,0
