,muni_code,year,kont_recip_tot
1006,400,2021,758
1007,400,2022,769
598,410,1994,948
599,410,1995,893
600,410,1996,971
601,410,1997,809
602,410,1998,959
603,410,1999,956
604,410,2000,861
605,410,2001,897
606,410,2002,869
607,410,2003,916
608,410,2004,860
609,410,2005,848
610,410,2006,778
1008,410,2007,842
1009,410,2008,827
1010,410,2009,932
1011,410,2010,945
1012,410,2011,925
1013,410,2012,1060
1014,410,2013,1201
1015,410,2014,1224
1016,410,2015,1259
1017,410,2016,1235
1018,410,2017,1033
1019,410,2018,879
1020,410,2019,814
1021,410,2020,814
1022,410,2021,758
1023,410,2022,691
611,420,1994,19958
612,420,1995,18714
613,420,1996,18441
614,420,1997,18705
615,420,1998,19121
616,420,1999,19337
617,420,2000,18568
618,420,2001,18327
619,420,2002,17308
620,420,2003,16730
621,420,2004,14204
622,420,2005,12992
623,420,2006,11704
1024,420,2007,1265
1025,420,2008,1147
1026,420,2009,1342
1027,420,2010,1312
1028,420,2011,1389
1029,420,2012,1463
1030,420,2013,1738
1031,420,2014,1759
1032,420,2015,1876
1033,420,2016,1790
1034,420,2017,1609
1035,420,2018,1413
1036,420,2019,1311
1037,420,2020,1272
1038,420,2021,1155
1039,420,2022,1127
624,430,1994,1455
625,430,1995,1438
626,430,1996,1388
627,430,1997,1324
628,430,1998,1348
629,430,1999,1442
630,430,2000,1343
631,430,2001,1281
632,430,2002,1238
633,430,2003,1235
634,430,2004,1150
635,430,2005,1206
636,430,2006,1094
1040,430,2007,1380
1041,430,2008,1454
1042,430,2009,1546
1043,430,2010,1542
1044,430,2011,1447
1045,430,2012,1500
1046,430,2013,1807
1047,430,2014,1918
1048,430,2015,1976
1049,430,2016,1882
1050,430,2017,1684
1051,430,2018,1516
1052,430,2019,1424
1053,430,2020,1381
1054,430,2021,1245
1055,430,2022,1195
637,440,1994,708
638,440,1995,650
639,440,1996,626
640,440,1997,656
641,440,1998,657
642,440,1999,614
643,440,2000,616
644,440,2001,594
645,440,2002,573
646,440,2003,611
647,440,2004,579
648,440,2005,538
649,440,2006,522
1056,440,2007,580
1057,440,2008,555
1058,440,2009,640
1059,440,2010,775
1060,440,2011,807
1061,440,2012,909
1062,440,2013,1073
1063,440,2014,1079
1064,440,2015,1091
1065,440,2016,983
1066,440,2017,796
1067,440,2018,723
1068,440,2019,637
1069,440,2020,603
1070,440,2021,513
1071,440,2022,460
650,450,1994,1091
651,450,1995,876
652,450,1996,980
653,450,1997,1275
654,450,1998,1290
655,450,1999,1335
656,450,2000,1247
657,450,2001,1141
658,450,2002,992
659,450,2003,1081
660,450,2004,896
661,450,2005,822
662,450,2006,757
1072,450,2007,828
1073,450,2008,868
1074,450,2009,894
1075,450,2010,889
1076,450,2011,1022
1077,450,2012,1058
1078,450,2013,1230
1079,450,2014,1332
1080,450,2015,1408
1081,450,2016,1310
1082,450,2017,1133
1083,450,2018,1006
1084,450,2019,930
1085,450,2020,901
1086,450,2021,785
1087,450,2022,777
663,461,1994,9853
664,461,1995,9557
665,461,1996,9063
666,461,1997,9248
667,461,1998,9211
668,461,1999,9671
669,461,2000,8977
670,461,2001,8895
671,461,2002,8007
672,461,2003,7427
673,461,2004,5787
674,461,2005,4835
675,461,2006,4135
1088,461,2007,8942
1089,461,2008,8436
1090,461,2009,8659
1091,461,2010,8589
1092,461,2011,8974
1093,461,2012,9391
1094,461,2013,10914
1095,461,2014,11342
1096,461,2015,11617
1097,461,2016,10818
1098,461,2017,9909
1099,461,2018,9020
1100,461,2019,8450
1101,461,2020,8210
1102,461,2021,7085
1103,461,2022,6682
676,479,1994,2140
677,479,1995,2072
678,479,1996,2088
679,479,1997,2065
680,479,1998,2064
681,479,1999,2118
682,479,2000,2184
683,479,2001,2098
684,479,2002,1921
685,479,2003,1826
686,479,2004,1518
687,479,2005,1236
688,479,2006,1107
1104,479,2007,1922
1105,479,2008,1947
1106,479,2009,1896
1107,479,2010,1959
1108,479,2011,2123
1109,479,2012,2332
1110,479,2013,2647
1111,479,2014,2773
1112,479,2015,2888
1113,479,2016,2789
1114,479,2017,2479
1115,479,2018,2068
1116,479,2019,1872
1117,479,2020,1928
1118,479,2021,1810
1119,479,2022,1779
689,480,1994,1045
690,480,1995,884
691,480,1996,819
692,480,1997,905
693,480,1998,857
694,480,1999,813
695,480,2000,782
696,480,2001,828
697,480,2002,816
698,480,2003,801
699,480,2004,787
700,480,2005,753
701,480,2006,739
1120,480,2007,758
1121,480,2008,774
1122,480,2009,869
1123,480,2010,896
1124,480,2011,956
1125,480,2012,1063
1126,480,2013,1334
1127,480,2014,1338
1128,480,2015,1354
1129,480,2016,1272
1130,480,2017,1070
1131,480,2018,942
1132,480,2019,879
1133,480,2020,827
1134,480,2021,728
1135,480,2022,708
702,482,1994,278
703,482,1995,297
704,482,1996,442
705,482,1997,338
706,482,1998,396
707,482,1999,427
708,482,2000,432
709,482,2001,429
710,482,2002,450
711,482,2003,431
712,482,2004,469
713,482,2005,521
714,482,2006,434
1136,482,2007,415
1137,482,2008,406
1138,482,2009,428
1139,482,2010,413
1140,482,2011,426
1141,482,2012,468
1142,482,2013,543
1143,482,2014,553
1144,482,2015,576
1145,482,2016,567
1146,482,2017,533
1147,482,2018,487
1148,482,2019,477
1149,482,2020,420
1150,482,2021,377
1151,482,2022,360
715,492,1994,170
716,492,1995,127
717,492,1996,149
718,492,1997,168
719,492,1998,137
720,492,1999,126
721,492,2000,145
722,492,2001,143
723,492,2002,132
724,492,2003,121
725,492,2004,118
726,492,2005,117
727,492,2006,115
1152,492,2007,140
1153,492,2008,133
1154,492,2009,138
1155,492,2010,145
1156,492,2011,166
1157,492,2012,146
1158,492,2013,194
1159,492,2014,190
1160,492,2015,193
1161,492,2016,186
1162,492,2017,186
1163,492,2018,159
1164,492,2019,155
1165,492,2020,131
1166,492,2021,127
1167,492,2022,101
728,510,1994,2142
729,510,1995,2003
730,510,1996,1921
731,510,1997,2016
732,510,1998,1974
733,510,1999,2160
734,510,2000,2189
735,510,2001,2205
736,510,2002,2314
737,510,2003,2233
738,510,2004,2135
739,510,2005,2079
740,510,2006,2108
1168,510,2007,1869
1169,510,2008,1710
1170,510,2009,1995
1171,510,2010,2062
1172,510,2011,2076
1173,510,2012,2212
1174,510,2013,2598
1175,510,2014,2725
1176,510,2015,2779
1177,510,2016,2695
1178,510,2017,2471
1179,510,2018,2288
1180,510,2019,2060
1181,510,2020,1878
1182,510,2021,1676
1183,510,2022,1710
741,530,1994,861
742,530,1995,805
743,530,1996,790
744,530,1997,749
745,530,1998,756
746,530,1999,832
747,530,2000,705
748,530,2001,689
749,530,2002,683
750,530,2003,807
751,530,2004,791
752,530,2005,828
753,530,2006,828
1184,530,2007,602
1185,530,2008,608
1186,530,2009,673
1187,530,2010,688
1188,530,2011,657
1189,530,2012,706
1190,530,2013,759
1191,530,2014,766
1192,530,2015,854
1193,530,2016,821
1194,530,2017,752
1195,530,2018,671
1196,530,2019,607
1197,530,2020,559
1198,530,2021,507
1199,530,2022,490
754,540,1994,2131
755,540,1995,1880
756,540,1996,1805
757,540,1997,1918
758,540,1998,1989
759,540,1999,2115
760,540,2000,2243
761,540,2001,2162
762,540,2002,2127
763,540,2003,2187
764,540,2004,2179
765,540,2005,2116
766,540,2006,2013
1200,540,2007,2277
1201,540,2008,2145
1202,540,2009,2470
1203,540,2010,2571
1204,540,2011,2711
1205,540,2012,2853
1206,540,2013,3296
1207,540,2014,3359
1208,540,2015,3269
1209,540,2016,3240
1210,540,2017,2925
1211,540,2018,2549
1212,540,2019,2427
1213,540,2020,2313
1214,540,2021,2003
1215,540,2022,1979
767,550,1994,7239
768,550,1995,6877
769,550,1996,6939
770,550,1997,7429
771,550,1998,7979
772,550,1999,8155
773,550,2000,7954
774,550,2001,8231
775,550,2002,8380
776,550,2003,8192
777,550,2004,7443
778,550,2005,7330
779,550,2006,7283
1216,550,2007,1306
1217,550,2008,1312
1218,550,2009,1358
1219,550,2010,1385
1220,550,2011,1339
1221,550,2012,1396
1222,550,2013,1627
1223,550,2014,1616
1224,550,2015,1685
1225,550,2016,1619
1226,550,2017,1424
1227,550,2018,1229
1228,550,2019,1153
1229,550,2020,1137
1230,550,2021,994
1231,550,2022,879
780,561,1994,4399
781,561,1995,3995
782,561,1996,3962
783,561,1997,4356
784,561,1998,4569
785,561,1999,4594
786,561,2000,4717
787,561,2001,4797
788,561,2002,4961
789,561,2003,4668
790,561,2004,4144
791,561,2005,3934
792,561,2006,3979
1232,561,2007,4620
1233,561,2008,4488
1234,561,2009,4757
1235,561,2010,4896
1236,561,2011,4959
1237,561,2012,5081
1238,561,2013,5355
1239,561,2014,5573
1240,561,2015,5551
1241,561,2016,5298
1242,561,2017,4929
1243,561,2018,4536
1244,561,2019,4130
1245,561,2020,3983
1246,561,2021,3494
1247,561,2022,3408
793,563,1994,78
794,563,1995,59
795,563,1996,68
796,563,1997,81
797,563,1998,84
798,563,1999,62
799,563,2000,52
800,563,2001,73
801,563,2002,73
802,563,2003,81
803,563,2004,67
804,563,2005,65
805,563,2006,50
1248,563,2007,61
1249,563,2008,60
1250,563,2009,63
1251,563,2010,59
1252,563,2011,74
1253,563,2012,76
1254,563,2013,80
1255,563,2014,102
1256,563,2015,111
1257,563,2016,107
1258,563,2017,93
1259,563,2018,76
1260,563,2019,77
1261,563,2020,61
1262,563,2021,42
1263,563,2022,38
806,573,1994,956
807,573,1995,986
808,573,1996,986
809,573,1997,956
810,573,1998,1037
811,573,1999,1185
812,573,2000,1062
813,573,2001,1189
814,573,2002,1106
815,573,2003,1077
816,573,2004,914
817,573,2005,959
818,573,2006,1038
1264,573,2007,1103
1265,573,2008,1137
1266,573,2009,1339
1267,573,2010,1455
1268,573,2011,1533
1269,573,2012,1579
1270,573,2013,1691
1271,573,2014,1823
1272,573,2015,1947
1273,573,2016,1865
1274,573,2017,1621
1275,573,2018,1446
1276,573,2019,1306
1277,573,2020,1189
1278,573,2021,1012
1279,573,2022,1043
819,575,1994,920
820,575,1995,758
821,575,1996,854
822,575,1997,926
823,575,1998,959
824,575,1999,950
825,575,2000,895
826,575,2001,888
827,575,2002,948
828,575,2003,1042
829,575,2004,949
830,575,2005,883
831,575,2006,732
1280,575,2007,889
1281,575,2008,861
1282,575,2009,1107
1283,575,2010,1204
1284,575,2011,1205
1285,575,2012,1315
1286,575,2013,1552
1287,575,2014,1621
1288,575,2015,1686
1289,575,2016,1625
1290,575,2017,1454
1291,575,2018,1283
1292,575,2019,1197
1293,575,2020,1162
1294,575,2021,966
1295,575,2022,982
832,580,1994,1436
833,580,1995,1361
834,580,1996,1404
835,580,1997,1408
836,580,1998,1470
837,580,1999,1377
838,580,2000,1353
839,580,2001,1325
840,580,2002,1434
841,580,2003,1451
842,580,2004,1415
843,580,2005,1441
844,580,2006,1477
1296,580,2007,1590
1297,580,2008,1676
1298,580,2009,1938
1299,580,2010,2127
1300,580,2011,2000
1301,580,2012,2025
1302,580,2013,2354
1303,580,2014,2479
1304,580,2015,2496
1305,580,2016,2265
1306,580,2017,1958
1307,580,2018,1668
1308,580,2019,1506
1309,580,2020,1332
1310,580,2021,1103
1311,580,2022,1038
845,607,1994,2162
846,607,1995,2169
847,607,1996,2039
848,607,1997,2153
849,607,1998,2058
850,607,1999,2077
851,607,2000,2210
852,607,2001,2253
853,607,2002,2190
854,607,2003,2182
855,607,2004,1981
856,607,2005,1972
857,607,2006,1945
1312,607,2007,2302
1313,607,2008,2266
1314,607,2009,2391
1315,607,2010,2488
1316,607,2011,2578
1317,607,2012,2664
1318,607,2013,2839
1319,607,2014,2892
1320,607,2015,2945
1321,607,2016,2822
1322,607,2017,2583
1323,607,2018,2248
1324,607,2019,2000
1325,607,2020,2020
1326,607,2021,1820
1327,607,2022,1723
858,615,1994,3356
859,615,1995,3096
860,615,1996,3053
861,615,1997,3089
862,615,1998,3189
863,615,1999,3271
864,615,2000,3296
865,615,2001,3199
866,615,2002,3201
867,615,2003,3188
868,615,2004,2966
869,615,2005,2824
870,615,2006,2717
1328,615,2007,2900
1329,615,2008,2873
1330,615,2009,3284
1331,615,2010,3446
1332,615,2011,3461
1333,615,2012,3616
1334,615,2013,3961
1335,615,2014,3959
1336,615,2015,3993
1337,615,2016,3826
1338,615,2017,3405
1339,615,2018,3015
1340,615,2019,2889
1341,615,2020,2756
1342,615,2021,2311
1343,615,2022,2184
871,621,1994,3171
872,621,1995,3320
873,621,1996,3341
874,621,1997,3459
875,621,1998,3525
876,621,1999,3581
877,621,2000,3487
878,621,2001,3419
879,621,2002,3290
880,621,2003,3225
881,621,2004,3170
882,621,2005,2878
883,621,2006,2759
1344,621,2007,2606
1345,621,2008,2596
1346,621,2009,2958
1347,621,2010,3048
1348,621,2011,3028
1349,621,2012,3156
1350,621,2013,3580
1351,621,2014,3635
1352,621,2015,3804
1353,621,2016,3667
1354,621,2017,3277
1355,621,2018,2884
1356,621,2019,2694
1357,621,2020,2486
1358,621,2021,2216
1359,621,2022,2197
884,630,1994,3362
885,630,1995,3311
886,630,1996,3359
887,630,1997,3290
888,630,1998,3412
889,630,1999,3050
890,630,2000,3093
891,630,2001,2881
892,630,2002,3145
893,630,2003,3257
894,630,2004,2923
895,630,2005,2263
896,630,2006,3005
1360,630,2007,2781
1361,630,2008,2888
1362,630,2009,3377
1363,630,2010,3530
1364,630,2011,3706
1365,630,2012,3713
1366,630,2013,4175
1367,630,2014,4395
1368,630,2015,4531
1369,630,2016,4230
1370,630,2017,3698
1371,630,2018,3147
1372,630,2019,2913
1373,630,2020,2837
1374,630,2021,2752
1375,630,2022,2729
897,657,1994,1937
898,657,1995,1906
899,657,1996,2251
900,657,1997,2015
901,657,1998,2030
902,657,1999,1932
903,657,2000,1744
904,657,2001,1682
905,657,2002,1717
906,657,2003,1583
907,657,2004,881
908,657,2005,1654
909,657,2006,1500
1376,657,2007,1828
1377,657,2008,1822
1378,657,2009,2279
1379,657,2010,2339
1380,657,2011,2366
1381,657,2012,2551
1382,657,2013,2989
1383,657,2014,3101
1384,657,2015,3185
1385,657,2016,3167
1386,657,2017,2898
1387,657,2018,2592
1388,657,2019,2492
1389,657,2020,2429
1390,657,2021,2250
1391,657,2022,2141
910,661,1994,1344
911,661,1995,1144
912,661,1996,1150
913,661,1997,1176
914,661,1998,1177
915,661,1999,1385
916,661,2000,1490
917,661,2001,1465
918,661,2002,1437
919,661,2003,1329
920,661,2004,1254
921,661,2005,1312
922,661,2006,1280
1392,661,2007,1507
1393,661,2008,1497
1394,661,2009,1601
1395,661,2010,1631
1396,661,2011,1601
1397,661,2012,1767
1398,661,2013,1872
1399,661,2014,1918
1400,661,2015,2000
1401,661,2016,1982
1402,661,2017,1739
1403,661,2018,1516
1404,661,2019,1386
1405,661,2020,1431
1406,661,2021,1263
1407,661,2022,1316
923,665,1994,425
924,665,1995,402
925,665,1996,408
926,665,1997,436
927,665,1998,440
928,665,1999,446
929,665,2000,430
930,665,2001,440
931,665,2002,451
932,665,2003,533
933,665,2004,508
934,665,2005,440
935,665,2006,382
1408,665,2007,345
1409,665,2008,371
1410,665,2009,400
1411,665,2010,380
1412,665,2011,398
1413,665,2012,432
1414,665,2013,492
1415,665,2014,527
1416,665,2015,608
1417,665,2016,588
1418,665,2017,511
1419,665,2018,420
1420,665,2019,336
1421,665,2020,304
1422,665,2021,273
1423,665,2022,291
936,671,1994,517
937,671,1995,439
938,671,1996,447
939,671,1997,400
940,671,1998,448
941,671,1999,515
942,671,2000,454
943,671,2001,476
944,671,2002,471
945,671,2003,563
946,671,2004,560
947,671,2005,524
948,671,2006,484
1424,671,2007,623
1425,671,2008,629
1426,671,2009,773
1427,671,2010,746
1428,671,2011,777
1429,671,2012,852
1430,671,2013,896
1431,671,2014,880
1432,671,2015,895
1433,671,2016,891
1434,671,2017,785
1435,671,2018,666
1436,671,2019,610
1437,671,2020,559
1438,671,2021,538
1439,671,2022,549
949,706,1994,668
950,706,1995,988
951,706,1996,1013
952,706,1997,953
953,706,1998,1013
954,706,1999,1061
955,706,2000,1075
956,706,2001,1021
957,706,2002,1039
958,706,2003,1026
959,706,2004,973
960,706,2005,1038
961,706,2006,958
1440,706,2007,1052
1441,706,2008,1109
1442,706,2009,1251
1443,706,2010,1230
1444,706,2011,1229
1445,706,2012,1334
1446,706,2013,1515
1447,706,2014,1591
1448,706,2015,1544
1449,706,2016,1390
1450,706,2017,1210
1451,706,2018,1052
1452,706,2019,947
1453,706,2020,892
1454,706,2021,781
1455,706,2022,737
962,707,1994,1185
963,707,1995,1167
964,707,1996,1414
965,707,1997,1429
966,707,1998,1446
967,707,1999,1432
968,707,2000,1488
969,707,2001,1494
970,707,2002,1527
971,707,2003,1666
972,707,2004,1442
973,707,2005,1395
974,707,2006,1271
1456,707,2007,1347
1457,707,2008,1241
1458,707,2009,1298
1459,707,2010,1329
1460,707,2011,1305
1461,707,2012,1360
1462,707,2013,1614
1463,707,2014,1778
1464,707,2015,1847
1465,707,2016,1637
1466,707,2017,1478
1467,707,2018,1213
1468,707,2019,1134
1469,707,2020,1095
1470,707,2021,951
1471,707,2022,1007
975,710,1994,1258
976,710,1995,1179
977,710,1996,1147
978,710,1997,1218
979,710,1998,1176
980,710,1999,1026
981,710,2000,1051
982,710,2001,1042
983,710,2002,1052
984,710,2003,1044
985,710,2004,992
986,710,2005,956
987,710,2006,978
1472,710,2007,782
1473,710,2008,765
1474,710,2009,915
1475,710,2010,960
1476,710,2011,958
1477,710,2012,1010
1478,710,2013,1217
1479,710,2014,1268
1480,710,2015,1335
1481,710,2016,1271
1482,710,2017,1130
1483,710,2018,964
1484,710,2019,899
1485,710,2020,821
1486,710,2021,713
1487,710,2022,750
988,727,1994,506
989,727,1995,452
990,727,1996,420
991,727,1997,440
992,727,1998,456
993,727,1999,464
994,727,2000,456
995,727,2001,477
996,727,2002,556
997,727,2003,553
998,727,2004,555
999,727,2005,531
1000,727,2006,473
1488,727,2007,471
1489,727,2008,455
1490,727,2009,533
1491,727,2010,591
1492,727,2011,555
1493,727,2012,636
1494,727,2013,690
1495,727,2014,743
1496,727,2015,771
1497,727,2016,727
1498,727,2017,669
1499,727,2018,543
1500,727,2019,495
1501,727,2020,454
1502,727,2021,416
1503,727,2022,432
1001,730,1994,3664
1002,730,1995,3397
1003,730,1996,3535
1004,730,1997,3859
1005,730,1998,3688
1006,730,1999,3835
1007,730,2000,3864
1008,730,2001,3976
1009,730,2002,3920
1010,730,2003,3832
1011,730,2004,3599
1012,730,2005,3559
1013,730,2006,3562
1504,730,2007,3373
1505,730,2008,3022
1506,730,2009,3460
1507,730,2010,3603
1508,730,2011,3780
1509,730,2012,3934
1510,730,2013,4576
1511,730,2014,4681
1512,730,2015,4722
1513,730,2016,4576
1514,730,2017,4148
1515,730,2018,3773
1516,730,2019,3667
1517,730,2020,3580
1518,730,2021,3256
1519,730,2022,3289
1014,740,1994,2484
1015,740,1995,2160
1016,740,1996,2364
1017,740,1997,2419
1018,740,1998,2437
1019,740,1999,2707
1020,740,2000,2235
1021,740,2001,2266
1022,740,2002,2422
1023,740,2003,2216
1024,740,2004,2307
1025,740,2005,2473
1026,740,2006,2396
1520,740,2007,2440
1521,740,2008,2461
1522,740,2009,2898
1523,740,2010,2894
1524,740,2011,2957
1525,740,2012,3081
1526,740,2013,3492
1527,740,2014,3640
1528,740,2015,3823
1529,740,2016,3579
1530,740,2017,3148
1531,740,2018,2640
1532,740,2019,2482
1533,740,2020,2362
1534,740,2021,2026
1535,740,2022,2050
1027,741,1994,117
1028,741,1995,101
1029,741,1996,122
1030,741,1997,101
1031,741,1998,102
1032,741,1999,101
1033,741,2000,73
1034,741,2001,81
1035,741,2002,98
1036,741,2003,101
1037,741,2004,78
1038,741,2005,80
1039,741,2006,98
1536,741,2007,111
1537,741,2008,100
1538,741,2009,92
1539,741,2010,101
1540,741,2011,102
1541,741,2012,110
1542,741,2013,117
1543,741,2014,133
1544,741,2015,137
1545,741,2016,125
1546,741,2017,112
1547,741,2018,107
1548,741,2019,89
1549,741,2020,79
1550,741,2021,56
1551,741,2022,65
1040,746,1994,1463
1041,746,1995,1551
1042,746,1996,1565
1043,746,1997,1488
1044,746,1998,1577
1045,746,1999,1652
1046,746,2000,1592
1047,746,2001,1555
1048,746,2002,1593
1049,746,2003,1487
1050,746,2004,1325
1051,746,2005,1318
1052,746,2006,1320
1552,746,2007,987
1553,746,2008,944
1554,746,2009,1032
1555,746,2010,1124
1556,746,2011,1141
1557,746,2012,1144
1558,746,2013,1292
1559,746,2014,1347
1560,746,2015,1505
1561,746,2016,1512
1562,746,2017,1287
1563,746,2018,1021
1564,746,2019,890
1565,746,2020,815
1566,746,2021,701
1567,746,2022,795
1053,751,1994,17651
1054,751,1995,16837
1055,751,1996,15271
1056,751,1997,15186
1057,751,1998,15203
1058,751,1999,14980
1059,751,2000,15527
1060,751,2001,15613
1061,751,2002,15846
1062,751,2003,15851
1063,751,2004,14364
1064,751,2005,14146
1065,751,2006,13193
1568,751,2007,11356
1569,751,2008,10716
1570,751,2009,11727
1571,751,2010,11687
1572,751,2011,11755
1573,751,2012,11960
1574,751,2013,13822
1575,751,2014,14203
1576,751,2015,14417
1577,751,2016,14022
1578,751,2017,12695
1579,751,2018,11435
1580,751,2019,10969
1581,751,2020,11180
1582,751,2021,9865
1583,751,2022,9780
1066,756,1994,870
1067,756,1995,941
1068,756,1996,1161
1069,756,1997,1275
1070,756,1998,1049
1071,756,1999,1083
1072,756,2000,1148
1073,756,2001,1140
1074,756,2002,1057
1075,756,2003,972
1076,756,2004,827
1077,756,2005,791
1078,756,2006,790
1584,756,2007,948
1585,756,2008,1039
1586,756,2009,1142
1587,756,2010,1275
1588,756,2011,1311
1589,756,2012,1355
1590,756,2013,1546
1591,756,2014,1543
1592,756,2015,1547
1593,756,2016,1421
1594,756,2017,1271
1595,756,2018,1113
1596,756,2019,1052
1597,756,2020,948
1598,756,2021,864
1599,756,2022,921
1079,760,1994,6444
1080,760,1995,6034
1081,760,1996,6526
1082,760,1997,6783
1083,760,1998,7008
1084,760,1999,6627
1085,760,2000,6683
1086,760,2001,6658
1087,760,2002,6576
1088,760,2003,6492
1089,760,2004,6161
1090,760,2005,6600
1091,760,2006,6650
1600,760,2007,947
1601,760,2008,1016
1602,760,2009,1221
1603,760,2010,1302
1604,760,2011,1363
1605,760,2012,1413
1606,760,2013,1733
1607,760,2014,1813
1608,760,2015,1898
1609,760,2016,1854
1610,760,2017,1632
1611,760,2018,1474
1612,760,2019,1324
1613,760,2020,1221
1614,760,2021,1001
1615,760,2022,1059
1092,766,1994,660
1093,766,1995,634
1094,766,1996,800
1095,766,1997,644
1096,766,1998,695
1097,766,1999,739
1098,766,2000,694
1099,766,2001,728
1100,766,2002,775
1101,766,2003,738
1102,766,2004,750
1103,766,2005,738
1104,766,2006,811
1616,766,2007,752
1617,766,2008,812
1618,766,2009,1057
1619,766,2010,1111
1620,766,2011,1059
1621,766,2012,1174
1622,766,2013,1316
1623,766,2014,1385
1624,766,2015,1399
1625,766,2016,1301
1626,766,2017,1106
1627,766,2018,999
1628,766,2019,930
1629,766,2020,938
1630,766,2021,827
1631,766,2022,825
1105,773,1994,469
1106,773,1995,460
1107,773,1996,526
1108,773,1997,511
1109,773,1998,580
1110,773,1999,626
1111,773,2000,569
1112,773,2001,536
1113,773,2002,528
1114,773,2003,495
1115,773,2004,479
1116,773,2005,554
1117,773,2006,540
1632,773,2007,746
1633,773,2008,714
1634,773,2009,726
1635,773,2010,687
1636,773,2011,690
1637,773,2012,645
1638,773,2013,741
1639,773,2014,772
1640,773,2015,772
1641,773,2016,717
1642,773,2017,608
1643,773,2018,555
1644,773,2019,519
1645,773,2020,504
1646,773,2021,473
1647,773,2022,467
1118,779,1994,965
1119,779,1995,928
1120,779,1996,1112
1121,779,1997,1233
1122,779,1998,1212
1123,779,1999,918
1124,779,2000,1210
1125,779,2001,1177
1126,779,2002,1188
1127,779,2003,1200
1128,779,2004,1069
1129,779,2005,1095
1130,779,2006,1149
1648,779,2007,1334
1649,779,2008,1438
1650,779,2009,1574
1651,779,2010,1655
1652,779,2011,1577
1653,779,2012,1600
1654,779,2013,1759
1655,779,2014,1611
1656,779,2015,1578
1657,779,2016,1442
1658,779,2017,1442
1659,779,2018,1368
1660,779,2019,1253
1661,779,2020,1153
1662,779,2021,1054
1663,779,2022,1054
1131,787,1994,1096
1132,787,1995,996
1133,787,1996,1098
1134,787,1997,1012
1135,787,1998,1190
1136,787,1999,1060
1137,787,2000,1049
1138,787,2001,1142
1139,787,2002,1009
1140,787,2003,993
1141,787,2004,1025
1142,787,2005,1100
1143,787,2006,1161
1664,787,2007,1084
1665,787,2008,1158
1666,787,2009,1320
1667,787,2010,1418
1668,787,2011,1386
1669,787,2012,1325
1670,787,2013,1381
1671,787,2014,1533
1672,787,2015,1649
1673,787,2016,1649
1674,787,2017,1490
1675,787,2018,1316
1676,787,2019,1213
1677,787,2020,1166
1678,787,2021,990
1679,787,2022,1004
1144,791,1994,2452
1145,791,1995,2432
1146,791,1996,2311
1147,791,1997,2369
1148,791,1998,2459
1149,791,1999,2621
1150,791,2000,2445
1151,791,2001,2392
1152,791,2002,2485
1153,791,2003,2498
1154,791,2004,2304
1155,791,2005,2452
1156,791,2006,2360
1680,791,2007,2340
1681,791,2008,2320
1682,791,2009,2734
1683,791,2010,2868
1684,791,2011,2975
1685,791,2012,3290
1686,791,2013,3726
1687,791,2014,3858
1688,791,2015,3723
1689,791,2016,3520
1690,791,2017,3119
1691,791,2018,2737
1692,791,2019,2602
1693,791,2020,2584
1694,791,2021,2267
1695,791,2022,2491
1157,810,1994,845
1158,810,1995,845
1159,810,1996,832
1160,810,1997,905
1161,810,1998,880
1162,810,1999,884
1163,810,2000,935
1164,810,2001,980
1165,810,2002,906
1166,810,2003,911
1167,810,2004,941
1168,810,2005,1044
1169,810,2006,960
1696,810,2007,1024
1697,810,2008,1005
1698,810,2009,1112
1699,810,2010,1151
1700,810,2011,1239
1701,810,2012,1307
1702,810,2013,1506
1703,810,2014,1624
1704,810,2015,1665
1705,810,2016,1532
1706,810,2017,1306
1707,810,2018,1075
1708,810,2019,970
1709,810,2020,877
1710,810,2021,815
1711,810,2022,832
1170,813,1994,1918
1171,813,1995,1895
1172,813,1996,1927
1173,813,1997,1842
1174,813,1998,2006
1175,813,1999,2038
1176,813,2000,2100
1177,813,2001,2188
1178,813,2002,2033
1179,813,2003,2135
1180,813,2004,1981
1181,813,2005,1909
1182,813,2006,1751
1712,813,2007,1948
1713,813,2008,1816
1714,813,2009,1932
1715,813,2010,1931
1716,813,2011,1950
1717,813,2012,1927
1718,813,2013,2320
1719,813,2014,2538
1720,813,2015,2638
1721,813,2016,2572
1722,813,2017,2252
1723,813,2018,1917
1724,813,2019,1689
1725,813,2020,1574
1726,813,2021,1430
1727,813,2022,1417
1183,820,1994,729
1184,820,1995,629
1185,820,1996,684
1186,820,1997,786
1187,820,1998,985
1188,820,1999,945
1189,820,2000,1000
1190,820,2001,902
1191,820,2002,1005
1192,820,2003,1026
1193,820,2004,1018
1194,820,2005,948
1195,820,2006,922
1728,820,2007,906
1729,820,2008,937
1730,820,2009,1051
1731,820,2010,1204
1732,820,2011,1293
1733,820,2012,1336
1734,820,2013,1523
1735,820,2014,1471
1736,820,2015,1558
1737,820,2016,1486
1738,820,2017,1349
1739,820,2018,1186
1740,820,2019,1079
1741,820,2020,1021
1742,820,2021,875
1743,820,2022,842
1196,825,1994,32
1197,825,1995,48
1198,825,1996,35
1199,825,1997,27
1200,825,1998,37
1201,825,1999,19
1202,825,2000,28
1203,825,2001,38
1204,825,2002,35
1205,825,2003,36
1206,825,2004,20
1207,825,2005,12
1208,825,2006,11
1744,825,2007,19
1745,825,2008,14
