,muni_code,rmse,r2
0,860,3731.881005321797,-7.933574017913344
1,851,1701.6975669971039,0.4738998488219227
2,849,2402.4067659736857,-0.6596213368764625
3,846,1478.1087431985368,-0.2775925780341406
4,840,919.3681492711032,0.6819354017407993
5,825,1890.1080106329305,-1.0829932309278418
6,820,856.460792210765,0.2306888664225074
7,813,1509.194026697195,-0.4814381318240979
8,810,1218.3887423094277,-2.003404631966463
9,791,1674.617280161148,-0.06323160395938232
10,787,800.3720903023142,0.2355727787159454
11,779,919.2165430366986,0.12926941151465732
12,773,1174.971717456457,-0.07856846633206094
13,766,2253.303019765578,-1.635931001802562
14,760,1157.8275985648022,-0.08171169029984604
15,756,1410.1613727771169,-0.1445810655178601
16,751,3885.7187630927756,0.21495566924222487
17,746,2283.090263770094,0.1463177023684855
18,741,3063.2369672783548,-2.6214283916703542
19,740,1562.9628416289695,0.6824263110453644
20,730,2253.3297079238664,-0.3185935328245053
21,727,3794.6395404228665,-6.74558370346597
22,710,3771.4657347999864,-3.590136187509377
23,707,1745.2111287792336,-1.1583606135160687
24,706,1571.2739764157857,0.31353693232248525
25,671,2032.5860773445406,-1.9125499392567744
26,665,942.7171194223508,0.23235503226993093
27,661,1581.370507210138,0.2270397809177982
28,657,1500.6805977822073,0.3164836642843507
29,630,1822.7879653354526,0.14623076960874626
30,621,2972.3436009969346,-2.7015356739261396
31,615,12101.60249345832,-58.720955202238535
32,607,3067.304040268569,-16.791446039985175
33,580,1876.9746072231287,-3.365186083310685
34,575,1029.4608146310115,-0.21292431383372534
35,573,1732.0760935662522,-1.779183870436055
36,563,3533.1291562535844,-0.3822016896211702
37,561,1387.9683000507812,0.4226206614493946
38,550,1512.0822668636615,-0.8112863486651474
39,540,613.9434556847054,0.8476750024569732
40,530,3155.934421978443,-4.208271353553097
41,510,1984.5044773230156,-1.3574219427606464
42,492,1401.9622636250167,0.24051441730630296
43,482,1545.5219563212142,0.10153329907776842
44,480,2893.8379155414827,-1.246511024212373
45,479,1858.1028911555168,-0.5777307409959347
46,461,1947.9500209195473,0.11236027748757327
47,450,2415.1041716309505,-4.3167816745256085
48,440,2878.434415683726,-0.126112971925727
49,430,1388.5927424021406,-0.9457700638667523
50,420,1385.1332177650233,-0.41656397784979005
51,410,3861.2425303236473,-1.1368349291510564
52,400,2340.0379261518888,-2.3097670298001765
53,390,1442.492921147846,-0.26618109981915805
54,376,1991.7603824175408,-2.928866968399118
55,370,5261.887922589898,-6.250810009890602
56,360,2299.043583762161,-3.2566923206877725
57,350,4051.0339306652286,-0.7029723683541129
58,340,8156.600212622434,-17.290552561697822
59,336,3291.8390378991107,-1.2976943968945518
60,330,2738.8311440946027,-2.8377887092833167
61,329,4340.6393744297175,-2.5878740221653493
62,326,3068.2509556112077,-6.924424987940706
63,320,5211.679632752097,-3.8955648743311846
64,316,5541.872627323046,-1.6338126775907673
65,306,3184.7791134158715,-2.7350428294001934
66,270,3026.1308744598755,-0.9642189829786243
67,269,1837.0094119091134,0.5752360003520899
68,265,5098.5896377309045,-1.816803462446563
69,260,4854.389322841407,-3.5752267658278187
70,259,6029.637137141074,-3.320407735823119
71,253,2619.1193269947917,0.2247256629686467
72,250,6047.607955792297,-4.261138935656106
73,240,6474.060467071216,-7.284434627099557
74,230,3727.363034798153,-0.15270380728799227
75,223,2537.1487737710045,0.23274644799957767
76,219,7873.207470018145,-10.793919103928207
77,217,9426.063489248621,-25.137529081327326
78,210,1281.6821736096106,0.8358448153768337
79,201,4460.918583461101,-2.350547031845211
80,190,7184.500553006465,-10.475588008990627
81,187,1949.9581715389052,0.2759769784186217
82,185,2529.4701294726447,0.390180549822409
83,183,6881.830634214322,-17.401844488486702
84,175,4689.506683334322,-1.954495432437028
85,173,2752.4691076385293,0.5372985985614642
86,169,1604.5521957194837,0.5827034190579897
87,167,3858.4237542590754,-1.6295533881783504
88,165,2547.9541998513787,-1.5907673594789773
89,163,18589.745447261004,-52.71894062516282
90,161,2512.9600202683696,-0.05670462534823639
91,159,3136.1635356091188,0.3150483693349284
92,157,11770.945549509219,-3.295953822673204
93,155,2141.2613253233512,0.6355513324199198
94,153,1672.5692515452824,0.40000715809694365
95,151,8858.162915204362,-14.563082359550432
96,147,12288.736402456796,-4.067435157596485
97,101,16268.633038565658,-20.871747970397934
