,muni_code,rmse,r2
0,860,569.214145648839,0.8552930313962419
1,851,981.2969343730691,0.9334535249059513
2,849,1347.8835627574729,0.6142339151467507
3,846,787.7877388533041,0.7646304337557102
4,840,677.662143902936,0.9014775395253718
5,825,2039.5215741066725,0.30316938526379633
6,820,788.5282747124348,0.5761959152727023
7,813,663.3201356015841,0.786266746027611
8,810,747.1640017518191,0.6910758212617785
9,791,692.4152933915335,0.8894741484764426
10,787,502.12763072709083,0.8113751564822111
11,779,408.7533659600863,0.8839364975705101
12,773,1265.5129707034644,0.11289981548314687
13,766,630.755862591897,0.9226042831248581
14,760,533.404167716896,0.8459955997212936
15,756,706.7026789466539,0.9035803045249265
16,751,1620.0530152846452,0.9510826068416567
17,746,1099.8254294116696,0.9373215223970703
18,741,1968.7705979334787,0.41075995711889757
19,740,866.2568218873942,0.95247466010978
20,730,816.5442882650422,0.8707061325838752
21,727,828.2260238822726,0.9103501268358237
22,710,1009.0937206587953,0.8926734363558292
23,707,636.8112086442387,0.7716991400704778
24,706,1042.9927712742817,0.8427501389373436
25,671,612.785277643869,0.7282202757241193
26,665,649.7511691170039,0.6337571585683353
27,661,816.1141022494044,0.84389385349594
28,657,707.5704577056949,0.9182451941720303
29,630,829.2474356645193,0.921537298339543
30,621,777.7274523121941,0.9074354071163304
31,615,678.3809658629683,0.9529935186687822
32,607,546.2256170788457,0.9456173140395563
33,580,389.538012142165,0.9087379408585154
34,575,931.6454713036842,0.4785940806958535
35,573,724.9008556414875,0.7835599011923957
36,563,2453.8998428054288,0.03557630229885367
37,561,826.5862978641818,0.9205871533331438
38,550,474.29022727328356,0.7451194932575387
39,540,560.7475573416261,0.9210845080283819
40,530,737.3326368118823,0.8306908778585015
41,510,553.7115698159308,0.8892637588881445
42,492,1672.7546480355675,-0.34773802730195214
43,482,1553.561376164425,0.3432904110304297
44,480,1105.7184120002473,0.7600347561837494
45,479,543.97586259936,0.9594685808767923
46,461,1060.1398687969904,0.9294099110400794
47,450,662.2564851006882,0.8754484341460212
48,440,1889.8148694579224,0.6362023092718299
49,430,710.057441949735,0.7781481093787797
50,420,1248.0676347866743,0.12632915688001933
51,410,1223.0542865596715,0.8621509805062793
52,400,799.3971220613106,0.6802211102624331
53,390,732.8517909333517,0.8783272860060417
54,376,556.8763157351042,0.8893997526738443
55,370,994.6909134830564,0.8753346977227427
56,360,591.2905114643399,0.8113058254669672
57,350,1822.8821590170528,0.7619308227187449
58,340,1092.535540866555,0.8576856978733658
59,336,1854.9503753080687,0.5277328609188656
60,330,436.264785389792,0.9616985939018763
61,329,799.4074082497174,0.9424938530581368
62,326,681.9689704722792,0.8910584677420239
63,320,1521.6931911916286,0.6631078110182027
64,316,1201.769822753703,0.9022367802885588
65,306,929.2942234048659,0.8115994626549935
66,270,1197.3031313706447,0.906484492907221
67,269,1732.1746079499724,0.9170941620109879
68,265,1304.4410162934182,0.9498355309461839
69,260,1176.7997444199355,0.8731804964237202
70,259,1076.4016557018622,0.9509285578296074
71,253,1267.5431852714628,0.953870058076555
72,250,1235.894049458819,0.9173154960854871
73,240,1052.3109403333228,0.959611929009602
74,230,2343.6306693950714,0.9101512435914001
75,223,1614.8406396104153,0.944049124755106
76,219,1112.6439293792357,0.950794969312623
77,217,774.6409530291445,0.9780653888131584
78,210,1966.351814989181,0.851430956849918
79,201,1246.0653533873312,0.955199270514258
80,190,1858.6628628272942,0.9227185694481903
81,187,1229.113469286771,0.9540984710923998
82,185,1702.532231001433,0.9520061268316669
83,183,1232.9212688737518,0.9396814427716905
84,175,1068.6617108350033,0.9798716378647869
85,173,2053.617202583107,0.9462300783764159
86,169,1223.7784454628477,0.9434323894299159
87,167,1221.1494186824375,0.9690210254572715
88,165,1294.8427740158438,0.9390100503217533
89,163,1067.524439257059,0.9737536197117304
90,161,1545.5407210355827,0.9451588301694452
91,159,2071.980821497314,0.9286593460660094
92,157,2698.598289717736,0.9476073109838028
93,155,1695.8914881526944,0.9576314911895567
94,153,1615.7445195815997,0.9094355607424196
95,151,1221.814357838215,0.9597915355133391
96,147,2565.9189922708574,0.964602653138567
97,101,1212.7966384083688,0.9883888483886498
