,Train,Test,sample size,muni_code
1143,0.2463308060584697,2.645976789732539,12,350
1144,0.2562246277630078,2.3932748740158747,16,350
1145,0.24859146327375217,2.2570672663425646,19,350
1146,0.3168435436825924,2.1045164962873546,22,350
1147,0.3531162063575509,1.9816337576983252,25,350
1148,0.46400559257434904,1.8621585330065873,28,350
1149,0.5403071603121166,1.727003310655147,32,350
1150,0.7639810769897023,1.4085498672274894,35,350
1151,0.8201682685070086,1.3236442557010384,38,350
1152,1.0153859255895956,1.2112795090446713,41,350
1153,1.0544566103090116,1.140973532857964,44,350
1154,1.075370324522474,1.0877083606004514,48,350
1155,1.038549151238867,1.0629956132084826,51,350
1156,0.9893299260067652,1.0522493610555903,54,350
1157,0.9632741273986358,1.041679454025715,57,350
1158,0.933505130517079,1.0356662076567482,60,350
1159,0.898298883203875,1.0189303585145582,64,350
1160,0.0387891230684525,3.1534109725579196,3,340
1161,0.022088688124874044,3.9551570507954232,6,340
1162,0.015244428851466794,1.8430777867297656,9,340
1163,0.01420826825960268,1.1697799312523869,12,340
1164,0.017632040121534225,0.7018423628426844,16,340
1165,0.024546692781290413,0.6579112179210415,19,340
1166,0.023334795088852923,0.8716737122029811,22,340
1167,0.027176635276545354,0.7024889072509926,25,340
1168,0.029785760716425407,1.4373035507229512,28,340
1169,0.03627580561079874,0.980628434210961,32,340
1170,0.043476978776185074,1.4021327181308385,35,340
1171,0.051100607613012536,1.3634006493806041,38,340
1172,0.05720348145824641,1.0495377326450435,41,340
1173,0.06297174931354096,1.0069146302453895,44,340
1174,0.07348337564351681,0.9478453672081132,48,340
1175,0.07747128297507418,0.6806979057775537,51,340
1176,0.07871598721764769,0.2945518113299688,54,340
1177,0.08001187655488524,0.2656693255834143,57,340
1178,0.0782997375086619,0.21677706283670767,60,340
1179,0.07562623588890173,0.16553254650114424,64,340
1180,0.030685151620655004,4.046411070418941,3,336
1181,0.05579482228255208,95.23950230416162,6,336
1182,0.048606686115393205,10.780818014131327,9,336
1183,0.048092119078680814,0.6222781585837308,12,336
1184,0.055540369885492866,0.6004336873154645,16,336
1185,0.06308390721135285,0.6035010513059583,19,336
1186,0.06235956981265842,0.5272298400218046,22,336
1187,0.08702312246883079,0.33912769022572065,25,336
1188,0.09003077000444534,0.32077531919422964,28,336
1189,0.08901267623681135,0.30755655754078726,32,336
1190,0.10080351851712407,0.33124644793401015,35,336
1191,0.10979429064322843,0.3097272717935666,38,336
1192,0.10891935883374795,0.2866753646179046,41,336
1193,0.12450015670798956,0.3216941300593386,44,336
1194,0.12112020645085637,0.2790799634367673,48,336
1195,0.15307823258102798,0.23581694425854433,51,336
1196,0.1538961616060281,0.24123389789143004,54,336
1197,0.184554464841609,0.23654973298300827,57,336
1198,0.1884464736410214,0.23177151023104559,60,336
1199,0.19337443682699976,0.21693266115104662,64,336
1200,1.1978174151960227e-05,3.269524903181201,3,330
1201,0.001722505940783544,3.6663096411476523,6,330
1202,0.0016857251260091722,1.018638636064218,9,330
1203,0.002642335606891588,0.9355521857811022,12,330
1204,0.00496060693735336,0.6089865540831846,16,330
1205,0.005251400088207231,0.2828561779041725,19,330
1206,0.00677228882790801,0.5264894032700254,22,330
1207,0.007889894131283355,0.3892491314266969,25,330
1208,0.01058037340989169,0.3806702485899726,28,330
1209,0.015811827668519695,0.6887031679127201,32,330
1210,0.019124174312258706,0.6926714835652333,35,330
1211,0.02404953724395254,0.6547964246356308,38,330
1212,0.028974348467375028,0.39348197992770045,41,330
1213,0.029410100562688463,0.3872492987350632,44,330
1214,0.03571813801626046,0.676689843168129,48,330
1215,0.03452895075642425,0.5444314848496525,51,330
1216,0.03684801867271695,0.24075492771989535,54,330
1217,0.037830378034910316,0.13040718121157416,57,330
1218,0.03775248716360854,0.10188199107753612,60,330
1219,0.04044523095260366,0.10789958996247902,64,330
1220,0.015573897205676692,2.7056046937737497,3,329
1221,0.010644564158448297,0.6381251678356098,6,329
1222,0.008142322452326779,1.7318212176683017,9,329
1223,0.008156205269151246,0.9654996345293003,12,329
1224,0.008250863690223117,0.4349787852416281,16,329
1225,0.008342859416303534,0.37874883371437934,19,329
1226,0.00947670029899575,0.35095473962818124,22,329
1227,0.009554776089831877,0.44209775923793976,25,329
1228,0.012713058937697566,0.38692413339058784,28,329
1229,0.0163393601853384,0.48400381486649946,32,329
1230,0.02885350259391829,0.6325787327338258,35,329
1231,0.03489086554255982,0.7379046640074431,38,329
1232,0.041031554968119346,0.6574379661443348,41,329
1233,0.0554056297638801,0.6892584098487227,44,329
1234,0.0593339966008878,0.5327462476722451,48,329
1235,0.061583275520182,0.20253807610590982,51,329
1236,0.06495294099268871,0.21639803309329947,54,329
1237,0.07554267728659148,0.16557146116569174,57,329
1238,0.07448601843338125,0.15158580788995485,60,329
1239,0.07977192783080941,0.1435907629060116,64,329
1240,1.427405511303955e-10,4.207645365361414,3,326
1241,0.009248757524260652,164.62214921787887,6,326
1242,0.0073716329482824885,0.7280203768134037,9,326
1243,0.013526888881473761,0.685692869181352,12,326
1244,0.01161564099272619,0.31017944086117233,16,326
1245,0.012143528896000469,0.48531107832373854,19,326
1246,0.01451772326958357,0.6949124864057231,22,326
1247,0.016221485872791132,3.2230348639533837,25,326
1248,0.020661731766389003,1.5235518855221186,28,326
1249,0.0309852763509793,0.6189876368472913,32,326
1250,0.03167618811940064,1.0902909329061843,35,326
1251,0.041645271316445714,0.4839605846652256,38,326
1252,0.044985011275588196,0.5272033613323501,41,326
1253,0.04916641123395277,0.3985848712872323,44,326
1254,0.062025104032322156,0.34780392706096597,48,326
1255,0.061127103452799446,0.3309159274347099,51,326
1256,0.06206489929372731,0.27290844127151137,54,326
1257,0.06650124333545783,0.21347728336830976,57,326
1258,0.06468684397380325,0.20244911380758762,60,326
1259,0.06451251523011295,0.17053343753005595,64,326
1260,0.1273046351267259,10.398168963656705,3,320
1261,0.09696833960999487,2.3234648845141086,6,320
1262,0.08272939352149536,1.9537082997336213,9,320
1263,0.123675235678614,0.5347526314618467,12,320
1264,0.11872561716853494,0.5585086302296702,16,320
1265,0.1151027262072742,0.5161178255109218,19,320
1266,0.10953032181726592,0.6129123674595951,22,320
1267,0.10729194868245995,0.48405608170956604,25,320
1268,0.1135814486072056,0.4033494034077331,28,320
1269,0.10274936613881006,0.40155852436343914,32,320
