muni_code,housing_type,year,avg_sqm_price,count
167,Ejerlejlighed,1992,5585.178217821782,101
167,Ejerlejlighed,1993,5720.112149532711,107
167,Ejerlejlighed,1994,5536.7421875,128
167,Ejerlejlighed,1995,5606.4375,128
167,Ejerlejlighed,1996,6249.981481481482,162
167,Ejerlejlighed,1997,6895.227722772277,202
167,Ejerlejlighed,1998,7741.603603603604,222
167,Ejerlejlighed,1999,9175.340807174887,223
167,Ejerlejlighed,2000,10511.49090909091,220
167,Ejerlejlighed,2001,12273.69,200
167,Ejerlejlighed,2002,13700.083333333334,204
167,Ejerlejlighed,2003,14591.273885350318,157
167,Ejerlejlighed,2004,15092.179611650485,206
167,Ejerlejlighed,2005,17444.21722846442,267
167,Ejerlejlighed,2006,21969.07643312102,157
167,Ejerlejlighed,2007,21272.594202898552,138
167,Ejerlejlighed,2008,19188.456310679612,103
167,Ejerlejlighed,2009,15246.517647058823,85
167,Ejerlejlighed,2010,14681.823529411764,102
167,Ejerlejlighed,2011,14034.834862385322,109
167,Ejerlejlighed,2012,13079.762376237624,101
167,Ejerlejlighed,2013,15441.323529411764,102
167,Ejerlejlighed,2014,15950.762237762237,143
167,Ejerlejlighed,2015,19076.212765957447,188
167,Ejerlejlighed,2016,20770.606796116506,206
167,Ejerlejlighed,2017,22816.091346153848,208
167,Ejerlejlighed,2018,24253.62980769231,208
167,Ejerlejlighed,2019,25526.30864197531,162
167,Ejerlejlighed,2020,26547.3661971831,142
167,Ejerlejlighed,2021,30684.457711442785,201
167,Ejerlejlighed,2022,30590.159722222223,144
167,Rækkehus,1992,6143.37037037037,81
167,Rækkehus,1993,5883.0375,80
167,Rækkehus,1994,6613.75,92
167,Rækkehus,1995,6978.233333333334,90
167,Rækkehus,1996,7322.4,80
167,Rækkehus,1997,9111.425925925925,108
167,Rækkehus,1998,10116.941860465116,86
167,Rækkehus,1999,10835.410256410256,78
167,Rækkehus,2000,11089.295454545454,88
167,Rækkehus,2001,12546.0,89
167,Rækkehus,2002,13317.034482758621,87
167,Rækkehus,2003,14068.40776699029,103
167,Rækkehus,2004,14489.892857142857,84
167,Rækkehus,2005,19093.463414634145,82
167,Rækkehus,2006,24387.436363636363,55
167,Rækkehus,2007,23177.904761904763,63
167,Rækkehus,2008,20703.71875,64
167,Rækkehus,2009,17577.909090909092,55
167,Rækkehus,2010,19241.93442622951,61
167,Rækkehus,2011,17592.265625,64
167,Rækkehus,2012,18463.08620689655,58
167,Rækkehus,2013,18632.4,55
167,Rækkehus,2014,20184.850574712644,87
167,Rækkehus,2015,21490.08080808081,99
167,Rækkehus,2016,22405.354838709678,93
167,Rækkehus,2017,24239.46835443038,79
167,Rækkehus,2018,28096.6,80
167,Rækkehus,2019,27238.25842696629,89
167,Rækkehus,2020,28570.18666666667,75
167,Rækkehus,2021,31147.083333333332,72
167,Rækkehus,2022,30116.82,50
167,Villa,1992,5409.240105540897,379
167,Villa,1993,5461.09375,352
167,Villa,1994,5834.081151832461,382
167,Villa,1995,5975.032941176471,425
167,Villa,1996,6876.028235294118,425
167,Villa,1997,8202.58273381295,417
167,Villa,1998,8586.076354679803,406
167,Villa,1999,10070.79640718563,334
167,Villa,2000,10728.06111111111,360
167,Villa,2001,11416.481481481482,405
167,Villa,2002,12032.519083969466,393
167,Villa,2003,12844.385869565218,368
167,Villa,2004,13878.01404494382,356
167,Villa,2005,17473.721621621622,370
167,Villa,2006,21225.197879858657,283
167,Villa,2007,20928.71672354949,293
167,Villa,2008,20259.58035714286,224
167,Villa,2009,16369.887931034482,232
167,Villa,2010,17992.651898734177,316
167,Villa,2011,17482.026431718063,227
167,Villa,2012,16908.438461538462,260
167,Villa,2013,17578.260188087774,319
167,Villa,2014,19592.62005277045,379
167,Villa,2015,22479.53634085213,399
167,Villa,2016,23232.48973607038,341
167,Villa,2017,24015.3,370
167,Villa,2018,25265.66371681416,339
167,Villa,2019,26434.422413793105,348
167,Villa,2020,27878.158357771263,341
167,Villa,2021,28786.136200716846,279
167,Villa,2022,29246.084745762713,177
