muni_code,housing_type,year,avg_sqm_price,count
210,Ejerlejlighed,1992,5081.525139664805,179
210,Ejerlejlighed,1993,4920.8654970760235,171
210,Ejerlejlighed,1994,4939.372641509434,212
210,Ejerlejlighed,1995,5031.458333333333,216
210,Ejerlejlighed,1996,5382.179487179487,234
210,Ejerlejlighed,1997,5934.244274809161,262
210,Ejerlejlighed,1998,6894.95744680851,282
210,Ejerlejlighed,1999,8280.763565891473,258
210,Ejerlejlighed,2000,8900.40350877193,285
210,Ejerlejlighed,2001,10367.902527075812,277
210,Ejerlejlighed,2002,11558.850622406639,241
210,Ejerlejlighed,2003,12260.127049180328,244
210,Ejerlejlighed,2004,12195.829875518672,241
210,Ejerlejlighed,2005,14493.263322884013,319
210,Ejerlejlighed,2006,17143.8995215311,209
210,Ejerlejlighed,2007,17405.85714285714,182
210,Ejerlejlighed,2008,14937.866141732284,127
210,Ejerlejlighed,2009,11591.208695652174,115
210,Ejerlejlighed,2010,11387.713043478261,115
210,Ejerlejlighed,2011,10568.412213740457,131
210,Ejerlejlighed,2012,9801.210084033613,119
210,Ejerlejlighed,2013,10449.922330097088,103
210,Ejerlejlighed,2014,11207.897637795275,127
210,Ejerlejlighed,2015,12240.23163841808,177
210,Ejerlejlighed,2016,13198.040229885057,174
210,Ejerlejlighed,2017,15148.653465346535,202
210,Ejerlejlighed,2018,16205.778280542987,221
210,Ejerlejlighed,2019,16595.893162393164,234
210,Ejerlejlighed,2020,18114.435483870966,248
210,Ejerlejlighed,2021,20367.367768595042,242
210,Ejerlejlighed,2022,20493.43455497382,191
210,Rækkehus,1992,5642.98125,160
210,Rækkehus,1993,5887.298701298701,154
210,Rækkehus,1994,6688.0,208
210,Rækkehus,1995,7078.184210526316,190
210,Rækkehus,1996,7765.647368421052,190
210,Rækkehus,1997,9027.405263157894,190
210,Rækkehus,1998,10423.141176470588,170
210,Rækkehus,1999,10945.31,200
210,Rækkehus,2000,12221.01875,160
210,Rækkehus,2001,13602.812080536913,149
210,Rækkehus,2002,13788.451388888889,144
210,Rækkehus,2003,14686.469798657718,149
210,Rækkehus,2004,15456.94366197183,213
210,Rækkehus,2005,17910.16379310345,232
210,Rækkehus,2006,23262.471014492752,138
210,Rækkehus,2007,22243.601092896173,183
210,Rækkehus,2008,20508.762962962963,135
210,Rækkehus,2009,15949.566929133858,127
210,Rækkehus,2010,17751.7109375,128
210,Rækkehus,2011,17212.829268292684,123
210,Rækkehus,2012,16804.66956521739,115
210,Rækkehus,2013,17337.46835443038,158
210,Rækkehus,2014,18911.51655629139,151
210,Rækkehus,2015,19243.24882629108,213
210,Rækkehus,2016,20202.236842105263,190
210,Rækkehus,2017,21299.737903225807,248
210,Rækkehus,2018,21488.809782608696,184
210,Rækkehus,2019,23066.79381443299,194
210,Rækkehus,2020,23503.679012345678,243
210,Rækkehus,2021,26876.163346613546,251
210,Rækkehus,2022,26134.18918918919,148
210,Villa,1992,5806.3353115727,337
210,Villa,1993,5684.408219178083,365
210,Villa,1994,6072.827683615819,354
210,Villa,1995,6588.3948717948715,390
210,Villa,1996,7229.076086956522,368
210,Villa,1997,8573.613832853025,347
210,Villa,1998,9590.426035502958,338
210,Villa,1999,11014.371621621622,296
210,Villa,2000,12086.935672514619,342
210,Villa,2001,12613.558394160584,274
210,Villa,2002,13494.441605839416,274
210,Villa,2003,13213.933908045978,348
210,Villa,2004,14507.344827586207,319
210,Villa,2005,17795.341463414636,328
210,Villa,2006,23207.064814814814,216
210,Villa,2007,21166.244680851065,188
210,Villa,2008,20437.04575163399,153
210,Villa,2009,16758.505102040817,196
210,Villa,2010,16945.408163265307,245
210,Villa,2011,17049.385474860333,179
210,Villa,2012,16076.800884955752,226
210,Villa,2013,16304.63963963964,222
210,Villa,2014,17771.444444444445,252
210,Villa,2015,18328.409090909092,308
210,Villa,2016,18864.82154882155,297
210,Villa,2017,20311.40056818182,352
210,Villa,2018,21593.760617760618,259
210,Villa,2019,21844.178571428572,308
210,Villa,2020,22427.207282913165,357
210,Villa,2021,24984.617142857143,350
210,Villa,2022,25444.234636871508,179
