TAL;OMRÅDE;TID;INDHOLD
2 Helårsmodtagere (antal);741 Samsø;2007 2007;61
2 Helårsmodtagere (antal);741 Samsø;2008 2008;58
2 Helårsmodtagere (antal);741 Samsø;2009 2009;59
2 Helårsmodtagere (antal);741 Samsø;2010 2010;63
2 Helårsmodtagere (antal);741 Samsø;2011 2011;64
2 Helårsmodtagere (antal);741 Samsø;2012 2012;72
2 Helårsmodtagere (antal);741 Samsø;2013 2013;72
2 Helårsmodtagere (antal);741 Samsø;2014 2014;74
2 Helårsmodtagere (antal);741 Samsø;2015 2015;75
2 Helårsmodtagere (antal);741 Samsø;2016 2016;69
2 Helårsmodtagere (antal);741 Samsø;2017 2017;72
2 Helårsmodtagere (antal);741 Samsø;2018 2018;63
2 Helårsmodtagere (antal);741 Samsø;2019 2019;51
2 Helårsmodtagere (antal);741 Samsø;2020 2020;44
2 Helårsmodtagere (antal);741 Samsø;2021 2021;31
2 Helårsmodtagere (antal);741 Samsø;2022 2022;28
2 Helårsmodtagere (antal);740 Silkeborg;2007 2007;1590
2 Helårsmodtagere (antal);740 Silkeborg;2008 2008;1635
2 Helårsmodtagere (antal);740 Silkeborg;2009 2009;1880
2 Helårsmodtagere (antal);740 Silkeborg;2010 2010;1945
2 Helårsmodtagere (antal);740 Silkeborg;2011 2011;2008
2 Helårsmodtagere (antal);740 Silkeborg;2012 2012;2137
2 Helårsmodtagere (antal);740 Silkeborg;2013 2013;2367
2 Helårsmodtagere (antal);740 Silkeborg;2014 2014;2427
2 Helårsmodtagere (antal);740 Silkeborg;2015 2015;2548
2 Helårsmodtagere (antal);740 Silkeborg;2016 2016;2578
2 Helårsmodtagere (antal);740 Silkeborg;2017 2017;2253
2 Helårsmodtagere (antal);740 Silkeborg;2018 2018;1908
2 Helårsmodtagere (antal);740 Silkeborg;2019 2019;1761
2 Helårsmodtagere (antal);740 Silkeborg;2020 2020;1704
2 Helårsmodtagere (antal);740 Silkeborg;2021 2021;1477
2 Helårsmodtagere (antal);740 Silkeborg;2022 2022;1337
2 Helårsmodtagere (antal);746 Skanderborg;2007 2007;624
2 Helårsmodtagere (antal);746 Skanderborg;2008 2008;580
2 Helårsmodtagere (antal);746 Skanderborg;2009 2009;651
2 Helårsmodtagere (antal);746 Skanderborg;2010 2010;713
2 Helårsmodtagere (antal);746 Skanderborg;2011 2011;746
2 Helårsmodtagere (antal);746 Skanderborg;2012 2012;765
2 Helårsmodtagere (antal);746 Skanderborg;2013 2013;840
2 Helårsmodtagere (antal);746 Skanderborg;2014 2014;875
2 Helårsmodtagere (antal);746 Skanderborg;2015 2015;1001
2 Helårsmodtagere (antal);746 Skanderborg;2016 2016;1049
2 Helårsmodtagere (antal);746 Skanderborg;2017 2017;903
2 Helårsmodtagere (antal);746 Skanderborg;2018 2018;705
2 Helårsmodtagere (antal);746 Skanderborg;2019 2019;614
2 Helårsmodtagere (antal);746 Skanderborg;2020 2020;564
2 Helårsmodtagere (antal);746 Skanderborg;2021 2021;497
2 Helårsmodtagere (antal);746 Skanderborg;2022 2022;491
2 Helårsmodtagere (antal);706 Syddjurs;2007 2007;679
2 Helårsmodtagere (antal);706 Syddjurs;2008 2008;675
2 Helårsmodtagere (antal);706 Syddjurs;2009 2009;763
2 Helårsmodtagere (antal);706 Syddjurs;2010 2010;818
2 Helårsmodtagere (antal);706 Syddjurs;2011 2011;815
2 Helårsmodtagere (antal);706 Syddjurs;2012 2012;887
2 Helårsmodtagere (antal);706 Syddjurs;2013 2013;1015
2 Helårsmodtagere (antal);706 Syddjurs;2014 2014;1051
2 Helårsmodtagere (antal);706 Syddjurs;2015 2015;1016
2 Helårsmodtagere (antal);706 Syddjurs;2016 2016;985
2 Helårsmodtagere (antal);706 Syddjurs;2017 2017;875
2 Helårsmodtagere (antal);706 Syddjurs;2018 2018;738
2 Helårsmodtagere (antal);706 Syddjurs;2019 2019;649
2 Helårsmodtagere (antal);706 Syddjurs;2020 2020;607
2 Helårsmodtagere (antal);706 Syddjurs;2021 2021;537
2 Helårsmodtagere (antal);706 Syddjurs;2022 2022;478
2 Helårsmodtagere (antal);751 Aarhus;2007 2007;7869
2 Helårsmodtagere (antal);751 Aarhus;2008 2008;7226
2 Helårsmodtagere (antal);751 Aarhus;2009 2009;7647
2 Helårsmodtagere (antal);751 Aarhus;2010 2010;7700
2 Helårsmodtagere (antal);751 Aarhus;2011 2011;7794
2 Helårsmodtagere (antal);751 Aarhus;2012 2012;8022
2 Helårsmodtagere (antal);751 Aarhus;2013 2013;9268
2 Helårsmodtagere (antal);751 Aarhus;2014 2014;9644
2 Helårsmodtagere (antal);751 Aarhus;2015 2015;9736
2 Helårsmodtagere (antal);751 Aarhus;2016 2016;9949
2 Helårsmodtagere (antal);751 Aarhus;2017 2017;9013
2 Helårsmodtagere (antal);751 Aarhus;2018 2018;8002
2 Helårsmodtagere (antal);751 Aarhus;2019 2019;7699
2 Helårsmodtagere (antal);751 Aarhus;2020 2020;7852
2 Helårsmodtagere (antal);751 Aarhus;2021 2021;7010
2 Helårsmodtagere (antal);751 Aarhus;2022 2022;6639
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2007 2007;5909
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2008 2008;5824
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2009 2009;7042
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2010 2010;7766
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2011 2011;8210
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2012 2012;8764
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2013 2013;9820
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2014 2014;9828
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2015 2015;10008
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2016 2016;10112
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2017 2017;9390
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2018 2018;8197
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2019 2019;7614
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2020 2020;7572
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2021 2021;6698
2 Helårsmodtagere (antal);10 Landsdel Vestjylland;2022 2022;6441
2 Helårsmodtagere (antal);657 Herning;2007 2007;1095
2 Helårsmodtagere (antal);657 Herning;2008 2008;1082
2 Helårsmodtagere (antal);657 Herning;2009 2009;1382
2 Helårsmodtagere (antal);657 Herning;2010 2010;1501
2 Helårsmodtagere (antal);657 Herning;2011 2011;1574
2 Helårsmodtagere (antal);657 Herning;2012 2012;1658
2 Helårsmodtagere (antal);657 Herning;2013 2013;1932
2 Helårsmodtagere (antal);657 Herning;2014 2014;2072
2 Helårsmodtagere (antal);657 Herning;2015 2015;2119
2 Helårsmodtagere (antal);657 Herning;2016 2016;2211
2 Helårsmodtagere (antal);657 Herning;2017 2017;2121
2 Helårsmodtagere (antal);657 Herning;2018 2018;1892
2 Helårsmodtagere (antal);657 Herning;2019 2019;1753
2 Helårsmodtagere (antal);657 Herning;2020 2020;1785
2 Helårsmodtagere (antal);657 Herning;2021 2021;1620
2 Helårsmodtagere (antal);657 Herning;2022 2022;1483
2 Helårsmodtagere (antal);661 Holstebro;2007 2007;943
2 Helårsmodtagere (antal);661 Holstebro;2008 2008;881
2 Helårsmodtagere (antal);661 Holstebro;2009 2009;960
2 Helårsmodtagere (antal);661 Holstebro;2010 2010;1033
2 Helårsmodtagere (antal);661 Holstebro;2011 2011;1071
2 Helårsmodtagere (antal);661 Holstebro;2012 2012;1158
2 Helårsmodtagere (antal);661 Holstebro;2013 2013;1271
2 Helårsmodtagere (antal);661 Holstebro;2014 2014;1240
2 Helårsmodtagere (antal);661 Holstebro;2015 2015;1322
2 Helårsmodtagere (antal);661 Holstebro;2016 2016;1368
2 Helårsmodtagere (antal);661 Holstebro;2017 2017;1245
2 Helårsmodtagere (antal);661 Holstebro;2018 2018;1054
2 Helårsmodtagere (antal);661 Holstebro;2019 2019;998
2 Helårsmodtagere (antal);661 Holstebro;2020 2020;1026
2 Helårsmodtagere (antal);661 Holstebro;2021 2021;887
2 Helårsmodtagere (antal);661 Holstebro;2022 2022;868
2 Helårsmodtagere (antal);756 Ikast-Brande;2007 2007;559
2 Helårsmodtagere (antal);756 Ikast-Brande;2008 2008;574
2 Helårsmodtagere (antal);756 Ikast-Brande;2009 2009;673
2 Helårsmodtagere (antal);756 Ikast-Brande;2010 2010;779
2 Helårsmodtagere (antal);756 Ikast-Brande;2011 2011;864
2 Helårsmodtagere (antal);756 Ikast-Brande;2012 2012;896
2 Helårsmodtagere (antal);756 Ikast-Brande;2013 2013;995
2 Helårsmodtagere (antal);756 Ikast-Brande;2014 2014;982
2 Helårsmodtagere (antal);756 Ikast-Brande;2015 2015;1011
2 Helårsmodtagere (antal);756 Ikast-Brande;2016 2016;931
2 Helårsmodtagere (antal);756 Ikast-Brande;2017 2017;861
2 Helårsmodtagere (antal);756 Ikast-Brande;2018 2018;753
2 Helårsmodtagere (antal);756 Ikast-Brande;2019 2019;680
2 Helårsmodtagere (antal);756 Ikast-Brande;2020 2020;660
2 Helårsmodtagere (antal);756 Ikast-Brande;2021 2021;622
2 Helårsmodtagere (antal);756 Ikast-Brande;2022 2022;612
2 Helårsmodtagere (antal);665 Lemvig;2007 2007;215
2 Helårsmodtagere (antal);665 Lemvig;2008 2008;223
2 Helårsmodtagere (antal);665 Lemvig;2009 2009;250
2 Helårsmodtagere (antal);665 Lemvig;2010 2010;253
2 Helårsmodtagere (antal);665 Lemvig;2011 2011;266
2 Helårsmodtagere (antal);665 Lemvig;2012 2012;282
2 Helårsmodtagere (antal);665 Lemvig;2013 2013;323
2 Helårsmodtagere (antal);665 Lemvig;2014 2014;348
2 Helårsmodtagere (antal);665 Lemvig;2015 2015;387
2 Helårsmodtagere (antal);665 Lemvig;2016 2016;409
2 Helårsmodtagere (antal);665 Lemvig;2017 2017;350
2 Helårsmodtagere (antal);665 Lemvig;2018 2018;265
2 Helårsmodtagere (antal);665 Lemvig;2019 2019;229
2 Helårsmodtagere (antal);665 Lemvig;2020 2020;206
2 Helårsmodtagere (antal);665 Lemvig;2021 2021;168
2 Helårsmodtagere (antal);665 Lemvig;2022 2022;169
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2007 2007;555
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2008 2008;564
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2009 2009;726
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2010 2010;821
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2011 2011;890
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2012 2012;931
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2013 2013;1125
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2014 2014;1134
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2015 2015;1239
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2016 2016;1224
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2017 2017;1146
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2018 2018;1001
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2019 2019;900
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2020 2020;834
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2021 2021;689
2 Helårsmodtagere (antal);760 Ringkøbing-Skjern;2022 2022;627
2 Helårsmodtagere (antal);779 Skive;2007 2007;749
2 Helårsmodtagere (antal);779 Skive;2008 2008;741
2 Helårsmodtagere (antal);779 Skive;2009 2009;900
2 Helårsmodtagere (antal);779 Skive;2010 2010;994
2 Helårsmodtagere (antal);779 Skive;2011 2011;1003
2 Helårsmodtagere (antal);779 Skive;2012 2012;1041
2 Helårsmodtagere (antal);779 Skive;2013 2013;1094
2 Helårsmodtagere (antal);779 Skive;2014 2014;951
2 Helårsmodtagere (antal);779 Skive;2015 2015;927
2 Helårsmodtagere (antal);779 Skive;2016 2016;960
2 Helårsmodtagere (antal);779 Skive;2017 2017;962
2 Helårsmodtagere (antal);779 Skive;2018 2018;891
2 Helårsmodtagere (antal);779 Skive;2019 2019;796
2 Helårsmodtagere (antal);779 Skive;2020 2020;807
2 Helårsmodtagere (antal);779 Skive;2021 2021;709
2 Helårsmodtagere (antal);779 Skive;2022 2022;672
2 Helårsmodtagere (antal);671 Struer;2007 2007;350
2 Helårsmodtagere (antal);671 Struer;2008 2008;360
2 Helårsmodtagere (antal);671 Struer;2009 2009;460
2 Helårsmodtagere (antal);671 Struer;2010 2010;493
2 Helårsmodtagere (antal);671 Struer;2011 2011;503
2 Helårsmodtagere (antal);671 Struer;2012 2012;537
2 Helårsmodtagere (antal);671 Struer;2013 2013;557
2 Helårsmodtagere (antal);671 Struer;2014 2014;573
2 Helårsmodtagere (antal);671 Struer;2015 2015;569
2 Helårsmodtagere (antal);671 Struer;2016 2016;601
2 Helårsmodtagere (antal);671 Struer;2017 2017;542
2 Helårsmodtagere (antal);671 Struer;2018 2018;467
2 Helårsmodtagere (antal);671 Struer;2019 2019;427
2 Helårsmodtagere (antal);671 Struer;2020 2020;414
2 Helårsmodtagere (antal);671 Struer;2021 2021;378
2 Helårsmodtagere (antal);671 Struer;2022 2022;355
2 Helårsmodtagere (antal);791 Viborg;2007 2007;1443
2 Helårsmodtagere (antal);791 Viborg;2008 2008;1400
2 Helårsmodtagere (antal);791 Viborg;2009 2009;1691
2 Helårsmodtagere (antal);791 Viborg;2010 2010;1891
2 Helårsmodtagere (antal);791 Viborg;2011 2011;2040
2 Helårsmodtagere (antal);791 Viborg;2012 2012;2261
2 Helårsmodtagere (antal);791 Viborg;2013 2013;2522
2 Helårsmodtagere (antal);791 Viborg;2014 2014;2528
2 Helårsmodtagere (antal);791 Viborg;2015 2015;2434
2 Helårsmodtagere (antal);791 Viborg;2016 2016;2407
2 Helårsmodtagere (antal);791 Viborg;2017 2017;2164
2 Helårsmodtagere (antal);791 Viborg;2018 2018;1874
2 Helårsmodtagere (antal);791 Viborg;2019 2019;1833
2 Helårsmodtagere (antal);791 Viborg;2020 2020;1841
2 Helårsmodtagere (antal);791 Viborg;2021 2021;1625
2 Helårsmodtagere (antal);791 Viborg;2022 2022;1653
2 Helårsmodtagere (antal);081 Region Nordjylland;2007 2007;11023
2 Helårsmodtagere (antal);081 Region Nordjylland;2008 2008;10743
2 Helårsmodtagere (antal);081 Region Nordjylland;2009 2009;12139
2 Helårsmodtagere (antal);081 Region Nordjylland;2010 2010;13010
2 Helårsmodtagere (antal);081 Region Nordjylland;2011 2011;13526
2 Helårsmodtagere (antal);081 Region Nordjylland;2012 2012;14215
2 Helårsmodtagere (antal);081 Region Nordjylland;2013 2013;15795
2 Helårsmodtagere (antal);081 Region Nordjylland;2014 2014;16125
2 Helårsmodtagere (antal);081 Region Nordjylland;2015 2015;17134
2 Helårsmodtagere (antal);081 Region Nordjylland;2016 2016;17157
2 Helårsmodtagere (antal);081 Region Nordjylland;2017 2017;15856
2 Helårsmodtagere (antal);081 Region Nordjylland;2018 2018;13728
2 Helårsmodtagere (antal);081 Region Nordjylland;2019 2019;12535
2 Helårsmodtagere (antal);081 Region Nordjylland;2020 2020;12207
2 Helårsmodtagere (antal);081 Region Nordjylland;2021 2021;10969
2 Helårsmodtagere (antal);081 Region Nordjylland;2022 2022;10486
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2007 2007;11023
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2008 2008;10743
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2009 2009;12139
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2010 2010;13010
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2011 2011;13526
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2012 2012;14215
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2013 2013;15795
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2014 2014;16125
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2015 2015;17134
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2016 2016;17157
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2017 2017;15856
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2018 2018;13728
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2019 2019;12535
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2020 2020;12207
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2021 2021;10969
2 Helårsmodtagere (antal);11 Landsdel Nordjylland;2022 2022;10486
2 Helårsmodtagere (antal);810 Brønderslev;2007 2007;666
2 Helårsmodtagere (antal);810 Brønderslev;2008 2008;672
2 Helårsmodtagere (antal);810 Brønderslev;2009 2009;720
2 Helårsmodtagere (antal);810 Brønderslev;2010 2010;763
2 Helårsmodtagere (antal);810 Brønderslev;2011 2011;842
2 Helårsmodtagere (antal);810 Brønderslev;2012 2012;924
2 Helårsmodtagere (antal);810 Brønderslev;2013 2013;1030
2 Helårsmodtagere (antal);810 Brønderslev;2014 2014;1080
2 Helårsmodtagere (antal);810 Brønderslev;2015 2015;1128
2 Helårsmodtagere (antal);810 Brønderslev;2016 2016;1063
2 Helårsmodtagere (antal);810 Brønderslev;2017 2017;908
2 Helårsmodtagere (antal);810 Brønderslev;2018 2018;713
2 Helårsmodtagere (antal);810 Brønderslev;2019 2019;626
2 Helårsmodtagere (antal);810 Brønderslev;2020 2020;599
2 Helårsmodtagere (antal);810 Brønderslev;2021 2021;552
2 Helårsmodtagere (antal);810 Brønderslev;2022 2022;535
2 Helårsmodtagere (antal);813 Frederikshavn;2007 2007;1302
2 Helårsmodtagere (antal);813 Frederikshavn;2008 2008;1177
2 Helårsmodtagere (antal);813 Frederikshavn;2009 2009;1277
2 Helårsmodtagere (antal);813 Frederikshavn;2010 2010;1313
2 Helårsmodtagere (antal);813 Frederikshavn;2011 2011;1280
2 Helårsmodtagere (antal);813 Frederikshavn;2012 2012;1253
2 Helårsmodtagere (antal);813 Frederikshavn;2013 2013;1476
2 Helårsmodtagere (antal);813 Frederikshavn;2014 2014;1606
2 Helårsmodtagere (antal);813 Frederikshavn;2015 2015;1729
2 Helårsmodtagere (antal);813 Frederikshavn;2016 2016;1724
2 Helårsmodtagere (antal);813 Frederikshavn;2017 2017;1536
2 Helårsmodtagere (antal);813 Frederikshavn;2018 2018;1281
2 Helårsmodtagere (antal);813 Frederikshavn;2019 2019;1132
2 Helårsmodtagere (antal);813 Frederikshavn;2020 2020;1112
2 Helårsmodtagere (antal);813 Frederikshavn;2021 2021;1004
2 Helårsmodtagere (antal);813 Frederikshavn;2022 2022;950
2 Helårsmodtagere (antal);860 Hjørring;2007 2007;1252
2 Helårsmodtagere (antal);860 Hjørring;2008 2008;1167
2 Helårsmodtagere (antal);860 Hjørring;2009 2009;1322
2 Helårsmodtagere (antal);860 Hjørring;2010 2010;1325
2 Helårsmodtagere (antal);860 Hjørring;2011 2011;1417
2 Helårsmodtagere (antal);860 Hjørring;2012 2012;1544
2 Helårsmodtagere (antal);860 Hjørring;2013 2013;1752
2 Helårsmodtagere (antal);860 Hjørring;2014 2014;1727
2 Helårsmodtagere (antal);860 Hjørring;2015 2015;1890
2 Helårsmodtagere (antal);860 Hjørring;2016 2016;1707
2 Helårsmodtagere (antal);860 Hjørring;2017 2017;1468
2 Helårsmodtagere (antal);860 Hjørring;2018 2018;1210
2 Helårsmodtagere (antal);860 Hjørring;2019 2019;1072
2 Helårsmodtagere (antal);860 Hjørring;2020 2020;1003
2 Helårsmodtagere (antal);860 Hjørring;2021 2021;853
2 Helårsmodtagere (antal);860 Hjørring;2022 2022;819
2 Helårsmodtagere (antal);849 Jammerbugt;2007 2007;462
2 Helårsmodtagere (antal);849 Jammerbugt;2008 2008;470
2 Helårsmodtagere (antal);849 Jammerbugt;2009 2009;565
2 Helårsmodtagere (antal);849 Jammerbugt;2010 2010;635
2 Helårsmodtagere (antal);849 Jammerbugt;2011 2011;747
2 Helårsmodtagere (antal);849 Jammerbugt;2012 2012;847
2 Helårsmodtagere (antal);849 Jammerbugt;2013 2013;963
2 Helårsmodtagere (antal);849 Jammerbugt;2014 2014;992
2 Helårsmodtagere (antal);849 Jammerbugt;2015 2015;1082
2 Helårsmodtagere (antal);849 Jammerbugt;2016 2016;1046
2 Helårsmodtagere (antal);849 Jammerbugt;2017 2017;926
2 Helårsmodtagere (antal);849 Jammerbugt;2018 2018;787
2 Helårsmodtagere (antal);849 Jammerbugt;2019 2019;655
2 Helårsmodtagere (antal);849 Jammerbugt;2020 2020;667
2 Helårsmodtagere (antal);849 Jammerbugt;2021 2021;595
2 Helårsmodtagere (antal);849 Jammerbugt;2022 2022;565
2 Helårsmodtagere (antal);825 Læsø;2007 2007;7
2 Helårsmodtagere (antal);825 Læsø;2008 2008;7
2 Helårsmodtagere (antal);825 Læsø;2009 2009;12
2 Helårsmodtagere (antal);825 Læsø;2010 2010;16
2 Helårsmodtagere (antal);825 Læsø;2011 2011;15
2 Helårsmodtagere (antal);825 Læsø;2012 2012;14
2 Helårsmodtagere (antal);825 Læsø;2013 2013;15
2 Helårsmodtagere (antal);825 Læsø;2014 2014;15
2 Helårsmodtagere (antal);825 Læsø;2015 2015;16
2 Helårsmodtagere (antal);825 Læsø;2016 2016;21
2 Helårsmodtagere (antal);825 Læsø;2017 2017;20
2 Helårsmodtagere (antal);825 Læsø;2018 2018;16
2 Helårsmodtagere (antal);825 Læsø;2019 2019;13
2 Helårsmodtagere (antal);825 Læsø;2020 2020;12
2 Helårsmodtagere (antal);825 Læsø;2021 2021;16
2 Helårsmodtagere (antal);825 Læsø;2022 2022;15
2 Helårsmodtagere (antal);846 Mariagerfjord;2007 2007;707
2 Helårsmodtagere (antal);846 Mariagerfjord;2008 2008;681
2 Helårsmodtagere (antal);846 Mariagerfjord;2009 2009;775
2 Helårsmodtagere (antal);846 Mariagerfjord;2010 2010;830
2 Helårsmodtagere (antal);846 Mariagerfjord;2011 2011;876
2 Helårsmodtagere (antal);846 Mariagerfjord;2012 2012;956
2 Helårsmodtagere (antal);846 Mariagerfjord;2013 2013;1083
2 Helårsmodtagere (antal);846 Mariagerfjord;2014 2014;1259
2 Helårsmodtagere (antal);846 Mariagerfjord;2015 2015;1353
2 Helårsmodtagere (antal);846 Mariagerfjord;2016 2016;1295
2 Helårsmodtagere (antal);846 Mariagerfjord;2017 2017;1222
2 Helårsmodtagere (antal);846 Mariagerfjord;2018 2018;1114
2 Helårsmodtagere (antal);846 Mariagerfjord;2019 2019;1036
2 Helårsmodtagere (antal);846 Mariagerfjord;2020 2020;988
2 Helårsmodtagere (antal);846 Mariagerfjord;2021 2021;947
2 Helårsmodtagere (antal);846 Mariagerfjord;2022 2022;884
2 Helårsmodtagere (antal);773 Morsø;2007 2007;478
2 Helårsmodtagere (antal);773 Morsø;2008 2008;437
2 Helårsmodtagere (antal);773 Morsø;2009 2009;464
2 Helårsmodtagere (antal);773 Morsø;2010 2010;461
2 Helårsmodtagere (antal);773 Morsø;2011 2011;464
2 Helårsmodtagere (antal);773 Morsø;2012 2012;438
2 Helårsmodtagere (antal);773 Morsø;2013 2013;491
2 Helårsmodtagere (antal);773 Morsø;2014 2014;480
2 Helårsmodtagere (antal);773 Morsø;2015 2015;470
2 Helårsmodtagere (antal);773 Morsø;2016 2016;491
2 Helårsmodtagere (antal);773 Morsø;2017 2017;427
2 Helårsmodtagere (antal);773 Morsø;2018 2018;373
