,muni_code,year,pop_dens
1880,621,2007,1.4424718729318333
1881,540,2005,1.5399597180261833
1882,540,2006,1.5427593152064452
1883,540,2007,1.5473313192346425
1884,550,2005,0.32042994002648184
1885,550,2006,0.31693278292701926
1886,550,2007,0.31412882623257266
1887,573,2005,0.40399161357955005
1888,573,2006,0.4036448673494073
1889,573,2007,0.4019756471252318
1890,575,2005,0.5081725451640654
1891,575,2006,0.5106427430256851
1892,575,2007,0.5147105812953177
1893,630,2005,0.9680366591080877
1894,630,2006,0.9735260770975057
1895,630,2007,0.9835695389266818
1896,580,2005,0.6394280854682683
1897,580,2006,0.6375465079196343
1898,580,2007,0.6382906346337833
1902,710,2005,0.8095317416250232
1903,710,2006,0.8193966315010179
1904,710,2007,0.8335554321673144
1905,766,2005,0.7903629764065335
1906,766,2006,0.801415607985481
1907,766,2007,0.8147368421052632
1908,615,2005,1.477088948787062
1909,615,2006,1.4997112052368118
1910,615,2007,1.5213708124759338
1911,707,2005,0.5318862690707351
1912,707,2006,0.5329680998613038
1913,707,2007,0.5316643550624133
1914,727,2005,0.9042789901583226
1915,727,2006,0.9127941805733847
1916,727,2007,0.9186563970902867
1917,730,2005,1.2297004546670232
1918,730,2006,1.2369350093607916
1919,730,2007,1.243434073281626
1920,741,2005,0.36311619718309857
1921,741,2006,0.3630281690140845
1922,741,2007,0.363556338028169
1923,740,2005,0.9898506409502529
1924,740,2006,1.0040691520639775
1925,740,2007,1.017758438198283
1926,746,2005,1.2963540417366275
1927,746,2006,1.3107699688174623
1928,746,2007,1.326457183976973
1929,706,2005,0.5827196288779356
1930,706,2006,0.5861119164975355
1931,706,2007,0.5944186720788635
1932,751,2005,6.3037828595853815
1933,751,2006,6.31572985680701
1934,751,2007,6.329771318657833
1935,657,2005,0.6277723109529937
1936,657,2006,0.6307622435848914
1937,657,2007,0.6327908561047612
1938,661,2005,0.7087515762925599
1939,661,2006,0.7120050441361917
1940,661,2007,0.7135182849936949
1941,756,2005,0.5367552828902522
1942,756,2006,0.5388957055214724
1943,756,2007,0.5409815950920246
1944,665,2005,0.4473270440251572
1945,665,2006,0.4418828616352201
1946,665,2007,0.43704795597484275
1947,760,2005,0.39318599115946956
1948,760,2006,0.39288677320639237
1949,760,2007,0.3951853111186671
1950,779,2005,0.707755340942347
1951,779,2006,0.706233538191396
1952,779,2007,0.7074041556921276
1953,671,2005,0.9241267262388302
1954,671,2006,0.9218115353371243
1955,671,2007,0.9175873273761169
1956,791,2005,0.6362765277876358
1957,791,2006,0.6424728511604798
1958,791,2007,0.6487685428348356
1962,810,2005,0.5578897488548412
1963,810,2006,0.5577791818038225
1964,810,2007,0.559864160480177
1965,813,2005,0.9794135707706478
1966,813,2006,0.968437212158428
1967,813,2007,0.9652594412035616
1968,860,2005,0.7317220543806646
1969,860,2006,0.7280966767371602
1970,860,2007,0.7241907639188606
1971,849,2005,0.4499942136326814
1972,849,2006,0.44791112139798633
1973,849,2007,0.4488716583728735
1974,825,2005,0.17800829875518673
1975,825,2006,0.17352697095435685
1976,825,2007,0.17078838174273858
1977,846,2005,0.586189614367256
1978,846,2006,0.5864262842823332
1979,846,2007,0.5887233746345538
1980,773,2005,0.613509825327511
1981,773,2006,0.6095251091703057
1982,773,2007,0.6057860262008734
1983,840,2005,0.45675197167230003
1984,840,2006,0.45660711411556415
1985,840,2007,0.46085626911314986
1986,787,2005,0.42981655647639444
1987,787,2006,0.42750721668684233
1988,787,2007,0.42443430487009964
1992,851,2005,1.6911640583787586
