muni_code,housing_type,year,avg_sqm_price,count
336,Ejerlejlighed,1992,4074.0833333333335,12
336,Ejerlejlighed,1993,4974.285714285715,7
336,Ejerlejlighed,1994,4617.4,5
336,Ejerlejlighed,1995,6387.625,8
336,Ejerlejlighed,1996,5062.833333333333,6
336,Ejerlejlighed,1997,6035.714285714285,7
336,Ejerlejlighed,1998,7966.7,10
336,Ejerlejlighed,1999,7697.0,5
336,Ejerlejlighed,2000,6899.555555555556,9
336,Ejerlejlighed,2001,7596.5,4
336,Ejerlejlighed,2002,11841.3,10
336,Ejerlejlighed,2003,9737.142857142857,14
336,Ejerlejlighed,2004,10962.692307692309,13
336,Ejerlejlighed,2005,9559.736842105263,19
336,Ejerlejlighed,2006,11448.4,15
336,Ejerlejlighed,2007,13008.28,25
336,Ejerlejlighed,2008,10655.0,3
336,Ejerlejlighed,2009,12178.4,5
336,Ejerlejlighed,2010,11251.285714285714,7
336,Ejerlejlighed,2011,5508.5,2
336,Ejerlejlighed,2012,6538.8,5
336,Ejerlejlighed,2013,12659.2,5
336,Ejerlejlighed,2014,10238.5,4
336,Ejerlejlighed,2015,7634.8,5
336,Ejerlejlighed,2016,9992.75,4
336,Ejerlejlighed,2017,14297.333333333334,6
336,Ejerlejlighed,2018,9535.90909090909,11
336,Ejerlejlighed,2019,11486.9,10
336,Ejerlejlighed,2020,11504.615384615385,13
336,Ejerlejlighed,2021,12191.42857142857,14
336,Ejerlejlighed,2022,12904.92857142857,14
336,Rækkehus,1992,5025.588235294118,17
336,Rækkehus,1993,4790.25,32
336,Rækkehus,1994,5342.576923076923,26
336,Rækkehus,1995,5849.657142857143,35
336,Rækkehus,1996,6230.741935483871,31
336,Rækkehus,1997,7105.6,40
336,Rækkehus,1998,8158.358974358975,39
336,Rækkehus,1999,7628.611111111111,36
336,Rækkehus,2000,8955.0,28
336,Rækkehus,2001,10677.0,30
336,Rækkehus,2002,11487.886363636364,44
336,Rækkehus,2003,10107.366666666667,30
336,Rækkehus,2004,11249.617647058823,34
336,Rækkehus,2005,12996.338461538462,65
336,Rækkehus,2006,15451.67441860465,43
336,Rækkehus,2007,15771.40909090909,66
336,Rækkehus,2008,14808.057142857142,35
336,Rækkehus,2009,12998.424242424242,33
336,Rækkehus,2010,12170.209302325582,43
336,Rækkehus,2011,11458.80487804878,41
336,Rækkehus,2012,11507.591836734693,49
336,Rækkehus,2013,11325.720930232557,43
336,Rækkehus,2014,12376.117647058823,34
336,Rækkehus,2015,11789.017857142857,56
336,Rækkehus,2016,14355.64705882353,51
336,Rækkehus,2017,13242.777777777777,54
336,Rækkehus,2018,14701.842105263158,57
336,Rækkehus,2019,13615.761904761905,63
336,Rækkehus,2020,15170.642857142857,56
336,Rækkehus,2021,16652.24,50
336,Rækkehus,2022,15400.9,30
336,Villa,1992,3808.283582089552,335
336,Villa,1993,3951.4289940828403,338
336,Villa,1994,3961.3582089552237,335
336,Villa,1995,4109.674796747968,369
336,Villa,1996,4662.245810055866,358
336,Villa,1997,5105.628498727735,393
336,Villa,1998,5922.7915567282325,379
336,Villa,1999,6504.478481012658,395
336,Villa,2000,6817.122077922078,385
336,Villa,2001,7522.7513368983955,374
336,Villa,2002,7834.419452887538,329
336,Villa,2003,7919.72,375
336,Villa,2004,8477.970027247957,367
336,Villa,2005,9273.838983050848,472
336,Villa,2006,10842.779329608938,358
336,Villa,2007,11547.559748427673,318
336,Villa,2008,10693.79457364341,258
336,Villa,2009,8733.858757062148,177
336,Villa,2010,8656.612903225807,248
336,Villa,2011,7816.668393782384,193
336,Villa,2012,7456.62311557789,199
336,Villa,2013,6977.159420289855,207
336,Villa,2014,7596.306722689075,238
336,Villa,2015,8557.352739726028,292
336,Villa,2016,8389.240579710146,345
336,Villa,2017,9389.368421052632,380
336,Villa,2018,9925.819078947368,304
336,Villa,2019,10558.178787878787,330
336,Villa,2020,10465.154228855721,402
336,Villa,2021,10970.376906318083,459
336,Villa,2022,12120.780769230769,260
