muni_code,housing_type,year,avg_sqm_price,count
563,Ejerlejlighed,01,16129.0,1
563,Ejerlejlighed,04,7093.0,4
563,Ejerlejlighed,05,6234.0,1
563,Ejerlejlighed,06,4437.0,1
563,Ejerlejlighed,07,4225.0,2
563,Ejerlejlighed,10,7159.5,2
563,Ejerlejlighed,11,9801.75,4
563,Ejerlejlighed,13,1587.5,2
563,Ejerlejlighed,14,3566.0,2
563,Ejerlejlighed,15,6992.25,4
563,Ejerlejlighed,16,5971.5,2
563,Ejerlejlighed,17,10847.0,2
563,Ejerlejlighed,18,5502.0,1
563,Ejerlejlighed,19,5206.5,4
563,Ejerlejlighed,20,8734.333333333334,3
563,Ejerlejlighed,23,11772.0,1
563,Ejerlejlighed,24,7857.0,1
563,Ejerlejlighed,26,8354.0,2
563,Ejerlejlighed,27,4831.0,1
563,Ejerlejlighed,28,4104.0,1
563,Ejerlejlighed,29,6863.5,2
563,Ejerlejlighed,30,8113.5,6
563,Ejerlejlighed,31,8102.0,1
563,Rækkehus,01,5972.222222222223,9
563,Rækkehus,02,6775.05,20
563,Rækkehus,03,9666.6,10
563,Rækkehus,04,9653.666666666666,12
563,Rækkehus,05,7945.444444444444,18
563,Rækkehus,06,7986.857142857143,21
563,Rækkehus,07,7564.071428571428,14
563,Rækkehus,08,7545.9,20
563,Rækkehus,09,7437.565217391304,23
563,Rækkehus,10,8488.42857142857,21
563,Rækkehus,11,10399.9375,16
563,Rækkehus,12,8810.4,15
563,Rækkehus,13,7456.789473684211,19
563,Rækkehus,14,7674.896551724138,29
563,Rækkehus,15,10021.933333333332,15
563,Rækkehus,16,7870.9,10
563,Rækkehus,17,7453.5,8
563,Rækkehus,18,9029.722222222223,18
563,Rækkehus,19,8447.5,16
563,Rækkehus,20,7744.733333333334,15
563,Rækkehus,21,7702.16,25
563,Rækkehus,22,8575.92857142857,14
563,Rækkehus,23,8521.272727272728,11
563,Rækkehus,24,8562.3,10
563,Rækkehus,25,7319.625,16
563,Rækkehus,26,6689.9,20
563,Rækkehus,27,6859.555555555556,18
563,Rækkehus,28,7605.1578947368425,19
563,Rækkehus,29,8709.55,20
563,Rækkehus,30,8558.75,16
563,Rækkehus,31,6905.0,11
563,Villa,01,7008.936170212766,47
563,Villa,02,6789.459459459459,37
563,Villa,03,7289.756756756757,37
563,Villa,04,7533.239130434783,46
563,Villa,05,6520.695652173913,46
563,Villa,06,6895.591836734694,49
563,Villa,07,6481.95652173913,46
563,Villa,08,7416.0,45
563,Villa,09,6990.458333333333,48
563,Villa,10,5571.977777777778,45
563,Villa,11,7338.130434782609,46
563,Villa,12,6993.395348837209,43
563,Villa,13,7555.378378378378,37
563,Villa,14,6373.469387755102,49
563,Villa,15,6927.38,50
563,Villa,16,7738.674418604651,43
563,Villa,17,6885.454545454545,44
563,Villa,18,7366.386363636364,44
563,Villa,19,7245.615384615385,52
563,Villa,20,6431.3538461538465,65
563,Villa,21,8123.694444444444,36
563,Villa,22,5974.8,35
563,Villa,23,6981.818181818182,44
563,Villa,24,6267.66,50
563,Villa,25,6503.491803278688,61
563,Villa,26,6634.75,36
563,Villa,27,6582.9,50
563,Villa,28,7507.22,50
563,Villa,29,6714.119047619048,42
563,Villa,30,5750.277777777777,54
563,Villa,31,6411.525,40
