,Train,Test,sample size,muni_code
355,0.02268617950188614,0.0436789310243453,51,746
356,0.02691632266129921,0.045682579173157614,54,746
357,0.026543200728762546,0.04548260523228045,57,746
358,0.02621247527570445,0.04398347711492924,60,746
359,0.02651461992850963,0.045367527059857436,64,746
360,0.0002464559365477727,7.846780192275612,3,741
361,0.00410007783223925,10.086781137996867,6,741
362,0.0307154581113906,8.208413260645525,9,741
363,0.0707077020483339,16.91634822712688,12,741
364,0.1580671844507201,8.859734149342186,15,741
365,0.3601017941613877,2.4401127324828105,18,741
366,0.3986339582243404,1.7960083557295985,21,741
367,0.4069657281286836,1.5592575095147612,24,741
368,0.45481769218050694,1.2139841265993774,27,741
369,0.43816602950339717,1.141290907689171,30,741
370,0.47562021664978493,1.2575360465424907,33,741
371,0.48907079627201105,1.224344872360417,36,741
372,0.4781742610657379,1.1745470210589493,39,741
373,0.6274845556320721,1.1563030937008942,42,741
374,0.6262767784986969,1.078818369458763,45,741
375,0.6578754547945643,1.011098696782608,48,741
376,0.6353491043867041,0.9639126632040369,51,741
377,0.6414501623622944,0.943088557006613,54,741
378,0.6925469962298145,0.9510843524533582,57,741
379,0.6616034667612263,0.9215349189936164,61,741
380,0.00023111854459877552,0.5363419205476684,3,740
381,0.0009753500248814155,0.5937943315093186,6,740
382,0.009408643322231586,0.39664031681912354,9,740
383,0.012595944697815184,0.1705331389962067,12,740
384,0.022850262380328785,0.09752395281646262,16,740
385,0.024640593376610682,0.08988002618302325,19,740
386,0.02591630071522737,0.08697575267668542,22,740
387,0.031870325140885065,0.08311050524236141,25,740
388,0.03578970417684667,0.09018298385444716,28,740
389,0.035021456034630576,0.08620191048392946,32,740
390,0.03732725879226332,0.09279966530186586,35,740
391,0.036127565146780956,0.0719854988517383,38,740
392,0.03809289892963416,0.07718928627278453,41,740
393,0.037025639595287915,0.07813017033095111,44,740
394,0.03668807556224131,0.06777471616448918,48,740
395,0.0360064194041526,0.06820545129494272,51,740
396,0.039842204505757,0.07183541982753389,54,740
397,0.04017105613109212,0.07038618204599348,57,740
398,0.041250933904680084,0.07137107124810116,60,740
399,0.04815392507543702,0.06793070722677186,64,740
400,5.633157949731173e-08,80.40521393496874,3,730
401,1.8014346326800575e-05,2.483390307970905,6,730
402,0.003755298701810579,0.4424219340574983,9,730
403,0.006661961083655849,0.2383386607505238,12,730
404,0.024479888633238942,0.22053829758681348,16,730
405,0.024928629799030745,0.12482335415190571,19,730
406,0.024170549301407513,0.12928554175093096,22,730
407,0.025501924858016743,0.11953013639339208,25,730
408,0.02820058410309718,0.11342272368342998,28,730
409,0.031149784199108105,0.09719734050877209,32,730
410,0.03784740637149611,0.10457150599296312,35,730
411,0.037622077150375195,0.10326124980763089,38,730
412,0.038486863619248905,0.08697606895581812,41,730
413,0.03995682271534717,0.08601677533871468,44,730
414,0.04095708127430406,0.09136040253201455,48,730
415,0.04397481607311034,0.08766059130292363,51,730
416,0.04565071817068021,0.08888020833393433,54,730
417,0.047841505392775055,0.0895786812394457,57,730
418,0.05052218312989411,0.08735128439817397,60,730
419,0.0524178614530265,0.08791906511228909,64,730
420,1.230983740873185e-05,0.7239942012744914,3,727
421,0.0036413296512828883,0.4324644710607915,6,727
422,0.01509399868061152,1.5340454495230051,9,727
423,0.051393052848216825,0.2771006424532373,12,727
424,0.06983030769372987,0.20216009508706478,16,727
425,0.06664406677335004,0.19128767614144238,19,727
426,0.0719482700626437,0.19382033151498637,22,727
427,0.08531919477066632,0.17145421677224432,25,727
428,0.09479290675354937,0.13605861878724543,28,727
429,0.09056874587263486,0.14077102487412133,32,727
430,0.08823002549896662,0.1373974361755352,35,727
431,0.08434826295912726,0.13608525227705384,38,727
432,0.08250599615814366,0.1270218606750803,41,727
433,0.07987721050334498,0.1212586037879104,44,727
434,0.07978237582418361,0.11581047483096243,48,727
435,0.08130531836595035,0.12162220124253417,51,727
436,0.08384466410888694,0.124757302508741,54,727
437,0.08586138815112412,0.12389071283144508,57,727
438,0.09068990012291725,0.12189808556762675,60,727
439,0.09715797335097551,0.12444687975773905,64,727
440,2.203485080335475e-08,0.5206412003667673,3,710
441,7.22631477442847e-06,2.5903979972136604,6,710
442,0.0030124550881055435,1.5101795051645504,9,710
443,0.012403970725336007,0.662345702805079,12,710
444,0.013561100194589365,0.3308896001942242,16,710
445,0.013761716963022636,0.33676041915788407,19,710
446,0.016627947683395213,0.2191923485706218,22,710
447,0.01994680972143293,0.14720737025438294,25,710
448,0.023196035913170716,0.13549640400494045,28,710
449,0.030767955050442795,0.1221536362161518,32,710
450,0.033708723564559596,0.12211973883308043,35,710
451,0.03589044582640862,0.1114842228530272,38,710
452,0.036932041932854466,0.09233410546402912,41,710
453,0.03854644820174918,0.08879186220576683,44,710
454,0.037334108582746876,0.08625308399853092,48,710
455,0.04092017827482981,0.0821118735812004,51,710
456,0.04051035065882282,0.0825579164758962,54,710
457,0.04746652011070816,0.08499489825032433,57,710
458,0.05053971920814152,0.08406227732541802,60,710
459,0.0507910859054194,0.08477548497690567,64,710
460,3.3679561341314686e-05,2.126260719197063,3,707
461,0.0002920905706652225,2.3333403515588294,6,707
462,0.0024961381814921925,1.7344758823524722,9,707
463,0.014387600007460002,0.7005146331414956,12,707
464,0.13423928341353558,0.37822986183282137,16,707
465,0.151239793027955,0.35715649225826007,19,707
466,0.14653224421383962,0.35429525143812474,22,707
467,0.16036378810231539,0.24272371054703834,25,707
468,0.16477420251231864,0.20028371568232592,28,707
469,0.15471517494316958,0.20755598885026166,32,707
470,0.14833498252358268,0.2004555358903807,35,707
471,0.14324100351052121,0.19658752599120444,38,707
472,0.13581106082633565,0.18795839920829957,41,707
473,0.1290845946444156,0.18738793876431134,44,707
474,0.13560574045729448,0.17963958523917692,48,707
475,0.14198323153795728,0.18476298583528467,51,707
476,0.13704564370357097,0.17874442060483,54,707
477,0.13611679642620014,0.1778051855442299,57,707
478,0.13294418016577697,0.17565951948640823,60,707
479,0.1326914902828909,0.17339245038243692,64,707
480,8.144063121991695e-06,9.67195537722186,3,706
481,0.00012651482369272095,0.5674078981017302,6,706
482,0.014886904302707366,0.7754292680164994,9,706
483,0.034952654055145686,0.23889505233388766,12,706
484,0.04167992644432651,0.13800232428460185,16,706
485,0.04070689968975421,0.14940426445358299,19,706
486,0.04759270199161539,0.09961429788049977,22,706
