,muni_code,rmse,r2
0,860,542.8987616978259,0.8683636658647794
1,851,943.7824696742053,0.9384443410757446
2,849,1354.2617608657722,0.6105743793856002
3,846,785.8915848015193,0.7657621087762396
4,840,668.4099185571134,0.9041494586647296
5,825,2041.4131096276265,0.301876247601392
6,820,825.9050215715914,0.5350665315638216
7,813,564.8863077461251,0.8449942417003229
8,810,785.0231645743692,0.658975982689064
9,791,655.0229060841516,0.9010892394348163
10,787,501.14401272440824,0.8121134272261752
11,779,397.2119257822362,0.8903982353870337
12,773,1259.8262617223925,0.12085444939807322
13,766,619.6154734528632,0.9253140610847103
14,760,539.6573819689505,0.8423635794576083
15,756,696.6894589329034,0.9062932750671554
16,751,1643.4361578464766,0.9496603111149252
17,746,1106.8655927334714,0.9365165236806519
18,741,2054.9249396527084,0.35806072313721216
19,740,902.1950053135294,0.948449517693367
20,730,689.7312406035628,0.9077474817037465
21,727,996.9213858599279,0.8701105853494099
22,710,1069.4457846588334,0.8794515132351782
23,707,634.9563366718747,0.7730271698887297
24,706,1060.815127358002,0.837330144119949
25,671,594.4552984958174,0.7442363547557369
26,665,628.7435973240033,0.6570568310611389
27,661,840.1943691990534,0.8345458092639207
28,657,773.8750949211937,0.9022052258968956
29,630,821.9096094555024,0.9229197526500605
30,621,761.2010656941411,0.911327528654974
31,615,679.2331646464077,0.952875343101702
32,607,524.3779453972452,0.9498806579830344
33,580,385.85631758792664,0.9104549039207317
34,575,919.7108121813819,0.4918672497676043
35,573,615.4982518760664,0.8439606450331228
36,563,2628.8138080383496,-0.10681200789819334
37,561,800.811753780571,0.9254624286278774
38,550,593.9633748708432,0.6002692098019238
39,540,572.390639123689,0.917773362150834
40,530,750.0275511473346,0.8248105793962333
41,510,581.1496457706572,0.8780172174139645
42,492,1783.7025178895015,-0.5324483382757332
43,482,1438.1309749383468,0.4372527162586122
44,480,1113.2991721392755,0.7567330930518278
45,479,543.1272037421184,0.959594948675368
46,461,967.5674827266317,0.9411996483359887
47,450,578.2913823915843,0.9050291787846856
48,440,1892.7761672910149,0.635061290229539
49,430,667.9625603579776,0.8036728290343546
50,420,1050.808879668289,0.3806743484348515
51,410,1190.9314677288928,0.8692969402349299
52,400,828.3820428737608,0.6566113143449972
53,390,680.0693394738382,0.8952226816206101
54,376,544.9200316350765,0.894098003052711
55,370,987.4010600506938,0.8771552866310742
56,360,583.9811551462631,0.8159421526115453
57,350,1745.5754312576344,0.7816952308235888
58,340,1237.795116314809,0.8173267608575574
59,336,1870.9272924029988,0.5195624347512037
60,330,428.06030855251896,0.9631256545008354
61,329,827.9411472197293,0.938315383916795
62,326,687.076987732235,0.8894203895319152
63,320,1523.6908430553415,0.6622226982241982
64,316,1140.284393173216,0.9119844782372313
65,306,1001.2866160671182,0.7812779920311194
66,270,1046.7999715430274,0.9285169950395222
67,269,1763.1049019585178,0.9141069383762146
68,265,1253.4565622606965,0.9536802822382459
69,260,1106.5801071115209,0.8878635933119171
70,259,993.6919312776295,0.9581800379594232
71,253,1027.9547089642551,0.9696607151752663
72,250,1237.5044413739454,0.9170998769424377
73,240,1132.926929357252,0.9531867557328689
74,230,2373.7495856866412,0.9078270411582086
75,223,1376.5781994540223,0.9593416903972092
76,219,1043.1608126028718,0.9567486537982428
77,217,1477.6188098872394,0.9201906348573368
78,210,1626.204546569848,0.8983853743789372
79,201,1062.5785434458264,0.9674219167927897
80,190,1731.0580926194084,0.9329656820756351
81,187,1219.5668427967423,0.9548087439457079
82,185,1477.7949187514366,0.9638404137403379
83,183,1072.4685641056246,0.9543596046106451
84,175,1070.4798206261178,0.9798030910050007
85,173,2150.361135193618,0.9410446502021209
86,169,1698.7731703335362,0.8909983626300647
87,167,1157.9573197331747,0.9721442710195396
88,165,1274.471160114393,0.9409140497284005
89,163,1056.23040331636,0.9743060370642074
90,161,1693.0559919062055,0.934190521650389
91,159,2123.274917311904,0.9250833960279408
92,157,2401.5489732135475,0.9585067835078516
93,155,1514.6513728236337,0.9662034457490069
94,153,1783.5196818540985,0.889651068556589
95,151,1301.693534418712,0.954362217427499
96,147,2579.4277119112385,0.9642289612585289
97,101,1248.4856827775036,0.9876954294830037
