municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
430,Villa,Saksenballe 19,5672, Broby,508960 ,30-12-2022,Alm. Salg,124 ,4105,5,1910,-60%
430,Villa,Gartnervænget 11,5792, Årslev,1650000 ,29-12-2022,Alm. Salg,125 ,13200,6,1968,-6%
430,Villa,Svendborgvej 475,5792, Årslev,1200000 ,25-12-2022,Alm. Salg,128 ,9375,5,1934,
430,Villa,Søndergade 16,5672, Broby,750000 ,22-12-2022,Alm. Salg,146 ,5137,6,1966,-6%
430,Villa,Vesterågade 57,5672, Broby,1500000 ,21-12-2022,Andet,120 ,12500,5,1934,
430,Villa,Rugagervej 4,5600, Faaborg,1350000 ,21-12-2022,Alm. Salg,100 ,13500,4,1964,51%
430,Villa,Hornelandevej 14,5600, Faaborg,700000 ,21-12-2022,Andet,114 ,6140,5,1957,
430,Villa,Krarupvænge 2,5750, Ringe,650000 ,21-12-2022,Alm. Salg,111 ,5856,3,1964,
430,Rækkehus,Priorensgade 11,5600, Faaborg,875000 ,20-12-2022,Fam. Salg,182 ,4808,7,1827,
430,Ejerlejlighed,"Østergade 30, st",5600, Faaborg,712500 ,20-12-2022,Alm. Salg,55 ,12955,2,1898,-5%
430,Villa,Dalager 20,5750, Ringe,1612500 ,20-12-2022,Alm. Salg,115 ,14022,4,1984,-5%
430,Villa,Odensevej 14,5772, Kværndrup,750000 ,19-12-2022,Andet,93 ,8065,3,1934,
430,Ejerlejlighed,"Algade 7, 1. tv",5750, Ringe,1700000 ,18-12-2022,Alm. Salg,77 ,22078,2,1953,
430,Villa,Lombjergevej 3A,5750, Ringe,1150000 ,18-12-2022,Alm. Salg,100 ,11500,4,1981,-11%
430,Villa,Blomsterengen 3,5600, Faaborg,1350000 ,17-12-2022,Alm. Salg,191 ,7068,4,1777,-10%
430,Villa,Mellemager 40,5750, Ringe,2400000 ,15-12-2022,Alm. Salg,212 ,11321,6,1975,0%
430,Villa,Kirkevej 6,5600, Faaborg,323000 ,15-12-2022,Alm. Salg,169 ,1911,6,1942,
430,Villa,Sybillesvænget 6,5600, Faaborg,900000 ,14-12-2022,Alm. Salg,123 ,7317,3,1984,-8%
430,Villa,Rolighedsvej 4,5750, Ringe,4125000 ,14-12-2022,Alm. Salg,206 ,20024,6,1908,-8%
430,Villa,Egevænget 1,5600, Faaborg,860000 ,14-12-2022,Alm. Salg,130 ,6615,3,1979,
430,Villa,Dyreborgvej 45,5600, Faaborg,1725000 ,14-12-2022,Alm. Salg,111 ,15541,5,1932,-4%
430,Villa,Slipager 32,5854, Gislev,1250000 ,13-12-2022,Alm. Salg,118 ,10593,4,1979,-3%
430,Villa,Bjertevej 4,5750, Ringe,200000 ,13-12-2022,Auktion,97 ,2062,4,1962,
430,Villa,Erantisvej 5,5750, Ringe,1445000 ,12-12-2022,Alm. Salg,110 ,13136,4,1965,-6%
430,Villa,Odensevej 62,5750, Ringe,690000 ,12-12-2022,Alm. Salg,125 ,5520,5,1900,-6%
430,Rækkehus,Egneborgvej 8,5600, Faaborg,1600000 ,11-12-2022,Alm. Salg,133 ,12030,6,1899,
430,Villa,Albanivej 34,5792, Årslev,1595000 ,08-12-2022,Alm. Salg,137 ,11642,6,1947,
430,Villa,Erantisvej 1,5750, Ringe,1700000 ,07-12-2022,Alm. Salg,161 ,10559,5,1966,-4%
430,Villa,Nørrevænget 1,5600, Faaborg,1100000 ,07-12-2022,Fam. Salg,97 ,11340,3,1960,
430,Villa,Engdraget 8,5854, Gislev,800000 ,07-12-2022,Alm. Salg,121 ,6612,4,1972,
430,Villa,Smedebakken 7,5600, Faaborg,3950000 ,07-12-2022,Alm. Salg,190 ,20789,7,1973,-12%
430,Villa,Lucienhøj 10,5600, Faaborg,446250 ,06-12-2022,Fam. Salg,155 ,2879,5,1875,
430,Villa,Egeskovvej 2,5750, Ringe,199000 ,06-12-2022,Auktion,82 ,2427,3,1908,
430,Villa,Graabjergvej 2B,5856, Ryslinge,2000000 ,06-12-2022,Alm. Salg,160 ,10000,8,1862,
430,Villa,Lykkevalg 8A,5600, Faaborg,2559018 ,06-12-2022,Andet,154 ,16617,4,1966,
430,Villa,Lykkevalg 8B,5600, Faaborg,2559018 ,06-12-2022,Andet,93 ,27516,2,1966,
430,Villa,Lærkevej 11,5863, Ferritslev Fyn,980000 ,05-12-2022,Alm. Salg,91 ,10769,4,1963,-2%
430,Villa,Bystævnet 8,5792, Årslev,1400000 ,04-12-2022,Alm. Salg,125 ,11200,4,1800,
