municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
480,Villa,Assens Landevej 62,5560, Aarup,4300000 ,29-12-2022,Alm. Salg,92 ,46739.0,3,1909,-10%
480,Villa,Havreløkken 42,5450, Otterup,2250000 ,26-12-2022,Alm. Salg,145 ,15517.0,5,1972,
480,Villa,Overballe 11,5400, Bogense,400000 ,20-12-2022,Alm. Salg,108 ,3704.0,2,1780,-19%
480,Villa,Lindøhoved 1,5400, Bogense,278214 ,20-12-2022,Alm. Salg,188 ,1480.0,8,1982,
480,Villa,Havesvinget 26,5450, Otterup,1900000 ,20-12-2022,Alm. Salg,133 ,14286.0,5,1998,-5%
480,Villa,Brøndstrupvej 48,5485, Skamby,350000 ,19-12-2022,Alm. Salg,188 ,1862.0,8,1820,
480,Villa,Abildrovej 47,5400, Bogense,865000 ,16-12-2022,Alm. Salg,123 ,7033.0,5,1877,
480,Villa,Nørregade 39,5450, Otterup,710000 ,12-12-2022,Alm. Salg,122 ,5820.0,4,1963,
480,Villa,Bodøparken 40,5400, Bogense,2670000 ,12-12-2022,Alm. Salg,184 ,14511.0,5,1999,-4%
480,Villa,Lærkevej 3,5450, Otterup,1515000 ,11-12-2022,Alm. Salg,165 ,9182.0,4,1967,-4%
480,Rækkehus,Østergade 7,5400, Bogense,1425000 ,10-12-2022,Alm. Salg,118 ,12076.0,4,1860,-5%
480,Villa,Bogensevej 134,5471, Søndersø,600000 ,08-12-2022,Alm. Salg,104 ,5769.0,6,1939,-14%
480,Villa,Pilegårdsvænget 24,5471, Søndersø,1448000 ,06-12-2022,Fam. Salg,194 ,7464.0,5,2018,
480,Villa,Sandholtvej 16,5400, Bogense,55000 ,05-12-2022,Auktion,70 ,786.0,4,1852,
480,Villa,Ørritslevvej 74,5471, Søndersø,1800000 ,04-12-2022,Alm. Salg,142 ,12676.0,4,1947,-10%
480,Villa,Plantagevænget 10,5400, Bogense,1465000 ,04-12-2022,Alm. Salg,130 ,11269.0,4,1966,
480,Villa,Åbakkevænget 20,5462, Morud,776505 ,04-12-2022,Alm. Salg,184 ,4220.0,7,0,
480,Villa,Rasmus Nielsensvej 23,5471, Søndersø,1150000 ,03-12-2022,Alm. Salg,191 ,6021.0,6,1974,-8%
480,Rækkehus,Edelkær 8,5471, Søndersø,1225000 ,30-11-2022,Alm. Salg,88 ,13920.0,3,1988,-2%
480,Villa,Bøgegårdsvej 49,5471, Søndersø,1935000 ,29-11-2022,Alm. Salg,183 ,10574.0,6,1978,-3%
480,Villa,Birkemosevej 46,5471, Søndersø,1195000 ,28-11-2022,Alm. Salg,132 ,9053.0,5,1976,
480,Villa,Tværgade 13,5450, Otterup,995000 ,28-11-2022,Alm. Salg,91 ,10934.0,3,1955,5%
480,Villa,Ejlskov Hede 32,5471, Søndersø,335000 ,28-11-2022,Alm. Salg,115 ,2913.0,4,1951,
480,Villa,Kirkevej 30,5450, Otterup,269000 ,24-11-2022,Alm. Salg,155 ,1735.0,5,1825,
480,Villa,Ringevej 20,5450, Otterup,595000 ,24-11-2022,Alm. Salg,132 ,4508.0,4,1906,
480,Villa,Brolundvej 64,5474, Veflinge,1295000 ,23-11-2022,Alm. Salg,166 ,7801.0,6,1900,
480,Villa,Stenøvej 57,5450, Otterup,1660000 ,22-11-2022,Andet,97 ,17113.0,5,1941,
480,Villa,Horseløkken 19,5450, Otterup,2625000 ,22-11-2022,Alm. Salg,167 ,15719.0,6,2008,-6%
480,Villa,Lunde Bygade 118,5450, Otterup,725000 ,21-11-2022,Alm. Salg,124 ,5847.0,4,1962,-6%
480,Villa,Sømarksvej 122,5471, Søndersø,1025000 ,19-11-2022,Alm. Salg,114 ,8991.0,4,1972,-6%
480,Villa,Langelinie 15,5450, Otterup,1020000 ,17-11-2022,Alm. Salg,81 ,12593.0,4,1962,-6%
480,Villa,Mette Maries Vej 16,5450, Otterup,3275000 ,17-11-2022,Alm. Salg,164 ,19970.0,5,2021,
480,Villa,Søndergade 31,5450, Otterup,1100000 ,16-11-2022,Alm. Salg,165 ,6667.0,5,1895,
480,Villa,Rugårdsvej 943,5471, Søndersø,1800000 ,16-11-2022,Alm. Salg,236 ,7627.0,5,1864,-5%
480,Villa,Bundgårdsballe 49,5400, Bogense,138000 ,16-11-2022,Auktion,110 ,1255.0,5,1877,
480,Villa,Klintevej 45,5400, Bogense,390000 ,15-11-2022,Andet,123 ,3171.0,4,1988,
480,Villa,Lindøvej 68,5450, Otterup,875000 ,15-11-2022,Alm. Salg,126 ,6944.0,5,1906,-2%
480,Villa,Fremmelev 14,5450, Otterup,8723000 ,15-11-2022,Alm. Salg,90 ,96922.0,5,1918,
480,Villa,Kirkevej 5,5450, Otterup,110500 ,14-11-2022,Fam. Salg,61 ,1811.0,2,1827,
480,Villa,Lindetoften 9,5471, Søndersø,1546000 ,14-11-2022,Fam. Salg,125 ,12368.0,4,2000,
480,Villa,Bogensevej 171,5471, Søndersø,725000 ,14-11-2022,Alm. Salg,113 ,6416.0,4,1941,-9%
480,Rækkehus,Løkkehøj 21D,5471, Søndersø,705000 ,13-11-2022,Alm. Salg,84 ,8393.0,3,1976,-11%
480,Villa,Plantagevej 12,5462, Morud,1895000 ,10-11-2022,Alm. Salg,136 ,13934.0,4,1972,
480,Villa,Ørbækvej 30,5400, Bogense,400000 ,10-11-2022,Alm. Salg,129 ,3101.0,5,1827,
480,Villa,Plantagevej 42,5462, Morud,1200000 ,10-11-2022,Alm. Salg,128 ,9375.0,4,1972,
480,Villa,Damløkkevej 16,5450, Otterup,576328 ,10-11-2022,Andet,112 ,5146.0,5,1949,
480,Villa,Havgårdsvej 2,5471, Søndersø,515000 ,10-11-2022,Alm. Salg,85 ,6059.0,3,1971,-6%
480,Villa,Lindebjerg 17,5474, Veflinge,460000 ,09-11-2022,Alm. Salg,89 ,5169.0,3,1965,-16%
480,Villa,Agernæsvej 27,5450, Otterup,350000 ,08-11-2022,Alm. Salg,200 ,1750.0,6,1855,-30%
480,Villa,Tørresøvej 120,5450, Otterup,1200000 ,08-11-2022,Alm. Salg,110 ,10909.0,4,1927,-7%
480,Villa,Viernevej 25,5471, Søndersø,1520000 ,08-11-2022,Alm. Salg,161 ,9441.0,4,1942,
480,Villa,Bellisvænget 3,5450, Otterup,1200000 ,07-11-2022,Alm. Salg,113 ,10619.0,4,1976,-7%
480,Villa,Plantagevej 29,5462, Morud,1495000 ,06-11-2022,Alm. Salg,164 ,9116.0,4,1973,-12%
480,Villa,Bøgegårdsvej 1,5471, Søndersø,1495000 ,06-11-2022,Alm. Salg,126 ,11865.0,4,1980,
480,Villa,Hjadstrupvej 57,5450, Otterup,700000 ,02-11-2022,Andet,241 ,2905.0,10,1870,
480,Villa,Klingeskov 17,5450, Otterup,650000 ,02-11-2022,Fam. Salg,90 ,7222.0,4,1960,
480,Villa,Uggerslevvej 4,5450, Otterup,700000 ,02-11-2022,Alm. Salg,210 ,3333.0,5,1877,
480,Villa,Møllevej 88,5450, Otterup,90000 ,02-11-2022,Alm. Salg,230 ,391.0,10,1830,
480,Villa,Kosterslevhuse 9,5471, Søndersø,610437 ,31-10-2022,Fam. Salg,253 ,2413.0,9,1858,
480,Rækkehus,Toftekær 61B,5471, Søndersø,995000 ,30-10-2022,Alm. Salg,80 ,12438.0,3,1989,
480,Villa,Hemmerslev 11,5471, Søndersø,550000 ,30-10-2022,Fam. Salg,193 ,2850.0,7,1867,
